routeid,variable,long,lat,month
1,long1,-90.1166178772156,34.0989201325418,FEB
2,long1,-104.813859648742,82.8437612278959,FEB
3,long1,-9.52118632125434,64.4500297842736,FEB
4,long1,-101.478054794384,39.4669457294478,FEB
5,long1,-49.5956552237965,33.1396685457054,FEB
6,long1,-8.98986774270693,32.1226110523858,FEB
7,long1,133.112570600715,35.1499061158494,FEB
8,long1,-65.4151413465746,44.2561989093476,FEB
9,long1,3.01740002928035,42.7823987007895,FEB
10,long1,118.454798131782,69.6179355802162,FEB
11,long1,73.1619331946719,47.413988520446,FEB
12,long1,44.2164760288884,22.1753997157642,FEB
13,long1,42.5081256484709,47.3969120771582,FEB
1,long2,-103.457110636068,34.3930945029627,FEB
2,long2,-74.9195530030374,84.2364738135458,FEB
3,long2,-7.17120437424195,65.1997143294247,FEB
4,long2,-104.452353753846,39.4093232683248,FEB
5,long2,-46.2537974752994,33.5157709261535,FEB
6,long2,-6.24694022296081,32.0034806061928,FEB
7,long2,142.645189408925,34.7441261503672,FEB
8,long2,-61.8056190165864,44.9912238919073,FEB
9,long2,6.12232529214975,42.766750067701,FEB
10,long2,128.466554259715,69.2764726162678,FEB
11,long2,74.8135349830054,47.4797095273515,FEB
12,long2,45.263979990346,21.9649257380303,FEB
13,long2,44.1289096733156,47.3193763654751,FEB
1,long3,-108.812892538051,34.8211000254188,FEB
2,long3,-16.1605727197447,84.5512080281408,FEB
3,long3,-4.8523608126865,65.9056326835116,FEB
4,long3,-105.243760058241,39.1446331429733,FEB
5,long3,-44.5292623220983,33.8906947176331,FEB
6,long3,-3.55030245745118,31.6715403997019,FEB
7,long3,118.19285117408,34.7045431445764,FEB
8,long3,-57.833925421957,45.7741296340835,FEB
9,long3,9.2267587524924,42.6735899962493,FEB
10,long3,130.799878106482,68.7656067365929,FEB
11,long3,76.4597254818153,47.5278311566162,FEB
12,long3,46.2177629792769,21.7690780615827,FEB
13,long3,45.534065697257,47.2627734491792,FEB
1,long4,-106.125619194607,35.4476014394104,FEB
2,long4,25.9716295341406,83.5526442854862,FEB
3,long4,-3.67466692221699,66.4137045779299,FEB
4,long4,-102.710832626855,38.7575521451308,FEB
5,long4,-44.159613345665,34.21147053348,FEB
6,long4,-1.00702905674434,31.169482916748,FEB
7,long4,69.9507715203415,35.4152079419565,FEB
8,long4,-53.3022625103834,46.5439475815866,FEB
9,long4,12.3445660426145,42.4871516328665,FEB
10,long4,129.889241897265,68.2611277989012,FEB
