date,variable,max,min
2018-01-01,SW1,0.24896929014339,-0.214818325869337
2018-02-01,SW1,0.25389650460253,-0.195643484630959
2018-03-01,SW1,0.291790058888386,-0.141859664328722
2018-04-01,SW1,0.30866172469516,-0.166963411782851
2018-05-01,SW1,0.276553865161027,-0.23745556940419
2018-06-01,SW1,0.235216797568406,-0.178429310894694
2018-07-01,SW1,0.243392091609237,-0.174364346596512
2018-08-01,SW1,0.328536649932271,-0.14940569608597
2018-09-01,SW1,0.307350041392029,-0.137761365154116
2018-10-01,SW1,0.207262701796318,-0.181756608861404
2018-11-01,SW1,0.301583469221281,-0.177590890292925
2018-12-01,SW1,0.253627109043756,-0.185375925505998
2019-01-01,SW1,0.192192242725231,-0.235658555904268
2019-02-01,SW1,0.161469893987674,-0.302819131434172
2019-03-01,SW1,0.226303208119746,-0.322312718493088
2019-04-01,SW1,0.207240313372955,-0.284271810279761
2019-05-01,SW1,0.191978725040235,-0.302664024874958
2019-06-01,SW1,0.224898670768295,-0.26335225665692
2019-07-01,SW1,0.259503105411576,-0.244673002644558
2019-08-01,SW1,0.259266088750198,-0.210975101623466
2019-09-01,SW1,0.229759799306751,-0.219108638011316
2019-10-01,SW1,0.233084597951716,-0.21383935234697
2019-11-01,SW1,0.190634453050195,-0.226722197293368
2019-12-01,SW1,0.193806100627932,-0.245083591972034
2020-01-01,SW1,0.242090145858479,-0.18714182689333
2020-02-01,SW1,0.282661669254928,-0.177504712216954
2020-03-01,SW1,0.23201495506075,-0.211946896999171
2020-04-01,SW1,0.214904860267907,-0.167765892585752
2020-05-01,SW1,0.225785893420481,-0.186593239531377
2020-06-01,SW1,0.285550591768281,-0.179405787140545
2020-07-01,SW1,0.28648727828936,-0.238048478994013
2020-08-01,SW1,0.272651355587429,-0.222270755338943
2020-09-01,SW1,0.266882231579076,-0.241998147229214
2020-10-01,SW1,0.298477640562367,-0.230378626858004
2020-11-01,SW1,0.28243411783913,-0.233260384544252
2020-12-01,SW1,0.262824472774676,-0.266294941613578
2021-01-01,SW1,0.225839995343437,-0.30669330846031
2021-02-01,SW1,0.211657137541661,-0.301636242091925
2021-03-01,SW1,0.294722755798389,-0.244340031997506
2021-04-01,SW1,0.218355893625555,-0.255338030480193
2021-05-01,SW1,0.209109500179804,-0.310231944678039
2021-06-01,SW1,0.258788520815813,-0.258233803017913
2021-07-01,SW1,0.296328564482461,-0.292565468150083
2021-08-01,SW1,0.285696934971242,-0.216478662069696
2021-09-01,SW1,0.266137166479106,-0.181900737441024
2021-10-01,SW1,0.282765561131551,-0.178033334802293
2021-11-01,SW1,0.292446064772528,-0.181413899867734
2021-12-01,SW1,0.283800773073839,-0.141705348735973
2022-01-01,SW1,0.242605802950816,-0.247328778314906
2022-02-01,SW1,0.329480172180474,-0.250409549360862
2022-03-01,SW1,0.296412813872574,-0.24684115576005
2022-04-01,SW1,0.305907097677639,-0.240907735966687
2022-05-01,SW1,0.235662579201502,-0.201423212300882
2022-06-01,SW1,0.243345935309214,-0.211617538558785
2022-07-01,SW1,0.198858579776306,-0.213308769141452
2022-08-01,SW1,0.31190110764223,-0.227194854342651
2022-09-01,SW1,0.285218982335977,-0.268224518828782
2022-10-01,SW1,0.285276968047909,-0.250273413470466
2022-11-01,SW1,0.337177743359445,-0.219139788111802
2022-12-01,SW1,0.29300354434082,-0.113489383676579
2023-01-01,SW1,0.237785690724416,-0.106990509028487
2023-02-01,SW1,0.21512257478481,-0.14327222245471
2023-03-01,SW1,0.250551791187808,-0.12846513937696
2023-04-01,SW1,0.277875040411079,-0.134602790658972
2023-05-01,SW1,0.248178385463307,-0.155946771426712
2023-06-01,SW1,0.255109524324191,-0.17510974375876
2023-07-01,SW1,0.249172869458892,-0.156854683941392
2023-08-01,SW1,0.230360121889354,-0.150815933263111
2023-09-01,SW1,0.347840779942957,-0.118619388086339
2023-10-01,SW1,0.334071623333041,-0.0993749677509861
2023-11-01,SW1,0.260002938832978,-0.109670955643839
2023-12-01,SW1,0.334324024291929,-0.198216986657943
2024-01-01,SW1,0.345448438841661,-0.180711796226937
2024-02-01,SW1,0.350312793279173,-0.102133164424199
2024-03-01,SW1,0.303956558773922,-0.199769910161337
2024-04-01,SW1,0.310582648039465,-0.237397292313008
2024-05-01,SW1,0.336834007264112,-0.244487681898685
2024-06-01,SW1,0.32680537418169,-0.195434151494668
2024-07-01,SW1,0.233739000400293,-0.129236970448459
2024-08-01,SW1,0.297429366051218,-0.178576903186786
2024-09-01,SW1,0.32720268489454,-0.129981872715405
2024-10-01,SW1,0.333378404332804,-0.12781383402513
2024-11-01,SW1,0.287446197367898,-0.161739924236762
2024-12-01,SW1,0.334977950397859,-0.147459970972755
2025-01-01,SW1,0.235507992778548,-0.169801119431112
2025-02-01,SW1,0.31304467275057,-0.0918006117560056
2025-03-01,SW1,0.277108966843596,-0.141773521791268
2025-04-01,SW1,0.275082179394144,-0.147666598621412
2025-05-01,SW1,0.284453036751963,-0.187309839891079
2025-06-01,SW1,0.307211025107443,-0.123898719774117
2025-07-01,SW1,0.292099701128984,-0.0908835500614044
2025-08-01,SW1,0.273534713169995,-0.110996032797025
2025-09-01,SW1,0.280884849869741,-0.140371691212811
2025-10-01,SW1,0.275936183880455,-0.148458603354931
2025-11-01,SW1,0.287175107364605,-0.139579262401735
2025-12-01,SW1,0.270696980742762,-0.147330857171981
2026-01-01,SW1,0.300313227022964,-0.150033733784271
2026-02-01,SW1,0.257345407609074,-0.110027256776343
2026-03-01,SW1,0.261265436193485,-0.141876332471081
