date,variable,SSP585
2018-01-01,SW1,0.0490677257279736
2018-02-01,SW1,0.0824234333541443
2018-03-01,SW1,0.0951738362895966
2018-04-01,SW1,0.037330167279573
2018-05-01,SW1,0.023554669427225
2018-06-01,SW1,0.0519067949959939
2018-07-01,SW1,0.0419413131194761
2018-08-01,SW1,-0.0108557275194975
2018-09-01,SW1,0.0578182975435331
2018-10-01,SW1,0.0295722049816271
2018-11-01,SW1,0.0362706691036845
2018-12-01,SW1,0.045614951827053
2019-01-01,SW1,-0.0147515883074786
2019-02-01,SW1,0.0103157371925259
2019-03-01,SW1,0.00461760842053312
2019-04-01,SW1,0.0038310344520942
2019-05-01,SW1,0.0281631827131852
2019-06-01,SW1,-0.0114209933188596
2019-07-01,SW1,0.0509853046906379
2019-08-01,SW1,0.0900215857045075
2019-09-01,SW1,0.0565958779132994
2019-10-01,SW1,0.10121478809524
2019-11-01,SW1,0.151276805093801
2019-12-01,SW1,0.138590984344627
2020-01-01,SW1,0.125513970557856
2020-02-01,SW1,0.0862939652563934
2020-03-01,SW1,0.139752992637115
2020-04-01,SW1,0.115528571581733
2020-05-01,SW1,0.100868506433826
2020-06-01,SW1,0.0712150953513227
2020-07-01,SW1,0.0729396035440032
2020-08-01,SW1,0.094548101010164
2020-09-01,SW1,0.120818225839848
2020-10-01,SW1,0.118786648617821
2020-11-01,SW1,0.110818466197811
2020-12-01,SW1,0.0799321089063897
2021-01-01,SW1,-0.0461303547091953
2021-02-01,SW1,-0.0150196383193249
2021-03-01,SW1,0.00149315425544863
2021-04-01,SW1,-0.0684522109790538
2021-05-01,SW1,-0.042932392526901
2021-06-01,SW1,-0.0661264674234265
2021-07-01,SW1,-0.0156264282933114
2021-08-01,SW1,-0.0419957262230797
2021-09-01,SW1,0.00124722768329449
2021-10-01,SW1,-0.0120928928415339
2021-11-01,SW1,-0.0657228774903456
2021-12-01,SW1,-0.0860667556832899
2022-01-01,SW1,-0.0284467451953225
2022-02-01,SW1,0.0268822330911422
2022-03-01,SW1,0.0329151913331428
2022-04-01,SW1,-0.0192290536708
2022-05-01,SW1,-0.0490442773369585
2022-06-01,SW1,0.0458781786399353
2022-07-01,SW1,0.0281999792907267
2022-08-01,SW1,-0.0380418563674821
2022-09-01,SW1,0.00247581106942552
2022-10-01,SW1,0.00166930121902843
2022-11-01,SW1,-0.0163074479371551
2022-12-01,SW1,0.0325188461340627
2023-01-01,SW1,0.0872895344755164
2023-02-01,SW1,0.0256984033924196
2023-03-01,SW1,0.0466733759025401
2023-04-01,SW1,0.0331585179601867
2023-05-01,SW1,0.0545441006773365
2023-06-01,SW1,0.0283398056598561
2023-07-01,SW1,0.033976038833118
2023-08-01,SW1,0.0472078148139258
2023-09-01,SW1,0.0752509978325786
2023-10-01,SW1,0.0555190146233957
2023-11-01,SW1,0.0412953653408398
2023-12-01,SW1,0.015883982796488
2024-01-01,SW1,-0.0355023641361925
2024-02-01,SW1,0.0462331746394214
2024-03-01,SW1,0.0055613713841741
2024-04-01,SW1,0.0116617109878152
2024-05-01,SW1,-0.0226105918860621
2024-06-01,SW1,-0.0196084790735652
2024-07-01,SW1,0.0158609846659034
2024-08-01,SW1,-0.0270324439934731
2024-09-01,SW1,-0.0202822766087821
2024-10-01,SW1,-0.0173716030170386
2024-11-01,SW1,-0.013717776703897
2024-12-01,SW1,0.0768947898835609
2025-01-01,SW1,0.0409581001214343
2025-02-01,SW1,0.0927992027297822
2025-03-01,SW1,0.0889683144257659
2025-04-01,SW1,0.0807913544401895
2025-05-01,SW1,0.100615701326323
2025-06-01,SW1,0.0165327924425891
2025-07-01,SW1,0.0679111460303985
2025-08-01,SW1,0.0787606312136248
2025-09-01,SW1,0.0512402905653248
2025-10-01,SW1,0.046103580929564
2025-11-01,SW1,0.0280207653333322
2025-12-01,SW1,0.039120676080241
2026-01-01,SW1,-0.0562619012144108
2026-02-01,SW1,0.0597196586860077
2026-03-01,SW1,0.0866398358032155
2026-04-01,SW1,0.121071416034035
2026-05-01,SW1,0.0284075940433875
2026-06-01,SW1,0.0165674809017752
2026-07-01,SW1,0.0684075917193467
2026-08-01,SW1,0.107415872030397
2026-09-01,SW1,0.0604046891154383
2026-10-01,SW1,0.0592340920182048
2026-11-01,SW1,0.110087517751646
2026-12-01,SW1,0.120127303846135
2027-01-01,SW1,0.112973616127866
2027-02-01,SW1,0.109975090048823
2027-03-01,SW1,0.129353844868974
2027-04-01,SW1,0.0744148295540795
