ERA5
56646.7838432764
79817.6149881596
237104.643742735
531618.569922329
899398.158745327
1312365.19872428
1623391.52053129
1011940.20401328
487881.209062103
195728.780586977
93911.0218373044
70975.4228132813
59388.8302480504
83572.111443579
203247.211152711
505619.931370747
802861.611969579
1295562.77102004
1338666.84825336
936474.23601257
464697.542072237
187486.359279002
73517.6276257446
40635.8287596765
48937.5554238649
75960.8133336271
200349.374827073
454314.564319565
1011488.45507822
1492446.32761428
1461245.11360067
892765.491092443
501304.952321843
202070.473323124
80664.3225938364
57801.7500501734
44028.1339766022
77696.1251051175
186041.961733729
407396.78723419
906101.920824105
1448147.05206796
1454433.6498582
876100.8045135
490562.797646293
210547.810911474
79585.3659351724
59805.35666214
58453.4722984594
82985.8563204545
193630.588066338
508445.224452234
933251.656853539
1569316.58990099
1427674.86660171
990240.372968805
526044.48237942
209496.004887142
79434.1922356938
50932.0987867219
49290.5027764746
82558.3692117538
226582.722620576
489599.032376543
993966.824789096
1623264.88154258
1433348.6757746
1016869.97291241
464250.077368248
181387.521423445
71429.4833656023
44522.8603454318
49692.6485242739
66061.6143620301
174002.351419403
505024.184045311
908613.913728435
1529496.70681932
1384465.56059994
972833.256839126
486256.794043098
185887.180362454
69135.1560833361
44377.9159753732
42384.4302645018
63863.3675354064
155104.829336542
416578.944072503
991579.509909618
1454592.57036308
1730823.69722053
966033.094678784
528379.798309293
200701.693284406
76066.9468353877
46847.6517056044
56876.522138115
78714.4787333477
204343.150207295
504568.241508153
983250.914614333
1442282.74690327
1579095.07859291
1039937.77808205
471474.335195196
196496.175273162
82511.4269974597
49544.1010371456
43322.4643679711
74439.1964053168
178472.743090115
448614.880254254
1050527.12078272
1611798.07776164
1503491.20422337
954743.187427562
477761.692236576
180354.421240342
75594.6982117376
50290.45621038
46597.2981577879
63768.5969787834
168536.505733583
439769.410213962
1024446.09843292
1464372.06640168
1242265.99066735
909403.315137115
507222.819620371
195625.408847763
80547.9343575733
61323.4022845903
46379.142292528
76270.0202648137
207956.166269383
565465.055286246
929138.971317792
1440868.98092454
1326719.52161371
1076927.47392502
551784.929404845
198449.603459073
93161.3924953652
54792.8775915756
57526.1345139258
83569.959449329
208365.930426314
459548.712102885
868681.366310074
1516149.95989414
1483144.10968201
966000.81292142
524383.668548865
196399.323183985
97182.690423796
56068.8410531115
61967.3988937028
81963.7677054498
209979.82371953
485710.852473055
947728.008909224
1617890.46956253
1300461.26873657
966981.255696756
488856.919421074
193227.7243339
83060.6353117572
58887.2443139004
55928.1083924319
91776.5521382787
239598.851789994
527664.514731165
924681.180352446
1544746.61278052
1326864.89352995
995589.169603497
481250.074146742
205498.974162797
95992.3943954823
59860.0212366015
