"","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt","tws_sumt"
"85",0.262401524813904,-0.0141749417933243,-0.203702163299928,0.205741728900274,-0.0698800967733846,-0.177079667099925,0.0915713406489355,0.0433593173012,0.182158738581858,-0.0340239245982139,0.0590520299252838,-0.278403533822392,-0.0578125968603552,-0.0541739350490634,-0.0674450618966518,-0.0491447600434049,-0.0225584267666961,0.334251078294868,-0.0378242727482557
"86",0.298639076286731,0.00491484159631622,-0.256516088455658,0.179819694698925,-0.0441131650183219,-0.180307158100245,0.0870686933079328,0.097186063491359,0.1490286046433,-0.0293769869472006,0.0679970904403344,-0.330700653436389,-0.041610194011926,-0.0129921358982695,-0.0949467628397775,-0.0612574281728209,0.000326976271498018,0.329017060466988,-0.049301207766138
"87",0.336853364426526,0.0256432826184657,-0.298355572456161,0.160147195097026,0.0321021611864915,-0.141003654164403,0.091584711196387,0.150405522297893,0.131807197109803,-0.0325947589502303,0.0621424191336621,-0.392997506666867,-0.0139192624535061,0.0126542426235578,-0.13291744095993,-0.0704919195592793,0.0182168210341569,0.317312812156841,-0.0555054578367174
"88",0.369948116233595,0.0474124015466897,-0.308261547304519,0.149809720612791,0.139246470657988,-0.0788114102150532,0.101869735576004,0.196752093091985,0.110374964768979,-0.0392255057029483,0.0498957979624553,-0.45472972619662,0.0131398535563444,0.0236396970604219,-0.176625412188034,-0.0563150227883569,0.0421184401734127,0.303010288427837,-0.051325591257698
"89",0.405526003497962,0.0683220060791424,-0.313293805003055,0.156894057797098,0.252913343827303,-0.00869223880329655,0.11229692612253,0.236389558590822,0.079214363377234,-0.0484591627471965,0.0421563998848007,-0.503037955913306,0.0383318337616125,0.0366695095204294,-0.21835689107019,-0.0482889908779198,0.0613767914996171,0.279736459812996,-0.0485743282961885
"90",0.464929541545344,0.108061807585929,-0.3223308317128,0.167860797497773,0.368127509305317,0.0768549992573955,0.105058950676497,0.287285600577943,0.0571955528276672,-0.0671771603107028,0.0413154455150591,-0.524094818212286,0.0490224198277919,0.0530298982691453,-0.248782653250338,-0.0542787146893739,0.0766719712609143,0.257580844278718,-0.0569451815122134
"91",0.505641830785659,0.129622829791657,-0.32660800856703,0.162172964353248,0.444137285176553,0.167411827759185,0.0783848182346123,0.330636759383381,0.0462952106140447,-0.0882973205368136,0.0372268787118921,-0.536931007808239,0.059116070967538,0.0597157301957112,-0.276018129160319,-0.0569666631957262,0.0897967899793131,0.242559912491856,-0.0683029221259375
"92",0.48021533834496,0.104137219968873,-0.312502004491378,0.123821599736503,0.458194352574679,0.258717970966109,0.0317311466744445,0.337456865978682,0.0490212729405609,-0.107695624467029,0.0251280018416828,-0.547710325101269,0.0739011354355335,0.0532216112243715,-0.305449508019145,-0.051066738250301,0.100449544168106,0.228040535450419,-0.0726453951193982
"93",0.43081330913612,0.0695443117201128,-0.300665333233435,0.0680479195119331,0.445709097782684,0.311789785710386,-0.0171696996396832,0.32550591365666,0.0502397383461244,-0.127230318181952,0.00615900001080391,-0.558857898751238,0.081336585407518,0.0378233995866341,-0.327913524258857,-0.0283631731556132,0.109224590638639,0.213164760292701,-0.073980458195221
"94",0.380673767952992,0.0439635739086744,-0.287487389765554,0.0365152152188201,0.431681882855508,0.336597060932116,-0.048914448923262,0.304963071155265,0.0498403247248414,-0.145524163821533,-0.0207901849075935,-0.575980116983997,0.0922279720953032,0.0101742402441742,-0.341340596840593,0.0052150179837097,0.100479112610264,0.188604141717089,-0.075220838678363
"95",0.345046921019461,0.00520000092178668,-0.26969557536191,0.0246078511507679,0.387734184928841,0.342825569067616,-0.0625011538131282,0.287636125213046,0.0417590342566877,-0.15989980072565,-0.0460124073361994,-0.581251909866828,0.0998924248853961,-0.0194767823378394,-0.351411724377561,0.0341818272239896,0.0773185732275077,0.14842039197029,-0.0790419375871394
"96",0.322886116669174,-0.0592360338932269,-0.267616558613166,0.012245701623809,0.304531419911074,0.309332263892687,-0.0590413887050655,0.274624618906551,0.0275075574616622,-0.169040504701493,-0.0636915975556704,-0.569636374465468,0.0871165966775698,-0.0461304258627308,-0.362888411472809,0.0629939415905165,0.0597917961436915,0.107246450586148,-0.082757719126641
"97",0.312086559787813,-0.102321236315887,-0.253882043165007,0.0120951758773921,0.244653582429998,0.301710204620233,-0.0392799003875668,0.257573481711268,0.0364689759855161,-0.175677279595451,-0.0781715714711967,-0.53947590982137,0.0646304095375654,-0.0650288302783576,-0.363420523638003,0.104034406255901,0.0581804747568182,0.0770953175595829,-0.0821693723669136
"98",0.304636357614312,-0.119384935667112,-0.244597780003764,0.0168970593154227,0.215290392234175,0.34676119515391,-0.0205472036800458,0.23596085127367,0.0674349701144463,-0.184221579374614,-0.0922104544458864,-0.498297471585242,0.0339803149080684,-0.0814407105588545,-0.351293145389159,0.145893771889376,0.0546426253871033,0.0499496548222255,-0.0753847187248916
"99",0.290324387833999,-0.13559449722437,-0.246298037349085,0.0140245661973604,0.168068247737239,0.38949143877214,-0.011863833528675,0.218488480191,0.088152905540712,-0.193529932941894,-0.105884221810622,-0.455539943951758,0.00258989961202629,-0.0905076493650371,-0.331189086239652,0.178801767225782,0.0475976254879356,0.0366559778545743,-0.0742621357671724
"100",0.280904901125918,-0.148096109645222,-0.239988609191644,-0.00539710313679571,0.083955588587841,0.410016685743845,-0.0196455863079321,0.192253421398993,0.094572086150241,-0.200206386046438,-0.115380838941569,-0.401676074585722,-0.0223472591767561,-0.0937855608529491,-0.302833146559166,0.207589537196324,0.0459473292647138,0.0292718450566875,-0.083116461553763
"101",0.275300581864976,-0.159658456418035,-0.196376980495989,-0.0350932992938057,-0.0338285184842294,0.417509218325209,-0.0433033466952556,0.154655468466169,0.085057404836759,-0.205314460908544,-0.127123965550834,-0.358865319085851,-0.0401626190046774,-0.0975073495287512,-0.272850568573869,0.235231890508448,0.037605762228875,0.0032184092718949,-0.0909097951739718
"102",0.26891008702228,-0.169199217940815,-0.133193643419517,-0.0717653895497044,-0.163297239873218,0.406869617126035,-0.0597514248086888,0.0938074856194106,0.0800740275587561,-0.202624305998094,-0.136363810331078,-0.328499165267677,-0.0422684453894017,-0.0874413247323908,-0.252473403957228,0.261059530286148,0.0259373252548921,-0.0389842270385821,-0.0894947780185165
"103",0.24579241307322,-0.18713049634948,-0.0962556161312406,-0.112095020889456,-0.273269554276084,0.419795733106333,-0.0715859764014955,0.0126337779037863,0.0806436690912686,-0.196092792272854,-0.139302222827659,-0.300532963534718,-0.0481302507779178,-0.0829729875523466,-0.249509992473243,0.282769911693085,0.00649111038606425,-0.0896725336479902,-0.0816289758810879
"104",0.211401760672094,-0.215471192559611,-0.0714240716165651,-0.138440417197512,-0.351648925497145,0.422425824300333,-0.067838717797759,-0.0509689629845287,0.0508326178872472,-0.196660185034294,-0.147947242753139,-0.293704654171409,-0.0644186529992722,-0.0910187733641382,-0.257035990068504,0.299252102533854,-0.0197997075723672,-0.140341620092671,-0.076480075699949
"105",0.158253158506726,-0.256156884744903,-0.0416303288166248,-0.141865175687476,-0.400651025734025,0.431413362464092,-0.0417669167162482,-0.0928745606828005,0.0136800595080716,-0.195282305780727,-0.151767885406424,-0.290221396174726,-0.0715687543388842,-0.0819209089682126,-0.263334825164059,0.309050180810479,-0.0448984590768777,-0.193178741102143,-0.0703435897951279
"106",0.10811325342898,-0.300341506128083,-0.0343626408668288,-0.128134955121981,-0.439394757242583,0.456061741442312,-0.0107366023563132,-0.13255574111144,-0.0120203641559817,-0.189919353723627,-0.147031784546384,-0.273894405335512,-0.0738387937366074,-0.0637615323353226,-0.272816490794281,0.324732128927136,-0.0655397700554326,-0.248450474006863,-0.067153857302882
"107",0.0686225930997585,-0.322606451103647,-0.0265122160672205,-0.118884111192036,-0.458632675773762,0.466107969550201,0.01261839529211,-0.172103204982935,-0.0169742397030694,-0.192345816151867,-0.150899573730073,-0.261826683724598,-0.0756847299475051,-0.055845318962039,-0.28949517899059,0.359845438298043,-0.0827753785299414,-0.297436263887231,-0.071399738448565
"108",0.0146596097007259,-0.329190996619846,-0.00734855462855633,-0.1260877875789,-0.452891772006809,0.469665367802105,0.0289013724285198,-0.197424033443706,-0.0076146450496176,-0.202021031449139,-0.161976592885274,-0.260973465863841,-0.0702079604489916,-0.0581085262760439,-0.311624450468025,0.390426535110798,-0.103432063228917,-0.336363945797222,-0.0817500968944746
"109",-0.0398635870974907,-0.331821106936668,0.0145006707916892,-0.139194716422137,-0.449758712992609,0.470137729889388,0.0299881431849446,-0.231778085974206,-0.00809341555685756,-0.212799304150864,-0.171387666631575,-0.268788278257715,-0.0674578248961577,-0.0694153042111347,-0.345201003452248,0.402522575134719,-0.124157348099448,-0.376455426563722,-0.0865438307219075
"110",-0.0694021726032369,-0.325550455874001,0.0874082457999431,-0.144496875281412,-0.479206130189206,0.455756402095496,0.0289704372061144,-0.285339013513383,-0.0183194462568791,-0.222964749511585,-0.181289428747468,-0.278705133556313,-0.0648275133083233,-0.0746222935646365,-0.382897290122454,0.441241780565321,-0.137431787027323,-0.424950166850886,-0.0729633528672729
"111",-0.0856496130214231,-0.324286323010925,0.163933577795984,-0.14780589151013,-0.530293987555677,0.419332806155384,0.0346604628643384,-0.336596746021244,-0.020559401934648,-0.226088344130305,-0.185312226512201,-0.272798884492567,-0.0595162247684696,-0.0778895909480494,-0.414290022655172,0.49423571360805,-0.150948726768239,-0.482414466126221,-0.0567931522382819
"112",-0.0869683505128639,-0.313723746554093,0.189483671559226,-0.152584996120441,-0.541805647425321,0.394449259825904,0.041456237705055,-0.36962586177912,0.00181156247514587,-0.224319944163204,-0.186239643149397,-0.256067441499896,-0.0554044430267366,-0.0831563061602018,-0.437031683654427,0.520783728347084,-0.166659321394959,-0.525455119199175,-0.0440638135038996
"113",-0.0582718911502295,-0.284215567592311,0.198178426640149,-0.159352835211157,-0.512673341752776,0.382556784250451,0.0541117132423583,-0.384779882082123,0.0585346624478037,-0.2268322584609,-0.193931679564043,-0.233786956497732,-0.0579316576079878,-0.0880285626621174,-0.448375929438092,0.526557449299334,-0.17808674361286,-0.53624065264903,-0.0294016352321815
"114",-0.0363464599953072,-0.278398770582474,0.185925127148751,-0.165699656227418,-0.484038446717832,0.342577852419103,0.0642435553833989,-0.393412244678356,0.0978107405400622,-0.231375767886347,-0.211435272566691,-0.220091351871472,-0.0766317304447199,-0.118866643791858,-0.462575892323466,0.524962730860689,-0.191202838324507,-0.541607859140299,-0.0238303784700096
"115",-0.0269208709305896,-0.273534329804202,0.173548737872234,-0.164098355955091,-0.44689063862641,0.26496689496188,0.0905799481753892,-0.388933565818724,0.115953129769159,-0.231130932314139,-0.232355288212341,-0.21719291820867,-0.096159731065564,-0.150011490882458,-0.473065958588797,0.53380720660021,-0.190243950986681,-0.540287417658502,-0.022291818213144
"116",0.00204845092790166,-0.225489525833683,0.177884535912162,-0.146220965729157,-0.378171916375315,0.249371282871164,0.1141077290654,-0.381337210454619,0.140180940282293,-0.222798629442144,-0.244084776486806,-0.20283557450559,-0.109025418202541,-0.166119333952626,-0.468905589918241,0.551512369720623,-0.188046242836882,-0.532250099910708,-0.0110633709397717
"117",0.05565196970107,-0.154446109417865,0.173022719147879,-0.139181575215222,-0.308504160586875,0.250632882202404,0.114310203321043,-0.374625862716433,0.161359967931621,-0.219618817408594,-0.257868768346133,-0.187306027691863,-0.127185093330204,-0.201946934755242,-0.462573763003437,0.563389440087463,-0.197377639827164,-0.514081523307648,-0.00210510289205152
"118",0.117192828192183,-0.0819583136584369,0.174904814630175,-0.164001928106356,-0.243184176988782,0.219094038101519,0.106540864554219,-0.342600711117098,0.194829642176987,-0.224612474392076,-0.275314083516149,-0.177366365281487,-0.137302206014883,-0.236890196580567,-0.447872381610797,0.561446673086859,-0.204531017717716,-0.471272007543198,-8.25130086978477e-06
"119",0.182047608743447,-0.0172133432442243,0.160261139119335,-0.181968524473239,-0.148641819710392,0.218725568093383,0.0986311142697372,-0.310303725265207,0.225737934152723,-0.225232816440732,-0.287004468471491,-0.164671344522575,-0.136165349860564,-0.254412218820573,-0.414583150512161,0.554696016596641,-0.209110672947168,-0.412420827436619,1.66969148787951e-05
"120",0.255421709057809,0.0595925695771362,0.135053185013748,-0.177584631312346,-0.0305286795957013,0.269663779141851,0.0891909197173886,-0.299455512010195,0.2379382898051,-0.22137596884835,-0.293781955842898,-0.154691164230004,-0.140956898765601,-0.270923078888169,-0.37457605737822,0.546819610103367,-0.205465517921572,-0.346771351870624,0.00592713745799483
"121",0.317942911328064,0.136456008297907,0.129103728748008,-0.186849095657946,0.0623366698522288,0.319476188772612,0.0765055721270116,-0.285623517959863,0.23576562937349,-0.218396226434004,-0.2986948509229,-0.154506697697592,-0.148077195794115,-0.293350716676825,-0.344352822034522,0.534649472348442,-0.19147119818774,-0.280051585653485,0.0218665500509491
"122",0.364311064840237,0.206924370828154,0.0856315179660737,-0.203255978804174,0.172240020188244,0.33221250003898,0.0732508248534744,-0.244700207581639,0.245320580342986,-0.214761885813442,-0.295172040849132,-0.130619772701834,-0.156615274878541,-0.315130564239952,-0.307048385175904,0.469122345166363,-0.182330508030398,-0.198046624875425,0.0146806839634087
"123",0.406426102267085,0.286830226948658,0.0191135864914123,-0.202375482482277,0.320795812235402,0.32558291768929,0.083805301467128,-0.180941064478112,0.26729378335819,-0.211727511998539,-0.284835983451988,-0.091410593231906,-0.172271496972643,-0.329530450845485,-0.260884958476814,0.365672529961421,-0.175850208362694,-0.0997772800384848,-0.0121865403840601
"124",0.41306134874248,0.329563191186019,-0.031821490127412,-0.205788902747717,0.409060714696579,0.281355846770287,0.0845108222477152,-0.134252846961777,0.259318044391242,-0.216867354016305,-0.278184486885789,-0.0768621585998521,-0.192154750544686,-0.349485811906206,-0.23236886790011,0.291285698477143,-0.1682249301049,-0.0204600432041895,-0.0315006338368061
"125",0.379250243911335,0.341354915502474,-0.080541655194895,-0.227958771203658,0.445115629300449,0.236687624329174,0.0724965563852343,-0.110973944820002,0.22481427339833,-0.223716514501464,-0.271430910961231,-0.071816200679726,-0.209031815896644,-0.375914884038171,-0.215873205920161,0.24752920509411,-0.165133221682578,0.0385849606222964,-0.0456299338973988
"126",0.332907922546652,0.352251434723201,-0.0669087719374583,-0.266952697052236,0.453992713687559,0.251674772758845,0.0430458462810907,-0.0957867842245484,0.204061413308363,-0.228134151963052,-0.261334347718296,-0.0594522590533249,-0.220827938119185,-0.387312003029167,-0.190685826463996,0.220203402401604,-0.165019074752908,0.0947373899049044,-0.0545535421187784
"127",0.297075730536872,0.363414941869118,-0.026926584426207,-0.291861400135573,0.440819133046943,0.271373951714331,-0.0143533840230642,-0.103789814740094,0.186145813611552,-0.232356856699758,-0.252561239205825,-0.0437510651089945,-0.237082832438446,-0.397878546464654,-0.159361027772144,0.18112672854366,-0.183807098231195,0.147921474717094,-0.0703412389218553
"128",0.269250606648402,0.36169485615926,-0.0294106376657062,-0.309366232304063,0.414489902596346,0.233368454068476,-0.0809557155832542,-0.130979218070086,0.16566820970559,-0.242554387584434,-0.249723147648441,-0.02906428545361,-0.258657455803527,-0.4103456856571,-0.129695294853005,0.137950716914973,-0.201356014667202,0.208482028683026,-0.0957032374464153
"129",0.238339323592878,0.348015953124038,-0.059218194068072,-0.336352383657154,0.388739054755179,0.181395320813044,-0.137532238464156,-0.155315083802789,0.149665620886499,-0.257970101371718,-0.247380757179143,-0.0128774924803234,-0.277566072412358,-0.399155336107971,-0.103907737200826,0.103018476989035,-0.194943170927785,0.271172988137196,-0.114097171946404
"130",0.206448615169824,0.334377658309642,-0.0827531029790182,-0.341879679488301,0.357051869863425,0.150162537328287,-0.190694743152657,-0.198217041331544,0.110184226950078,-0.266997087208904,-0.246423887504268,-0.00201476970785686,-0.295380226698362,-0.391689619256865,-0.0859921233817715,0.0744852936101382,-0.192883704832346,0.316264191257852,-0.124206102131064
"131",0.154524590166257,0.30874497411942,-0.0877271005135022,-0.353092182543974,0.290520601256727,0.112125453426015,-0.256892107610049,-0.236773122115004,0.0573839894908661,-0.277278747108074,-0.250105921110023,-0.00167665153743214,-0.306435136756562,-0.398827901026958,-0.0773233158064683,0.0465872510558575,-0.195255046199993,0.339633059113702,-0.127339735404757
"132",0.0884835487181313,0.259373858595474,-0.0856278799931315,-0.392515903801996,0.191443892440795,0.0414460796313882,-0.321107083252154,-0.252284990885173,0.0171805968132953,-0.294597649071003,-0.259758520909157,-0.00366668541777769,-0.306409376945256,-0.395531665232334,-0.0689128264122191,0.0134751564990599,-0.195811434269718,0.35754361085901,-0.133531049155828
"133",0.0335403306154304,0.207513557065572,-0.0970363252782727,-0.418430268927914,0.130288908355707,-0.0245590401411526,-0.365770520679481,-0.25715551585894,-0.00911118903748608,-0.313422239995608,-0.274770030378148,0.0056009260982714,-0.306639423327556,-0.386784335578465,-0.0461490849070218,-0.0325003830998004,-0.215549310706678,0.381670858159384,-0.159701848082623
"134",-0.0131168008875833,0.164339312448546,-0.124793589916943,-0.430360985419733,0.116344059783957,-0.0638250059615576,-0.412637140053637,-0.265440594039355,-0.0540831311542617,-0.332617181501595,-0.292819373526273,0.00194455792128465,-0.315687472737876,-0.39236982169589,-0.0301679477867564,-0.0447656471125899,-0.238259439925525,0.3846500518186,-0.183437211363843
"135",-0.0511302068046182,0.115920483624655,-0.136563573181435,-0.430834749453555,0.114075619959296,-0.080710843172545,-0.462432373727262,-0.289157626675833,-0.117768972441078,-0.353182628193658,-0.319953711094252,-0.0333603146423208,-0.325891297767454,-0.417869932361618,-0.0310012963611126,-0.0161366640014261,-0.266687541533898,0.356638767400084,-0.194144548111853
"136",-0.0613326383256425,0.1001656171988,-0.11493501090143,-0.430564287978949,0.136940820287843,-0.0726574056310735,-0.493455616074907,-0.30300815975619,-0.168589643466128,-0.367482532740935,-0.351065898394442,-0.072472998336106,-0.327136070742307,-0.42985376196761,-0.0164691998767248,0.00333270146716759,-0.304106848069919,0.33453712376659,-0.198463605320978
"137",-0.0454819903164302,0.118913378329635,-0.0847811115478052,-0.425759654802169,0.184586957984183,-0.0760078858259603,-0.507848315729034,-0.301836090193798,-0.227531797854348,-0.372344985870038,-0.376348030271157,-0.106141467714465,-0.318758318564422,-0.404039568599698,0.0171395251789953,0.00658238030505585,-0.333464545790101,0.323373417926291,-0.199277786291639
"138",-0.0222391866975703,0.135285989079006,-0.129259295393956,-0.405947083308656,0.243279788771999,-0.108837545096589,-0.501357689462634,-0.290115917447953,-0.298062542585046,-0.378114837278789,-0.395678668973425,-0.139201488893867,-0.307894662214304,-0.371131155299195,0.0508116592473677,0.00286791812865206,-0.362412908691488,0.313271514747691,-0.208444850122887
"139",-9.00187920834521e-05,0.131075999259725,-0.221990764866365,-0.411000283073113,0.269268324844818,-0.129923394825433,-0.479779222968132,-0.25487997937155,-0.349711406317222,-0.389557303367148,-0.407325945971686,-0.164078968081986,-0.303268200236879,-0.34473148153856,0.0836436669244811,-0.00409550102269765,-0.388086762179011,0.307337077667526,-0.21987487026191
"140",0.0450813403778978,0.146381572819746,-0.260806329732775,-0.414806473475331,0.288691587437708,-0.133569349679448,-0.440114814561239,-0.195804143120786,-0.382434701725641,-0.406184382761001,-0.41802992271735,-0.180294389724366,-0.301956371911543,-0.325908351742779,0.115620580107277,-0.0110322238279992,-0.409569523078017,0.312159500873893,-0.235106116601913
"141",0.0872180653300549,0.170941080946314,-0.235330152887223,-0.395410007555696,0.301889732814614,-0.132570605654743,-0.392764743865657,-0.147526588131474,-0.419096145348435,-0.421068986970532,-0.437674136006701,-0.212372439194158,-0.291120668386008,-0.332266094648533,0.14069614939071,-0.0129855815347908,-0.44097927394119,0.321857575257138,-0.251806306594759
"142",0.0971940747638917,0.168805942494569,-0.202762337750375,-0.395421621550335,0.307086337178244,-0.124585515652078,-0.347467805553688,-0.105715048062676,-0.466149738557995,-0.435574655686245,-0.457295194949817,-0.25438537330971,-0.273156448438799,-0.334702409536881,0.160355718638727,-0.0284366189417034,-0.471709016048863,0.32779936296177,-0.266576752583902
"143",0.116431313263965,0.18338963891883,-0.163919347041685,-0.417884348797843,0.323328497796234,-0.108696223214026,-0.299526114103144,-0.0591468520116997,-0.504373221499131,-0.445232725464822,-0.463170929377739,-0.274380328790938,-0.259958207917184,-0.305157377263434,0.187286334314889,-0.0662855346177618,-0.503137689721879,0.343612810825314,-0.285775187032306
"144",0.154762840901661,0.206967977766208,-0.109393960495044,-0.423439260983841,0.338936649876099,-0.0788867822969222,-0.254119009997701,-0.0303460075875726,-0.533716233199849,-0.446621046506985,-0.460746207945502,-0.272195596426996,-0.250570909485325,-0.273838641776522,0.219504684218656,-0.0846096444139094,-0.534576769162322,0.344237792239882,-0.298817884320178
"145",0.203912522675246,0.215030260767794,-0.0552410588016791,-0.40596902364357,0.322314001292522,-0.0579462055667302,-0.199991766616339,-0.0220163225996452,-0.565376393167038,-0.445531847579313,-0.457798770979353,-0.261511155875587,-0.234537692804491,-0.254784216566442,0.247143361064969,-0.0473479363840588,-0.537188653753921,0.312927769443383,-0.302681660450012
"146",0.250977844261739,0.212657376364205,0.0144517344176771,-0.387999445146806,0.247046731206739,-0.0523527606970898,-0.136863454482165,-0.0335583419418698,-0.594412139657209,-0.444635563321452,-0.460067221920807,-0.250202408051281,-0.203063878145985,-0.226351032367479,0.28145880703921,-0.0248008118275756,-0.532507588988785,0.283550035204888,-0.309224658681457
"147",0.275686298623014,0.214302198801533,0.0871292262795028,-0.38917089979076,0.13204895456921,-0.0886384266053801,-0.0705654165284274,-0.0489781389865329,-0.617712331677449,-0.44402635727062,-0.463514426534031,-0.230154308544096,-0.176948745027233,-0.195906036939318,0.316825667317696,-0.0189175874413186,-0.505027834700339,0.294394936066815,-0.317030717519422
"148",0.291553922110804,0.221981099483841,0.144385909870204,-0.382354534286202,0.0573383012009975,-0.0804582412115612,-0.00730696033778071,-0.0479174600478621,-0.625449766347653,-0.437407454949693,-0.459216602627011,-0.18694640186628,-0.153961240816333,-0.15699843110611,0.355434859840643,-0.0162388660965889,-0.442995430741522,0.337269514615261,-0.333299296588612
"149",0.291414977948605,0.207502624432051,0.208120166646084,-0.368787023853263,-0.0030686694870497,0.0170559693641003,0.0309314696402405,-0.0437512171495807,-0.618080467169789,-0.430373031279815,-0.454689199732799,-0.13466501226219,-0.126999972837427,-0.1159315889192,0.39646244180552,-0.0367520665692415,-0.375267842930771,0.38336115947408,-0.359172118141079
"150",0.266043801698529,0.175335590795156,0.323957192787586,-0.366498616756166,-0.099971692844697,0.123548480898319,0.0339688817699853,-0.0576311891664349,-0.620100251227017,-0.432589166907332,-0.464375403640598,-0.0975548265059323,-0.111580808150007,-0.100218736344654,0.424474034259156,-0.0540695150814057,-0.30015005881013,0.429996162563461,-0.380634341458213
"151",0.239922873222299,0.182857781747771,0.447698741445142,-0.358822699637692,-0.187805304777949,0.124616563067811,0.0380354247859741,-0.0828079616926343,-0.642208332627677,-0.435864444072039,-0.477021071868902,-0.0732997247679373,-0.104473958140553,-0.0860044798657497,0.44285019550883,-0.0450313149168596,-0.218834898956097,0.458392140859701,-0.39649675135026
"152",0.192851866591631,0.209362521276772,0.531008240686711,-0.376764123725281,-0.255732320953547,0.088411230960936,0.0374413866259216,-0.107741734922247,-0.666033529644176,-0.424862309318102,-0.467603386279919,-0.0399726721972589,-0.101483003396947,-0.0476018942111135,0.465355023909821,-0.0326764799090095,-0.148871562089471,0.4568900114397,-0.404802351644745
"153",0.135125372935786,0.218825555449853,0.541498137149985,-0.393186603029726,-0.27837962926274,0.105375684524398,0.0246187254213758,-0.123601674469374,-0.666368814044164,-0.411199229830952,-0.445088101857319,0.0203303932651297,-0.113286556473912,-0.00544536661806691,0.493509021210387,-0.0664783519316174,-0.110928122494228,0.442551033300869,-0.414159785103798
"154",0.0940132996423204,0.22966535242334,0.49270965303191,-0.360836541208637,-0.255257279974852,0.114337790733725,0.0209838049880254,-0.134646099634033,-0.64962270606384,-0.408005212379565,-0.426388418889277,0.0878846776703084,-0.140232226054045,0.0143982635543246,0.512318248611778,-0.110994850680621,-0.0836378506779586,0.426846934682976,-0.423338082245655
"155",0.0579120615417677,0.23513498024188,0.461058390800901,-0.290566827086977,-0.207717105176936,0.142213363103107,0.0188369933667289,-0.153776104756309,-0.645275538323149,-0.41146760972602,-0.414095581744913,0.147322380737349,-0.162335171116879,0.0188132939656851,0.517650354236467,-0.131376628883221,-0.0377234059561239,0.414498612921381,-0.426613722478173
"156",0.0389580616430144,0.269778353120417,0.453425425219189,-0.238934009682859,-0.144258118272983,0.149083601812319,0.0107371883105288,-0.15780213020981,-0.639587207093904,-0.412773141006717,-0.402162030268253,0.190573717774711,-0.190031037341301,0.0198655482070215,0.515863587848873,-0.149593463809019,0.00996970925202147,0.407874928620012,-0.443904322364865
"157",0.0231038609599774,0.355484146934434,0.518280291539637,-0.247179883609229,-0.0855608075429337,0.159043891043556,-0.0221372796325384,-0.154074298055369,-0.624957116804399,-0.413536962837693,-0.389141099226733,0.210707415571755,-0.225236418378326,0.0356465956622381,0.520300186126138,-0.197658913338029,0.0402600337486577,0.418434970266274,-0.469418910206473
"158",-0.0117596689277421,0.408706821960861,0.587034972412246,-0.268498255749642,-0.0475543155402464,0.189671847173829,-0.0783298894182091,-0.149305376061131,-0.58979683885466,-0.412379558511346,-0.373273092495322,0.213804786107377,-0.254923148513474,0.0647315844761397,0.519170354435693,-0.254243813218991,0.0651689134488165,0.43633076013019,-0.480222370051406
"159",-0.00940599814113795,0.47062957182039,0.628613934025609,-0.267745136133878,0.035129413662592,0.251970239466233,-0.131677683188158,-0.117857908306771,-0.531395625996556,-0.399657029973144,-0.342993930075118,0.231892358168835,-0.277033910667104,0.114268055903164,0.525296471662949,-0.317728749920761,0.0818060870634889,0.440796874400795,-0.487752129079423
"160",0.0283442410375112,0.567751602518719,0.673391991432969,-0.248874752989136,0.142419172287207,0.278389087476515,-0.168415829819154,-0.0778777830286915,-0.478020822042829,-0.388477248995307,-0.306461700092865,0.259870663995239,-0.306782731806477,0.14897709326308,0.526934041411203,-0.377433273012723,0.0785069684228771,0.428767362203369,-0.494394470912054
"161",0.0619576627278583,0.632694982789782,0.669859402530598,-0.21445061676229,0.21323754218322,0.200393691052011,-0.197774883053494,-0.0476880597746078,-0.430019546660144,-0.385388442865871,-0.273061412351584,0.266808396527884,-0.352562304287567,0.140718220110663,0.497509219768787,-0.413074454502438,0.0516041494095777,0.390847499236981,-0.492411893859572
"162",0.0834758242572367,0.668178893063331,0.648731708898731,-0.204685788237064,0.278598068968721,0.139166540483142,-0.216481470183104,-0.0199738748193157,-0.366993346259157,-0.383843534326659,-0.232114808329031,0.269201251788822,-0.384903741835575,0.168518974522916,0.482334802352098,-0.416099042999549,0.0577189396107382,0.357239855926318,-0.491125336333318
"163",0.0542951923545491,0.628823132052213,0.625293658120048,-0.250703234384731,0.31828932564552,0.199567818731989,-0.250119483888817,-0.00922494352346028,-0.296430779825025,-0.393300945247099,-0.196728478625241,0.289238008298243,-0.400305924794163,0.229990036808319,0.488895883239786,-0.418374086388491,0.0908583115741717,0.357371900625875,-0.506696908373846
"164",-0.00306498323364292,0.519176758867559,0.555986251073318,-0.300039438559126,0.298563556266386,0.251416151260041,-0.296808245675957,-0.028320366585624,-0.244719853981611,-0.413577213496478,-0.185832522203393,0.308737738605969,-0.406227093636406,0.270557703808684,0.485499937885722,-0.436610559912537,0.103211154472127,0.363068240989132,-0.526419983663414
