date,variable,max,min
2018-01-01,SW1,-0.138196234210018,-0.353131244410652
2018-02-01,SW1,0.239769969249909,-0.34813711027531
2018-03-01,SW1,0.261132224711729,-0.348096577509681
2018-04-01,SW1,-0.13189581683644,-0.429987020351596
2018-05-01,SW1,0.298972996815198,0.0171483441449424
2018-06-01,SW1,0.290953188677298,0.0925349694196883
2018-07-01,SW1,0.363705214941796,0.0944697881630016
2018-08-01,SW1,0.294587279666516,0.0116809381931006
2018-09-01,SW1,0.293478024306859,0.016363909370355
2018-10-01,SW1,0.278608938462851,0.0784849684543068
2018-11-01,SW1,0.218809566424804,0.00844306513950205
2018-12-01,SW1,0.175406348353269,0.0140245661973604
2019-01-01,SW1,0.174906867701848,-0.0183377908442093
2019-02-01,SW1,0.177011645359455,-0.00890237258753932
2019-03-01,SW1,0.165024427395044,0.00713132502926048
2019-04-01,SW1,0.218380546768374,0.00280483734723199
2019-05-01,SW1,0.262644559274075,0.0306911877472253
2019-06-01,SW1,0.273328395236896,0.0344563568578271
2019-07-01,SW1,0.273328395236896,0.0344563568578271
2019-08-01,SW1,0.278304694132123,0.041330992643171
2019-09-01,SW1,0.295464843522235,0.0818914159548181
2019-10-01,SW1,0.276345348523745,-0.0316813284099185
2019-11-01,SW1,0.226568387024844,-0.0350932992938057
2019-12-01,SW1,0.283599467393965,-0.0164514393868734
2020-01-01,SW1,0.417843930032532,0.173066763164037
2020-02-01,SW1,0.31129537209225,0.204301958364438
2020-03-01,SW1,0.360933339878088,-0.106405075297073
2020-04-01,SW1,0.318326748228668,-0.146220965729157
2020-05-01,SW1,0.300188459153328,-0.0850659057420476
2020-06-01,SW1,0.332557930618805,-0.146220965729157
2020-07-01,SW1,0.417843930032532,-0.0977046181393835
2020-08-01,SW1,0.300293407686186,0.165024427395044
2020-09-01,SW1,0.289397887261384,-0.0107341939811883
2020-10-01,SW1,0.216031395110544,-0.0672974897081626
2020-11-01,SW1,0.276345348523745,-0.0134886804555656
2020-12-01,SW1,0.293468310739839,0.0483654312846697
2021-01-01,SW1,0.294773171830384,0.0862227460373007
2021-02-01,SW1,0.294773171830384,0.167682840615241
2021-03-01,SW1,0.294613187766117,0.109769049568189
2021-04-01,SW1,0.300188459153328,-0.266952697052236
2021-05-01,SW1,0.291690498782427,-0.465159343783797
2021-06-01,SW1,0.31129537209225,-0.369598052350737
2021-07-01,SW1,0.31129537209225,0.189161850677476
2021-08-01,SW1,0.31129537209225,0.204301958364438
2021-09-01,SW1,0.311678283831884,0.189161850677476
2021-10-01,SW1,0.294522724693215,-0.266952697052236
2021-11-01,SW1,0.295307516533007,0.095402025972411
2021-12-01,SW1,0.216208582863718,-0.0350932992938057
2022-01-01,SW1,0.184415549602484,-0.0253963681799933
2022-02-01,SW1,0.269655203848349,-0.0116801705667804
2022-03-01,SW1,0.294092943327776,-0.0235358974447516
2022-04-01,SW1,0.229800186650042,-0.105987083320177
2022-05-01,SW1,0.363705214941796,-0.0418844826358897
2022-06-01,SW1,0.238621646209408,-0.0163936078476199
2022-07-01,SW1,0.238621646209408,0.00416412408634095
2022-08-01,SW1,0.191376642788379,0.0130361336224371
2022-09-01,SW1,0.180390070943864,-0.026144859518245
2022-10-01,SW1,0.194448171062456,-0.0350932992938057
2022-11-01,SW1,0.271862753685926,0.122418335799224
2022-12-01,SW1,0.290125886658495,-0.139194716422137
2023-01-01,SW1,0.293478024306859,-0.0396430237080603
2023-02-01,SW1,0.29016067562053,-0.160329262011566
2023-03-01,SW1,-0.112095020889456,-0.433820719329733
2023-04-01,SW1,0.256043647249427,-0.214680025259388
2023-05-01,SW1,-0.1260877875789,-0.210037479213432
2023-06-01,SW1,-0.00944131822529955,-0.214680025259388
2023-07-01,SW1,0.257960825561839,-0.24792781730494
2023-08-01,SW1,0.257097902846164,-0.214680025259388
2023-09-01,SW1,-0.126046784152129,-0.191171916651018
2023-10-01,SW1,0.227290402753208,-0.388090282568886
2023-11-01,SW1,0.290953188677298,0.0116809381931006
2023-12-01,SW1,0.294000612423367,0.0116809381931006
2024-01-01,SW1,0.363705214941796,0.0549804308752278
2024-02-01,SW1,0.290125886658495,-0.146946083663596
2024-03-01,SW1,0.294587279666516,0.0116809381931006
2024-04-01,SW1,0.278460661069852,0.0116809381931006
2024-05-01,SW1,0.24926131424531,0.0116809381931006
2024-06-01,SW1,0.231784309897647,0.00963542233044195
2024-07-01,SW1,0.23213530018996,0.075297833865967
2024-08-01,SW1,0.248438179032314,0.0191538206624568
2024-09-01,SW1,0.318326748228668,0.0137603248552911
2024-10-01,SW1,0.292736770276674,-0.0117645513462006
2024-11-01,SW1,0.298827198318789,0.0999696455594983
2024-12-01,SW1,0.297535219032587,0.106113845097889
2025-01-01,SW1,0.290825388412752,-0.266952697052236
2025-02-01,SW1,0.283129906025471,-0.522159438295334
2025-03-01,SW1,-0.102454140529135,-0.522159438295334
2025-04-01,SW1,0.250220546313502,-0.522159438295334
2025-05-01,SW1,0.242595028036036,-0.522159438295334
2025-06-01,SW1,0.246623014785739,-0.522159438295334
2025-07-01,SW1,0.24255404960709,-0.522159438295334
2025-08-01,SW1,0.406627637295873,-0.217895091955269
2025-09-01,SW1,0.417843930032532,-0.212560964281271
2025-10-01,SW1,0.417843930032532,-0.212560964281271
2025-11-01,SW1,0.419892500541096,-0.00315778344161671
2025-12-01,SW1,0.417843930032532,-0.406920138241805
2026-01-01,SW1,0.417843930032532,-0.082151324844193
2026-02-01,SW1,0.417843930032532,-0.40001661490896
2026-03-01,SW1,0.417843930032532,-0.301797084226078
2026-04-01,SW1,0.412329252770341,-0.266952697052236
2026-05-01,SW1,0.406908044614289,-0.267976275719743
2026-06-01,SW1,0.406908044614289,-0.266952697052236
2026-07-01,SW1,0.414292103999257,-0.266952697052236
2026-08-01,SW1,0.417843930032532,-0.266952697052236
2026-09-01,SW1,0.361396157474771,-0.253724706360419
2026-10-01,SW1,0.24255404960709,-0.522159438295334
2026-11-01,SW1,0.276791298202992,-0.421478548429844
2026-12-01,SW1,0.276742118528399,-0.332865444836973
2027-01-01,SW1,0.414105165786979,-0.337628509001193
2027-02-01,SW1,0.315764411421936,-0.409581695909061
2027-03-01,SW1,0.294001413130071,-0.410563601570311
2027-04-01,SW1,0.294051627031764,-0.349390521372105
2027-05-01,SW1,0.406627637295873,-0.328571152617563
2027-06-01,SW1,0.281186386888329,-0.430208929149135
2027-07-01,SW1,0.277389702141053,-0.424902894882769
2027-08-01,SW1,0.294001413130071,-0.430963729250154
2027-09-01,SW1,0.281079390776845,-0.394602022078827
2027-10-01,SW1,0.278208576244028,-0.39088602360486
2027-11-01,SW1,0.285386916907457,-0.430834749453555
2027-12-01,SW1,0.294001413130071,-0.430963729250154
2028-01-01,SW1,0.327814084032737,-0.266952697052236
2028-02-01,SW1,0.412329252770341,-0.266952697052236
2028-03-01,SW1,0.327814084032737,-0.266952697052236
2028-04-01,SW1,0.26635536015201,-0.236370799899977
2028-05-01,SW1,0.273288699998534,-0.230713460059788
2028-06-01,SW1,0.26635536015201,-0.241064621069727
2028-07-01,SW1,0.281714357802092,-0.21895699362343
2028-08-01,SW1,0.19126267725213,-0.400071696808754
2028-09-01,SW1,0.406627637295873,-0.406920138241805
2028-10-01,SW1,0.421239350764959,-0.0773988460069638
2028-11-01,SW1,0.421239350764959,-0.0830537205088155
2028-12-01,SW1,0.421239350764959,-0.146816645099343
2029-01-01,SW1,0.332557930618805,-0.158077921271569
2029-02-01,SW1,0.31129537209225,0.165024427395044
2029-03-01,SW1,0.326710030740812,-0.0850659057420476
2029-04-01,SW1,0.419558617502408,-0.105426358382062
2029-05-01,SW1,0.419892500541096,-0.217670484203978
2029-06-01,SW1,0.343322023127422,-0.522159438295334
2029-07-01,SW1,0.406773754430564,-0.417447047561647
2029-08-01,SW1,0.406773754430564,-0.487133919476714
2029-09-01,SW1,0.415039856848367,-0.401137044837607
2029-10-01,SW1,0.286849308857757,-0.391366151344772
2029-11-01,SW1,0.28017036549987,-0.388058017879004
2029-12-01,SW1,0.406908044614289,-0.267976275719743
2030-01-01,SW1,0.406908044614289,-0.267976275719743
2030-02-01,SW1,0.362021192648765,-0.267976275719743
2030-03-01,SW1,0.362021192648765,-0.267976275719743
2030-04-01,SW1,0.412329252770341,-0.266952697052236
2030-05-01,SW1,0.417843930032532,-0.365741724631675
2030-06-01,SW1,0.417843930032532,-0.395640326309365
2030-07-01,SW1,0.417843930032532,-0.395640326309365
2030-08-01,SW1,0.414161756132519,-0.173790732416666
2030-09-01,SW1,0.421239350764959,-0.0863960800631167
2030-10-01,SW1,0.332557930618805,-0.146220965729157
2030-11-01,SW1,0.292775372921598,-0.0303594876922087
2030-12-01,SW1,0.306363524791384,-0.00993392855054099
2031-01-01,SW1,0.326710030740812,-0.0850659057420476
2031-02-01,SW1,0.406627637295873,-0.291861400135573
2031-03-01,SW1,0.283302718289022,-0.469271754955152
2031-04-01,SW1,0.414105165786979,-0.407403745995286
2031-05-01,SW1,0.285731130332955,-0.417884348797843
2031-06-01,SW1,0.28017036549987,-0.413926739614121
2031-07-01,SW1,0.294001413130071,-0.442116239297863
2031-08-01,SW1,0.295024831098099,-0.342853085555868
2031-09-01,SW1,0.30074178045866,-0.267976275719743
2031-10-01,SW1,0.311473194080213,-0.267976275719743
2031-11-01,SW1,0.260798993006163,-0.248607740856645
2031-12-01,SW1,0.281714357802092,-0.21895699362343
2032-01-01,SW1,0.217172386621557,-0.320676709316203
2032-02-01,SW1,0.382231429868362,-0.164001928106356
2032-03-01,SW1,0.398564688632344,-0.0316109950164965
2032-04-01,SW1,0.317308795833232,-0.171693807848725
2032-05-01,SW1,0.297247815890227,-0.120389185582987
2032-06-01,SW1,0.221626421880809,-0.0124597761641675
2032-07-01,SW1,0.208388307307895,0.00906610582889523
2032-08-01,SW1,0.223342501955506,-0.0350932992938057
2032-09-01,SW1,0.363705214941796,-0.0348170841328769
2032-10-01,SW1,0.363705214941796,-0.0350932992938057
2032-11-01,SW1,0.294802527627254,0.0242489869276832
2032-12-01,SW1,0.363705214941796,0.0549804308752278
2033-01-01,SW1,0.23920216736163,0.0492234798922832
2033-02-01,SW1,0.226170060110019,0.0222632171263546
