date,variable,SSP585
2018-01-01,SW1,0.161092743113061
2018-02-01,SW1,0.200122495178036
2018-03-01,SW1,0.23462418100042
2018-04-01,SW1,0.00126645018016
2018-05-01,SW1,-0.0580257600950441
2018-06-01,SW1,-0.0598941272596867
2018-07-01,SW1,-0.0747164902825021
2018-08-01,SW1,-0.105745543647071
2018-09-01,SW1,-0.059436577570883
2018-10-01,SW1,0.175012277662273
2018-11-01,SW1,-0.0694209577962231
2018-12-01,SW1,-0.090562149221782
2019-01-01,SW1,-0.0893828488287429
2019-02-01,SW1,-0.0401355623567019
2019-03-01,SW1,0.122008819723661
2019-04-01,SW1,0.179213293195544
2019-05-01,SW1,0.253734650798331
2019-06-01,SW1,0.269542132860179
2019-07-01,SW1,0.200059901241665
2019-08-01,SW1,-0.176678360078731
2019-09-01,SW1,0.01648172670985
2019-10-01,SW1,-0.0605370568149189
2019-11-01,SW1,0.0519529624117606
2019-12-01,SW1,0.160220937442288
2020-01-01,SW1,-0.0361943655671234
2020-02-01,SW1,-0.113564001010078
2020-03-01,SW1,0.0469025428763137
2020-04-01,SW1,0.189915019150503
2020-05-01,SW1,0.143734069477002
2020-06-01,SW1,0.212067916727759
2020-07-01,SW1,0.24094551125666
2020-08-01,SW1,0.260379300891504
2020-09-01,SW1,0.236245027254048
2020-10-01,SW1,0.219203263255285
2020-11-01,SW1,0.179149632217959
2020-12-01,SW1,0.175467909925522
2021-01-01,SW1,0.187313633532738
2021-02-01,SW1,0.107092067532652
2021-03-01,SW1,-0.0238000711959357
2021-04-01,SW1,-0.01698517878281
2021-05-01,SW1,-0.167969952676624
2021-06-01,SW1,-0.28612662075133
2021-07-01,SW1,-0.0653644031389639
2021-08-01,SW1,0.0958128624520384
2021-09-01,SW1,-0.300391999876655
2021-10-01,SW1,-0.18245773196949
2021-11-01,SW1,-0.197210951543343
2021-12-01,SW1,-0.26874392767917
2022-01-01,SW1,-0.356585588704643
2022-02-01,SW1,-0.335670517429
2022-03-01,SW1,-0.336857929967424
2022-04-01,SW1,-0.336946164806662
2022-05-01,SW1,-0.345947738211457
2022-06-01,SW1,0.179102756921602
2022-07-01,SW1,0.167552018218404
2022-08-01,SW1,-0.25485769013529
2022-09-01,SW1,-0.177804695225282
2022-10-01,SW1,-0.20652224666569
2022-11-01,SW1,-0.220067977930945
2022-12-01,SW1,-0.236366756756572
2023-01-01,SW1,-0.233577340180769
2023-02-01,SW1,-0.236558765225606
2023-03-01,SW1,-0.216124130515428
2023-04-01,SW1,-0.159717603357448
2023-05-01,SW1,-0.218730723784504
2023-06-01,SW1,-0.218730723784504
2023-07-01,SW1,-0.207457582346977
2023-08-01,SW1,-0.0872248427142922
2023-09-01,SW1,-0.222434955403581
2023-10-01,SW1,0.123937295387355
2023-11-01,SW1,0.230623743121501
2023-12-01,SW1,0.241198119867442
2024-01-01,SW1,0.233215166678384
2024-02-01,SW1,0.261393590306171
2024-03-01,SW1,0.232636131254387
2024-04-01,SW1,0.219684304025823
2024-05-01,SW1,0.230961128929368
2024-06-01,SW1,0.235085738765252
2024-07-01,SW1,0.238654642128179
2024-08-01,SW1,0.246604990805053
2024-09-01,SW1,0.233261433710575
2024-10-01,SW1,0.251542445413219
2024-11-01,SW1,0.234824064715137
2024-12-01,SW1,0.250239838112437
2025-01-01,SW1,0.219436673275599
2025-02-01,SW1,0.232924209114749
