ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
0.12389219702531,0.233984717542931,0.229758882169694,0.0585077716678025,0.123038748206808,-0.0545769858749562,0.212424404483612,0.257076253125258
0.183387201254515,0.19993685029724,0.207841238538266,0.231129851835956,0.164764632251043,0.1340882078609,0.201954767928062,0.221118119687431
0.175356447253042,0.187271269771946,0.0935323687153906,0.219207335164734,0.171372165151158,0.224760035172312,0.198694650518878,0.213537643980998
0.15331678226737,0.22093963714005,0.158761244120938,0.224085963366413,0.201387300391739,0.228102302902084,0.201253661042049,0.218769627781382
0.233822221556215,0.239086512758663,0.216885878136308,0.249655428393807,0.216810418526541,0.233949594666914,0.214938009511476,0.238274093861967
0.218631053835274,0.250804923850674,0.221860981645862,0.311668498318531,0.195085003046702,0.220739263665964,0.22757210580391,0.187573314580671
0.234283758332966,0.265889607878246,0.244758529701864,0.300362642908198,0.205074130076862,0.252492469552038,0.265786775642528,0.252832063661818
0.193988734610853,0.264651889000516,0.246741476233959,0.30554398802461,0.174110391145779,0.246016302197425,0.281392449855447,0.248727365296593
0.290968912313835,0.276321802152556,0.284422805147693,0.327109938774361,0.248054856079293,0.282519644558954,0.293994022993681,0.270759608471185
0.305154286125705,0.295652543523528,0.295650498593377,0.32454915823083,0.254215530036749,0.302081467606519,0.266957305756775,0.267282213845561
0.304706330478748,0.271098359251775,0.161805379550081,0.328191785094007,0.180146953516806,0.239780579886212,0.237837810169942,0.170809653552364
0.301606622821422,0.266442375730289,0.269128662119179,0.319896130309648,0.264348586391776,0.259625037685564,0.288861093080691,0.238667660050654
0.284044302280011,0.18787138423958,0.257063102881787,0.305450070502242,0.255108315521365,0.0787386613669743,0.166194062150052,0.241756695998514
0.271580394653101,0.171308193911575,0.272020254609004,0.311203100894735,0.236619428560571,0.14053430886692,0.159622422174156,0.224975013097223
0.257390080877859,0.234867157901807,0.273710116250752,0.285216997189509,0.287108902417718,0.20054175511385,0.239020669534714,0.273650778315723
0.15506608967155,0.223979484457581,0.26842174984665,0.278332137777974,0.28189478818918,0.209112330759138,0.255859492332711,0.255872011339138
0.247259827980632,0.141426208821409,0.266269521300423,0.269979627792708,0.259528199336111,0.146471839403801,0.220827737657982,0.217304881269048
0.252740266886487,0.225150306922234,0.250429121756404,0.275150223343168,0.228186469443533,0.222686358550386,0.228879115510058,0.234559533423096
0.245478217083357,0.235897722785521,0.242459905034415,0.264144821421064,0.192397320626788,0.230229737937147,0.228089769772174,0.22882997900533
0.0881199168517058,0.208835054851431,0.0105325847142765,0.261897700746091,0.188961275945027,0.225731029445061,0.21375906951236,0.229655571136675
0.0963411559417508,0.211141282978504,0.0451826142381477,0.262812193553132,0.22718976415552,0.221600129522793,0.247702403863469,0.226206833841795
0.129184612102781,0.217928347352815,0.146042354784688,0.236311756202627,0.2324242294428,0.223155417141872,0.219189566145053,0.227533168757794
0.21913885131305,0.214722207818698,0.223663745246214,0.22393126400682,0.232338316012596,0.222021482369122,0.217259527215726,0.226120460937555
0.216394092800301,0.208862357376684,0.228750484191932,0.217219512910698,0.22447145009652,0.219123855090095,0.213953919961992,0.221830380277527
0.218729277798851,0.209498961485226,0.220256755209015,0.226713263547131,0.22844510055018,0.227566797753069,0.212816704258155,0.233220973012828
0.228557411232211,0.209332684026731,0.226598181311754,0.226695378948264,0.232956477909744,0.228559261713914,0.207783086812324,0.241987897977772
0.258172806758623,0.226185685699252,0.26300401949075,0.245900848207746,0.251542096116268,0.279363421321587,0.205900324951823,0.278810810409545
0.273763303496058,0.249575117787117,0.299305963142544,0.284421736391795,0.26989713757356,0.290904362363082,0.27181956399636,0.289769395765185
0.266242407852941,0.237924870367917,0.28509115886187,0.244706509974823,0.220504730823028,0.233558384712258,0.237772263630589,0.268393082624106
0.360157606341129,0.268843203604778,0.282284537981129,0.268554348517785,0.2457804101765,0.231085928714342,0.228227456961028,0.278193190396414
0.351124816589027,0.330000044930095,0.347331248062468,0.335344644834227,0.346315881058491,0.294150751056013,0.288437149096619,0.342045719256083
0.337284348480147,0.351959897463387,0.352719107520714,0.355491306159939,0.365579989646605,0.320119529796639,0.236934044636286,0.359673727029463
0.231103589517341,0.348346415620702,0.262292051569817,0.297895679337909,0.364620150895379,0.293210550615822,0.201167063232402,0.347527197722481
0.255785632159407,0.349325046452933,0.26621785820194,0.313416787137533,0.349382919233234,0.286720359750466,0.234281439705332,0.34791713558896
0.312527478955466,0.360416660677424,0.361963390318133,0.34909321656419,0.371460147842248,0.326888284901582,0.349114748509928,0.377560186445422
0.304216941677512,0.369447225984739,0.370096825809303,0.372751637713265,0.391721593114642,0.363023331335584,0.352047881575488,0.390543162704665
0.383293862178433,0.366972378491902,0.373418958143113,0.372680856423529,0.343372827269653,0.355759866348981,0.363363088746455,0.38001855308603
0.372289906791485,0.36456404784734,0.337320523279784,0.354931206973318,0.359037569989875,0.180708420994958,0.346972977772963,0.361907131231029
0.37888488724408,0.327084977745256,0.321815515715705,0.312750198102906,0.340198433572415,0.00650809579098434,0.329240773423799,0.318954105402445
0.284764970933288,0.288340383133522,0.328299154734259,0.339423198991037,0.288958109672143,0.14233537968546,0.295360167743105,0.323264707166324
0.271255652995102,0.273868823321328,0.309844176640653,0.292077573607126,0.227646953963252,0.215731275594831,0.276877172284586,0.322625865159181
0.277180597216751,0.252119835372991,0.286377016299877,0.285247275427457,0.206806470793398,0.184297325820846,0.27097417882177,0.299457868281154
0.228277574056545,0.264720271149758,0.288874053557139,0.275047050147891,0.217783986555302,0.203706323661798,0.222826396930242,0.256756173820818
0.165288817405898,0.233351486754509,0.26761355621716,0.239735901604128,0.167355521889356,0.231170040111084,0.204933810897226,0.22921271922897
0.17394434286837,0.220059055032688,0.240660585622855,0.198527251245379,0.165107049153755,0.180197139440444,0.205729208744373,0.209713435410416
0.162312575785053,0.175504617160248,0.226611237621042,0.179669552694552,0.173742666834486,0.160430508067379,0.198070027145146,0.181394782749808
0.138445099264459,0.168047129812348,0.153734901979298,0.162162504546487,0.124212954884858,0.152564213704627,0.181405649732611,0.172873161654273
0.14205067550908,0.162872222768927,0.108447035295473,0.132250381703898,0.131491503704581,0.148761779777038,0.142984342688763,0.151365143853487
0.139486069122734,0.145000129785516,0.142904195820165,0.132850434026696,0.0881489471187689,0.1293962386303,0.15366660288792,0.135243619030277
0.110804821451974,0.112479683771077,0.127890371570432,0.119918033548285,0.0285782516256987,0.115233287963928,0.1161116429763,0.111444524014389
0.103512776472038,0.110086010760454,0.119770150923159,0.02224961904262,0.124309832866969,0.112132978401542,0.0676868066277056,0.106291208006533
0.105427403500268,0.0756283359197284,0.105726053708525,0.0713854862433705,0.115716993837041,0.0673514062015457,0.0618520615642269,0.0729731524146783
0.0817264319850994,0.0755636986919794,0.0779857813344386,0.0584267519558068,0.0589903608807378,0.0327573643396642,0.0119084341101066,0.0574294765472868
0.00928382433189283,0.0617045706812545,0.0251444182457512,0.0290684761795022,0.0988566250456584,0.0349075906166535,-0.0106142979323579,0.0619885842998146
-0.00848100799146629,0.0109110254578828,0.0125895085208125,-0.00935087142771108,0.0297181985192085,-0.00601583552921293,-0.0119628866642376,0.000326291216280401
