north_jishui
283.169939933708
287.231689621239
290.524337419528
626.064542808486
876.918827709017
736.101844990987
1074.60476461415
635.45204441891
664.461675968766
251.355873089169
508.523481323995
124.859790476899
174.711422625319
247.242445497011
661.537034547256
533.172943179032
757.072641930539
504.7692260514
1027.38271913529
664.800204578466
554.528747985159
306.097958366712
538.423055149621
398.922536315401
134.848811688168
185.114546620929
346.246273789409
530.076675888866
878.859419210969
763.254592767672
444.720839598404
1189.59739236489
302.751276076972
430.242962427049
567.412325542531
248.223999590633
177.954395478079
423.166049837773
237.797793512838
677.825975408635
749.508511535696
569.187157845298
655.906073139338
323.816836865311
289.101449751259
599.909797267857
291.20323909131
146.068925345151
181.856690552137
164.777694412727
302.573507738349
614.944096405271
1128.46111890014
646.737276046158
1340.05430745829
501.614998449017
348.555563206825
327.385478328011
211.48924074989
204.283430184388
77.5379387380244
163.812598881183
425.15371963906
780.3209215253
395.934858583073
433.973912904755
409.655777528676
469.249121176829
523.800764447242
461.870208703447
283.17921441025
130.047303820103
154.981510039585
292.593625897446
377.008043531657
759.547474354
711.480975931442
756.473783007245
348.655493221991
435.594653918805
693.191779090393
443.152121326947
603.174736601907
281.528756093622
537.253783292095
356.886965649327
775.310487019416
600.346276246866
701.03522428157
636.090505718519
512.499312891136
469.871034677927
306.352020534232
600.864357632729
497.353051198572
455.462954306396
86.8420496912959
262.611875158168
258.094992206955
465.406027342715
731.160571686387
666.953624963834
593.652837420133
849.887384487993
214.266584318743
573.315600092411
397.904346796645
131.46645025254
93.5121536866116
148.206841468508
241.050231189901
385.413957664836
374.079592913765
630.9997570003
794.651948248561
519.71889098448
398.309986498169
490.398966732915
506.006496329848
364.75880903889
194.226715661614
237.15074301774
252.359820549518
680.402936509473
583.334659927252
1033.01510553199
764.135511889991
771.944585950385
424.349792927759
352.547051663451
304.742561729063
147.247045608738
308.939584354833
251.310421069923
210.044998449063
656.420211881645
500.259325195906
516.399915121624
542.438695623332
377.770914704082
512.307524624709
560.032676010021
358.389787969522
139.541007782915
191.401173244666
240.855025191511
426.505148078817
399.908698978715
628.82295474957
938.331359462329
549.420464890721
711.828054531977
849.462951582853
471.53086395471
729.381710938044
347.872919018582
221.024959877903
153.321289065526
375.421930181292
747.506678638297
1039.00895156477
968.896929585032
1176.04082884739
496.388342969429
292.853299191092
810.186220529126
648.340249435221
391.801288006275
100.204665455701
248.176826524898
198.430420134225
881.34102865517
629.737791486015
1026.05532358518
355.985823474073
581.855289033768
499.712645892025
338.542458637548
413.992893489729
181.201205962965
