era5_train,V2
0.149588471913754,0.0965394525326023
0.111415729061968,0.120643818898488
0.124999961886941,0.242196429928909
0.245891416878243,0.0611156064406143
-0.274843253513993,0.0638606101340975
0.218304062519132,0.137113493523729
-0.0268884205147009,0.14017326868239
0.369146689923393,-0.0413778134266131
0.153929659427461,0.140258697130407
-0.307733069176406,-0.08254507164288
0.0800371477536289,0.244552502681772
-0.107585260823626,-0.194255170834436
0.137027930094224,0.108198839894916
-0.107668458497223,-0.0888574179053174
-0.280224623156694,0.255845388758974
-0.243833420372842,0.184924255406488
-0.373012054205272,-0.120602939992696
0.0452430015971663,-0.0159526682532623
0.112026910156159,-0.0503648206034631
-0.11437193142113,-0.0683966917789207
0.165161192718964,0.131297046719685
0.0821691762788823,0.0252376496627472
0.0536510135873467,-0.211632331279844
-0.0799778335216092,-0.224784272005023
0.390980446613319,-0.00954017594379975
0.0862242114823932,0.0275545269746602
0.0555955119401081,-0.00641971314081988
0.132213375363714,0.0310682274202826
-0.0654215647549892,-0.20287533345148
-0.340391431942293,-0.148346607888935
0.378966005967717,0.0660196793977226
-0.0648885369593858,0.217121268073286
0.377507386281912,-0.0192866651538489
0.284659310431456,0.104092150985232
0.0296700237309778,-0.0264920556669826
-0.128035262161503,0.124770116746895
0.142880885075004,0.188430940407238
-0.0830505180992331,0.284099695452217
-0.341685532035511,-0.0481826062723384
0.0269328966309085,0.0847766022341543
-0.294929738261085,0.263084168258291
-0.386462237577977,-0.2255482025603
-0.373003564906935,-0.123994670988323
0.458127486043354,-0.000310805077066212
0.205129837311151,0.165183673139319
-0.292675991624683,-0.0457023134440725
0.401428164243009,0.132402732862584
0.0308606845995042,0.110691683529024
-0.284033286980512,0.170225467136464
0.150334066616041,-0.0669991764739232
-0.032255893439535,0.0431968108745902
0.306920277963598,0.106553637814118
0.221291057577055,0.0817164462796808
-0.00823630482002987,-0.0108750627190591
0.186421882481431,0.0695035934787323
-0.347048861225404,-0.106605311131885
0.259591849318981,0.0570358439233123
-0.443687936097918,-0.251605878202593
0.231809883227687,0.135621360892746
0.0590389780500124,-0.0420327282006723
-0.0264297580742067,0.0966474449990733
-0.363496590478505,-0.105866746766373
0.328874950349651,0.0605777109456375
-0.104899109436312,-0.0595783325035871
0.0819554951761181,-0.0421913258424479
0.114053113847998,0.0166861523517036
-0.0999152584735918,-0.0827399906674573
-0.436204639351348,-0.304485631325994
0.385797227146051,-0.0110301057369712
0.0253065059858857,0.00630992176677803
-0.247032098245707,-0.044250204000399
0.123453166714887,0.0680735907600348
-0.200241428515048,-0.194950742227243
-0.305878227030488,-0.115608397063769
-0.435434364025176,-0.315727831295869
-0.290171826463463,-0.218516460393616
0.182198329885178,0.0708155514022467
-0.307930546514007,-0.22365252553431
0.260530821364265,0.0167152685647929
0.201847301861302,0.0371321452658985
0.063870962075802,-0.00343830998858402
-0.0868864195891406,-0.0677543164772976
0.131774136191596,-0.0533389137506899
-0.292028217488488,-0.0285338964704341
-0.081685039065536,-0.0679281535968068
0.381806990779996,0.10722058622055
0.276623916574787,0.0380905850122403
0.191162939486871,0.141707715471863
-0.457238187602792,-0.210345362679054
0.180708935329758,0.126915925086195
0.218233096217529,0.0709386594094905
0.24787077017037,0.0517552705193438
-0.15091716276868,-0.0408255102480039
-0.0402511610011064,-0.195757129038991
0.0718602370607925,-0.0302604871797883
0.138457554304511,0.0172226579301009
-0.433636526998743,-0.283900588749675
-0.0356064405672415,-0.0275184247418396
0.10729399911868,0.109259548001303
-0.206343983561794,0.0484621712627471
0.0267882586742463,-0.0188440774390977
0.00227953961446305,1.81503400851993e-05
0.106781056711393,0.0681225881730439
-0.349706120656322,-0.0458230601788347
0.161980198687895,0.00429435645813339
-0.0968277408922801,-0.0701915464188566
0.277911417988712,0.0532059003796073
0.247161400883872,0.0666091548802666
0.433817314493778,0.0832252143361014
-0.285641788409307,-0.00897654060158559
-0.351976788824434,-0.149536705230949
0.314997965630494,0.0838430933310882
0.0912644102001043,0.0531994156319931
-0.445942200893485,-0.199573390222387
-0.110915046756113,-0.0919607815527527
0.00453035993190447,0.00125207017565178
-0.293675582872079,-0.0548448521271157
0.0801675245706024,-0.0301820449091839
-0.161734418571006,0.250185682156615
0.0773787595139824,-0.19291602828986
0.113086734886881,0.064998742741086
0.200671791730847,0.140534975510656
-0.512666657976476,-0.238442280198253
-0.460651463312143,-0.238830974427313
0.0692581758213159,-0.0169405965999711
-0.0135546720882452,-0.0162978837410114
-0.443240755582289,-0.249116433148043
-0.27850241749225,-0.155007992055548
-0.0275554473215262,0.210210702323474
0.0684347132119836,-0.0284322717341098
0.336473062769269,0.098590333772003
-0.102309660106632,-0.0649386837962622
0.166397178179718,-0.0761133096338715
0.26402335562233,0.0804219429985514
0.399954877894456,0.0335488264784583
