north_moun
1293.39929648568
2419.4984064792
4840.93182691145
7794.0451017337
13186.0645576889
19544.7340236623
18833.6603870243
18772.715668596
14387.2152700408
6050.75796812287
2239.67119140771
1080.0826234046
1381.89120184815
2642.18629652683
4723.83948431847
9721.6942315971
15848.190683754
21647.5280465968
21828.4787170655
18924.1650347042
13298.476580972
6725.25642917869
2291.88187068761
1203.52455129081
1231.29763592628
2309.52351542578
5598.81108937509
10108.1764777116
15042.7881232256
20511.9450833847
22248.636054599
17418.341911671
14325.0410886639
6615.30024248046
2318.79554243087
1150.02342405713
1198.8494720176
2299.11220464283
5552.13605313864
9802.17919807211
15274.3593888044
20215.5488903267
21988.9830691383
21939.1082185767
14470.3653896368
6785.24627906822
2996.43320320256
1487.88831291346
1585.17556552393
3710.8042908419
6320.36791313783
11697.9872816758
15922.911972266
21538.0149563437
19921.4115845979
19987.2876102446
14920.5360119496
6453.70848359866
3089.7747588748
1485.00381836376
1472.93811813718
3206.75048406977
6678.083517824
10683.4538465559
17450.533213716
23288.6620461909
22678.9391461167
20805.7866396536
13171.2504206377
6727.99224249626
2752.13497804682
1472.74991484582
1759.94333366972
2616.42267591204
5473.68935974594
11068.6729998764
15206.49630827
19670.3393364946
22466.2240022037
20071.1128806494
12338.0641310152
7605.98845055126
2360.13794750377
1243.51106726059
1229.9926765024
2144.32613058119
4281.2179068985
7723.55389275458
13269.1695099506
19605.2018975736
21259.5475293175
20094.9282611998
14218.5388905836
6781.95740580198
2294.27962373915
1165.60232499736
1008.87198828282
2352.99303469738
4550.71621751568
10238.1828906493
15577.1227897318
19115.0729797628
23563.4550101212
19430.3259074174
15115.4088199684
7053.60478179603
2522.97571606255
1371.16819445041
1510.64409415715
2866.47934351763
5684.61807652546
12392.1236197426
17474.2046231113
19699.5575850588
21014.8160647006
20993.0693037982
14355.9253172999
6149.99604657857
2248.44670905156
863.1590467659
1206.83847622519
2276.13911784607
6246.58799314876
10734.3589482312
16093.6061698114
19053.4450376065
20808.1050895322
18958.2892732311
14038.6826912098
7728.66389220869
2587.63703238419
1343.60706189557
1659.66319761013
2252.82428172421
5915.08015647806
9789.01423352049
15470.5089185726
19037.303131339
22251.5136599319
20794.9604162238
13956.7568200247
6157.00483836043
2481.80832055543
1069.4998158166
1514.3668133829
2689.03534644785
5504.62727456282
9274.95201057724
14886.3951117535
18053.2365757842
24695.1581849674
20714.3000644452
11993.2269393323
6138.4601372982
2082.65371281586
992.523039116509
1220.77560351166
2431.36823725945
5665.86489421477
10651.5530717698
14303.9407073298
19901.0130722884
20174.1071126864
19144.497264406
15544.7685375402
5161.063623188
1951.86225235891
1152.92881330909
1304.76212898561
2715.35310195571
5569.23640432241
8557.91310269111
15142.8002468275
19571.9106410179
24594.755699548
19424.1933979153
14654.1785977919
6198.8839763889
2556.99186025802
1403.76966764194
