south_jishui
15480.7744953452
29261.371550254
64316.5175939881
101803.797430987
139949.488816558
171457.793113429
173508.309622693
149261.88784465
109689.789353833
62662.8088347135
28638.244142476
14415.1392642414
14947.5845484553
34544.4867388772
69736.4617417623
127851.014126999
150238.643966359
175149.475725657
184135.990355314
152713.16516802
117476.929298611
64029.9620487109
31097.1547810941
14601.2981696632
17163.3850531818
30016.0774001232
73853.724364456
120421.443373383
142255.432847598
177801.936800344
168558.704910177
142613.586487006
120083.979024047
65028.3815796035
30102.2323839717
13642.7647247227
13038.1587436384
28684.2523033572
72882.6960345426
120117.716031879
151728.168155537
173921.606786722
173746.385278137
171852.688182325
122932.568462732
72615.653464409
31824.9062240687
14512.9997856638
17995.2538144483
40544.6703439426
74486.8241488916
129932.924849193
165421.067596912
182481.315411885
175245.529141447
163874.311548732
115275.434468831
65585.9914606434
34174.6202312436
15706.5099670942
13970.4733181432
28428.0201343151
82408.829716841
122682.577504223
160483.564069356
186178.590002898
173286.573928212
165084.946339861
118360.06371807
65887.0970829814
29727.1038086787
17344.6934535547
19037.8539575348
37491.8840191371
77975.6722636313
131760.389790438
159597.839902268
185070.341232409
182219.42562785
167649.873546964
112804.025307655
73589.1206718718
27995.0397551245
15211.5084416189
19121.6294013582
30707.9346957298
68346.1116066336
114640.66932198
139778.187047378
162230.173412368
172586.481296071
167589.886754679
109066.162519772
64071.1222676874
31335.5635017509
17113.0959622244
15283.1730272093
35047.187639616
63512.8263587801
127127.233179147
151036.271165141
171552.54023989
183853.337866556
165144.710532676
119594.874755696
70233.2125939206
28437.1690146847
13847.2991098283
13981.8069489478
30628.2876715671
69451.8858921496
126353.174385132
153129.914958846
162941.319541776
169114.876308339
159289.545929985
121460.912894269
68451.7451681163
31491.5241924524
15659.8619060892
16815.968053749
36394.0144066945
86069.7406860771
129715.23908677
146907.184562884
162826.398212832
172304.194771997
163003.736168913
120172.004244436
75245.2038076407
29146.5732452617
14367.0931716742
18871.5290926823
34561.0247533144
74700.2251433352
122134.472226796
155354.59842206
160578.306912512
178624.872330353
158105.633628285
114014.336599368
69317.8270493664
27578.4194785913
13956.1326017959
18022.1570809181
34586.8139413329
78921.0412487443
121548.958677033
153023.391103296
157062.195655144
196003.438670202
164050.71416707
102423.321945254
70789.2369425558
29105.3394782757
15157.4871534109
16440.8688729191
34499.0725643935
80920.4608976484
128634.954432018
148516.641014868
190340.753334645
182308.064202617
127510.321593039
112407.804144914
65391.5983967253
31603.187349425
15234.9417100445
16111.5661636424
34165.4041441474
72372.5029527273
111197.377181094
163777.269161603
169845.597689569
171723.649364766
145804.461090828
121820.419521686
65535.159642973
32569.4466651395
16068.0866998851
