"","x"
"1",-0.159730043313461
"2",-0.217781596260643
"3",-0.297557077504018
"4",-0.343630185703269
"5",-0.396167282133459
"6",-0.417657852355786
"7",-0.3953580970749
"8",-0.340884022845603
"9",-0.254158876738063
"10",-0.215615526614771
"11",-0.258091879233948
"12",-0.267872185609607
"13",-0.277153676356016
"14",-0.366082658709391
"15",-0.440446271805675
"16",-0.424640010003965
"17",-0.410896484782072
"18",-0.406798100215341
"19",-0.418457171666845
"20",-0.40648372751134
"21",-0.341828750744392
"22",-0.20399161213895
"23",-0.0948105780767445
"24",-0.175992794289793
"25",-0.240030867100372
"26",-0.152381262223737
"27",-0.0261920559820338
"28",-0.0100114776304304
"29",-0.0213062018962583
"30",-0.0539749409826878
"31",-0.103690577830469
"32",-0.144937281039278
"33",-0.221627156232853
"34",-0.304457935151345
"35",-0.270269148128493
"36",-0.0687448528052362
"37",0.0527964404068173
"38",0.139690642492386
"39",0.227145574998138
"40",0.281966724267325
"41",0.354643034058386
"42",0.379420225537409
"43",0.436484365359001
"44",0.516884196265554
"45",0.542851212039992
"46",0.559553728194325
"47",0.471262589154468
"48",0.383376083253335
"49",0.413044759210971
"50",0.342017276309813
"51",0.244492800697645
"52",0.203642500595675
"53",0.136962120735436
"54",0.123273324403482
"55",0.122259430674542
"56",0.0853418512398695
"57",0.0502179218674131
"58",0.0378567088026324
"59",0.0466502368568698
"60",-0.0401098261121298
"61",-0.100578828549216
"62",-0.0932331278589148
"63",-0.127510943905062
"64",-0.117058116375599
"65",-0.0572524100166246
"66",-0.0549562507749776
"67",-0.0564873553914385
"68",-0.00463115602810048
"69",0.0194819069595396
"70",-0.00199913961615482
"71",0.0739394482971792
"72",0.149262834608035
"73",0.0396140724956804
"74",-0.0621363722253994
"75",-0.0805165655429037
"76",-0.120671852780468
"77",-0.175691805755852
"78",-0.160785904983351
"79",-0.12226336138728
"80",-0.155910807327513
"81",-0.173470157923382
"82",-0.140407133096575
"83",-0.186604928150679
"84",-0.30453588057502
"85",-0.3693340798615
"86",-0.266440324034881
"87",-0.149690483894719
"88",-0.121750326746135
"89",-0.0994681197786218
"90",-0.106648819029696
"91",-0.11976019806249
"92",-0.118937400015056
"93",-0.107878186659946
"94",-0.115839341809184
"95",-0.0757072237272105
"96",0.0904510513234935
"97",0.22504914704226
"98",0.145041260952505
"99",0.0417141522147754
"100",0.023027826352111
"101",0.00750674960006733
"102",0.00107876836762679
"103",-0.00572742745557474
"104",-0.00527289074737752
"105",-0.0427590961151942
"106",-0.125011085428368
"107",-0.200856649605608
"108",-0.246934214640919
"109",-0.200926489218842
"110",-0.14495933821074
"111",-0.161493462436779
"112",-0.14286987513069
"113",-0.123669947463482
"114",-0.092514826077155
"115",-0.0915408584904373
"116",-0.147489572664563
"117",-0.162773010306631
"118",-0.114758699281375
"119",-0.0706010339015897
"120",0.0103893225864579
"121",0.0802859945834316
"122",0.163372540427482
"123",0.320399579352386
"124",0.369165914971437
"125",0.375580730861787
"126",0.337405257171088
"127",0.255181455234032
"128",0.228235543339646
"129",0.202153689146648
"130",0.158006821341679
"131",0.157653084265891
"132",0.0852545382038894
"133",0.0136277920909858
"134",-0.0250439001454954
"135",-0.0462681814202222
"136",-0.0154024900834156
"137",0.00720906076119286
"138",0.0670229480738857
"139",0.162799678284699
"140",0.209452932952635
"141",0.234758461511151
"142",0.288098892901067
"143",0.286274985706637
"144",0.363570700450254
"145",0.449892518346511
"146",0.444052830443688
"147",0.396682316424867
"148",0.321093684193997
"149",0.254860999943382
"150",0.205854687763277
"151",0.19041124355498
"152",0.233540525753814
"153",0.313148823983528
"154",0.320548359212347
"155",0.247932510954173
"156",0.152341641224624
"157",0.0628025568427361
"158",0.0314073050144404
"159",0.0312218069853109
"160",0.0544882016718689
"161",0.108476408904475
"162",0.142192384440655
