"","x"
"1",0.0672382801787485
"2",0.0360291438278958
"3",0.00927839202464593
"4",-0.0400591133447454
"5",-0.0420265403861935
"6",-0.062614592771546
"7",-0.0951624400689613
"8",-0.0773902401153941
"9",-0.0668029033676209
"10",-0.0823987641877338
"11",-0.121171284446597
"12",-0.172592866846347
"13",-0.168744112353263
"14",-0.112371727209093
"15",-0.0668969735704656
"16",-0.0256667156912445
"17",0.0192737646383101
"18",0.138157951812909
"19",0.266599076437282
"20",0.334873857175614
"21",0.372166397960466
"22",0.482539145856349
"23",0.588304271449752
"24",0.58475659382823
"25",0.569898414468948
"26",0.545852796619824
"27",0.49214358813374
"28",0.424208527829872
"29",0.341802340183203
"30",0.264220128123073
"31",0.193739760454642
"32",0.110008902768821
"33",0.0404462091643346
"34",-0.0917439973581317
"35",-0.173506167457875
"36",-0.129540740752741
"37",-0.122218257825265
"38",-0.139073759436372
"39",-0.100509184461049
"40",-0.0556244855776767
"41",0.00560586860821238
"42",0.0153994570229076
"43",-0.0426929391981319
"44",0.00455232816864654
"45",0.0563725139925609
"46",0.0976577762033842
"47",0.136154081095174
"48",0.105150364426345
"49",0.100241971065808
"50",0.0884872575512566
"51",0.0391281938655364
"52",0.0200098304784617
"53",-0.037225661501907
"54",-0.1334180394408
"55",-0.157666855895637
"56",-0.152323014134079
"57",-0.0692122059674869
"58",-0.00956248336040256
"59",-0.0309799853622552
"60",-0.0339688238193182
"61",-0.0496041970288452
"62",-0.0302802072738821
"63",-0.00408221688721054
"64",-0.0273031506075071
"65",-0.0566708951097062
"66",-0.0197704401888388
"67",-0.002457212914589
"68",-0.0823925875596211
"69",-0.21392868178908
"70",-0.360880776340458
"71",-0.411695728550248
"72",-0.363581704141129
"73",-0.32947348846134
"74",-0.272758945246437
"75",-0.181949411363518
"76",-0.117878295679029
"77",-0.0635945173769742
"78",-0.0234933602157712
"79",0.0579019547753655
"80",0.20979763298413
"81",0.331984536302867
"82",0.416770136712721
"83",0.436262126626386
"84",0.43652294216931
"85",0.444660465096024
"86",0.360541876267425
"87",0.235613055648499
"88",0.156787023956374
"89",0.114121731122668
"90",0.103994367109516
"91",0.105210617558227
"92",0.0592010808545121
"93",0.0105599822192949
"94",0.0416977274262801
"95",0.111697693239155
"96",0.123041736511028
"97",0.0876748121440486
"98",0.101491003263815
"99",0.137528644735191
"100",0.211016687151753
"101",0.327542678300751
"102",0.377299763513491
"103",0.305717952263203
"104",0.242995901448555
"105",0.185571780060954
"106",0.114722201374838
"107",0.0679505159684925
"108",-0.00542369328246504
"109",-0.0591673442892095
"110",-0.0937259673755322
"111",-0.0889546898081887
"112",-0.109373092122856
"113",-0.177423177018349
"114",-0.237075972736588
"115",-0.251797253025677
"116",-0.268885610877911
"117",-0.216003452469479
"118",-0.174718989319918
"119",-0.190511688528519
"120",-0.161108222818637
"121",-0.0884782396108105
"122",-0.0198170260762126
"123",0.0233199903243711
"124",0.0403980294500469
"125",-0.0175947225870869
"126",-0.088302114747995
"127",-0.143378569630428
"128",-0.164817095087157
"129",-0.206978720489354
"130",-0.249538118490049
"131",-0.24608395247753
"132",-0.22948387626407
"133",-0.211842881243803
"134",-0.159110139009629
"135",-0.142348945224481
"136",-0.153827721722476
"137",-0.156612758882443
"138",-0.166104730587411
"139",-0.169478296174693
"140",-0.220115449856653
"141",-0.286731769125663
"142",-0.299391511954103
"143",-0.292930648272597
"144",-0.325436151085197
"145",-0.33034424927922
"146",-0.340309141995173
"147",-0.38303339017252
"148",-0.374073758353875
"149",-0.278755197787169
"150",-0.159989609398238
"151",-0.106433792500688
"152",-0.0746038290187052
"153",-0.0230667871440277
"154",0.0341042366227578
"155",0.107097157030158
"156",0.180024424949363
"157",0.165871338557303
"158",0.0952220487569342
"159",0.106511455724683
"160",0.0991002342837862
"161",0.0343366953394543
"162",0.0159816173065842
