"","x"
"1",-0.0067343550628523
"2",0.0570974616972856
"3",0.0834574449332957
"4",0.113528859913337
"5",0.154145534807797
"6",0.167899127936895
"7",0.151836016373219
"8",0.133276085948774
"9",0.165245894504526
"10",0.20334925161848
"11",0.2138551599243
"12",0.244845875644482
"13",0.262032771121443
"14",0.279413367745889
"15",0.346850983847918
"16",0.380467955724894
"17",0.383308940537174
"18",0.402930114000187
"19",0.435319264250956
"20",0.488835291780702
"21",0.459629435800531
"22",0.387299176903228
"23",0.379009336039089
"24",0.37064863968057
"25",0.392482396370496
"26",0.401456827651634
"27",0.330376900106828
"28",0.265525305379507
"29",0.247393366635421
"30",0.270928243241432
"31",0.278125866331964
"32",0.249372719927548
"33",0.24866335064105
"34",0.261093799076158
"35",0.222793007334233
"36",0.138529879851401
"37",0.0284348463880861
"38",-0.0378978388914021
"39",-0.0307539436823575
"40",0.00378148937164061
"41",0.0268084557430633
"42",-0.00147004444475764
"43",-0.0249278083170292
"44",-0.0253864707575234
"45",-0.00571005923871851
"46",0.0220395087694026
"47",0.0323626343566817
"48",0.0698254210551691
"49",0.108795948875858
"50",0.108283006468571
"51",0.0836711260360598
"52",0.0653729118329795
"53",0.06054092780719
"54",0.08166947432778
"55",0.115555063605176
"56",0.133715325120892
"57",0.114588684644058
"58",0.112917678819146
"59",0.155431609184639
"60",0.192664889244049
"61",0.219806012276309
"62",0.217945333049997
"63",0.206631787068329
"64",0.134101575619966
"65",0.0171080903129197
"66",-0.0543412071949698
"67",-0.0999067459211357
"68",-0.126533312404325
"69",-0.147105184426808
"70",-0.204842033804616
"71",-0.284139838652129
"72",-0.340183582278333
"73",-0.348204170899144
"74",-0.302514474701422
"75",-0.24553014848853
"76",-0.149415213011502
"77",-0.0341044908100639
"78",0.0282902084314239
"79",0.0497821030071948
"80",0.07336218681797
"81",0.128282204789818
"82",0.163482148445072
"83",0.219735045974706
"84",0.308422227720776
"85",0.337975012526447
"86",0.316499915387671
"87",0.286161260188634
"88",0.233311832984865
"89",0.202173741488024
"90",0.182210885086935
"91",0.151090421670931
"92",0.124955116472064
"93",0.0927663599572819
"94",0.0877261612395708
"95",0.0699366629691612
"96",-0.0107583465833697
"97",-0.0801830893083584
"98",-0.0953257911351025
"99",-0.121483712772391
"100",-0.112869981663952
"101",-0.0984133087164143
"102",-0.109413096998936
"103",-0.106166508740046
"104",-0.100807710349455
"105",-0.103397159679134
"106",-0.085384469831963
"107",-0.0557766433256684
"108",-0.0120527223310676
"109",0.0467449513543438
"110",0.0707601255784935
"111",0.139959504061689
"112",0.187923832238609
"113",0.183700279642356
"114",0.183771610864007
"115",0.166663142476142
"116",0.144382834832181
"117",0.126501911644118
"118",0.0815390975108064
"119",0.0248804488374948
"120",-0.0260534975643487
"121",-0.0633865872022083
"122",-0.0815485683420555
"123",-0.160232468813828
"124",-0.242331470615665
"125",-0.278722673399516
"126",-0.293427788503907
"127",-0.282531337223334
"128",-0.273341303756816
"129",-0.291361770321716
"130",-0.292173633114902
"131",-0.290526267731311
"132",-0.291174041867506
"133",-0.306231119419228
"134",-0.338889482185115
"135",-0.350474839067256
"136",-0.361994640721328
"137",-0.371501615149758
"138",-0.371510104448095
"139",-0.360417930231572
"140",-0.345546911468226
"141",-0.304376277273311
"142",-0.277000467735073
"143",-0.306428596756829
"144",-0.376800065730061
"145",-0.441738805825112
"146",-0.501260702725031
"147",-0.511164708219298
"148",-0.459149513554965
"149",-0.432134577241565
"150",-0.433932414267999
"151",-0.434702689594171
"152",-0.44218598634074
"153",-0.455736237845615
"154",-0.444440251136308
"155",-0.3849602878208
"156",-0.288669876706285
"157",-0.198739478757871
"158",-0.106083311066449
"159",-0.0639196149978116
"160",-0.0784758837644316
"161",-0.0803062132845858
"162",-0.0387492112439288
