date,ERA5,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
2006-04-01,15440.0799460453,31530.9639067871,30089.1118278098,33010.5632269009,30693.7620346515,20287.82116939,31887.887852608,24368.6384898956,28452.3966289979
2006-05-01,26036.5876245075,28742.1464185965,34063.4555745063,42209.6779432509,33851.7827004288,48257.7387140984,35109.6355980794,49473.8039962576,35916.235878263
2006-06-01,55163.6771467214,55973.8524788106,46762.0480862041,52502.8981987225,44538.4158889016,46270.2996157711,50637.6001737991,55468.5601353432,56295.3986245604
2006-07-01,44855.1962618975,52498.1022225938,47584.6228604285,46647.0186079241,56413.4359026494,57946.3804931286,54674.8335437448,44582.9396328526,39226.4343192273
2006-08-01,42474.9083492584,39946.9569336874,42107.9103879325,46434.0706123845,52724.73823841,46601.2789338195,47788.1958769638,53877.4970450811,46464.7849834828
2006-09-01,59423.4426469018,55881.979392629,62176.932509753,54740.9474252304,58883.1061885738,49132.7106533965,44996.2792032327,55734.7581766879,51334.9300545504
2006-10-01,72003.2311014759,52061.9824549323,58180.9789383903,58060.5320087652,62551.8102269871,47533.5931436682,65581.1449102527,63580.7865694031,68624.9569624924
2006-11-01,69417.6930864372,50302.9711169471,54103.3394140192,60563.5364308639,61629.3250992469,67395.6270861658,59037.8054365978,57814.0475074464,58929.9336443548
2006-12-01,53427.4722972479,44944.5235766789,44763.3281640033,38029.459036383,42819.2080404538,40394.336930751,42617.8934555243,48810.3715375565,46818.2908751956
2007-01-01,39102.486970878,51331.5773237414,35615.976078209,40332.4254748259,37014.775254751,38148.9674558941,32659.2659542522,40889.2308578724,37359.1636863616
2007-02-01,33700.0836900181,39442.298225444,32301.2964167028,35199.792167416,31986.927614083,31830.058858828,33990.0727780049,36263.8718843926,26546.6019262756
2007-03-01,28422.9535610168,28071.7672428674,36861.5907303913,33529.690610644,30631.6201823308,29462.9570378914,33632.7362278311,27633.4891030606,23116.4373794417
2007-04-01,17697.8329282289,47350.2104344631,27568.135434544,30193.1448305596,29795.8995087435,66586.341387686,33172.9294100067,28607.9741654414,47398.8598804602
2007-05-01,45208.3729910637,32525.0631696486,58917.3085243752,38324.3932061158,36097.8968637614,35084.153158753,55433.159477592,50311.776045199,40165.1536422061
2007-06-01,39419.4740846436,56020.6858680899,47880.9241042765,41335.0293538338,41950.6093473107,46346.2548408026,49135.9818606617,45258.6661115575,38566.2524175418
2007-07-01,40268.0906268281,57430.0358715488,48513.5662625904,46309.2439398882,45036.6761174337,48358.3066291983,44366.9742418829,52502.1238494854,36623.5146424292
2007-08-01,63597.0199024575,33055.0057481803,53554.3809027705,60473.0426194088,50295.5457440307,39792.6667238791,68914.1245032222,67966.0572630216,38617.0219133117
2007-09-01,56437.4773583657,48151.5545015564,55320.2156592818,45996.8160149567,55194.3825273538,52872.8876599833,41823.8134010993,49943.9418189795,36623.5146424292
2007-10-01,89438.3061746574,70866.4945611542,78025.8278399211,80166.735484038,68055.0971219849,68246.7022791282,75628.0987945726,64951.1753686368,80129.7326232606
2007-11-01,65455.64218455,44638.1852364953,61786.3162628109,18282.6069806886,42217.0263175778,49797.2826634324,64325.1485522554,24023.5589344176,47277.6504920109
2007-12-01,46538.7720620259,47350.2104344631,44430.3546122995,59660.2706727699,42749.7088323369,45276.4837138848,37973.1052498791,41188.662093102,40009.6808179972
2008-01-01,44273.3365558984,31784.1348961169,35800.6483398513,43091.3267508114,35652.478882116,43802.5964317167,39542.922156079,29341.7960959878,59705.3896716373
2008-02-01,24415.2927863862,33469.7856822725,53252.4300969558,40935.1325088141,46802.6728909917,46620.4956010103,33864.2028427677,26646.7044854276,32269.4502849023
2008-03-01,20432.947312572,31784.1348961169,31099.319837669,25797.7692988711,29276.0977817569,28984.0310545116,31214.49343137,23652.5660485349,24287.0413561638
2008-04-01,18996.750960449,21167.2638128433,29324.2196707271,25783.4073353498,30241.4632288137,20332.27955707,29155.1710885754,26359.3671169018,31739.4203903791
2008-05-01,23878.047552989,28613.1036711367,45792.1701527252,21678.9246727441,32031.1147686197,34298.0698579622,42587.2599098713,34533.6605652134,29841.2496194653
2008-06-01,27084.1727383305,43134.5053906026,41311.1453303937,36944.7112632284,35531.1473935088,41213.975005691,40683.8640212382,42387.4943561314,40793.0874975728
2008-07-01,44116.7361463121,25029.8185737602,53419.4680459518,50977.3265830523,31920.758765721,60271.7282166935,60301.0652201706,66627.4616419609,76842.003290186
2008-08-01,61618.6242530174,58859.3306130129,57801.0392074539,60473.0426194088,52051.3804047357,54021.367801459,56942.8288996921,66351.8960660111,58841.7856772641
2008-09-01,87503.1823085778,55309.3834112081,49639.4872263924,49615.0754889712,58591.9342776037,41507.3758715007,62830.6333814218,51439.3035009526,65279.0184925941
2008-10-01,79248.9465452568,68922.9332224718,62551.4562930251,70615.0337378046,62540.7719249338,63085.1558039308,71418.1021853103,63805.0748990269,76536.774053384
2008-11-01,68149.2558463617,56201.114172625,43824.2383075553,55392.8274394618,52958.2785665978,59952.7705498075,69473.136430207,51413.3955108799,60069.9635566303
2008-12-01,42799.1179324524,43283.7885750214,45751.4298235278,40522.9905671023,44012.5539196765,39601.5829892318,39167.7545359816,44988.4814938574,36695.4526730416
2009-01-01,42540.8872778511,40520.389245635,39412.8621080511,39809.8099878069,45847.5527352153,39708.581230185,38740.8505159662,45632.6887959254,47398.8598804602
2009-02-01,32910.7958636566,33469.7856822725,38839.3698034897,43842.6467197341,37075.0389409833,31348.0545956855,48639.2923745527,29303.864077928,35375.6240421585
2009-03-01,21106.2763793508,28684.7101702498,38156.0464508172,25544.4800439207,30009.0273885136,24482.1725076404,27901.4139242983,36819.3293709889,28968.3957698441
2009-04-01,10196.5067995335,21243.3503307608,27258.7639902996,19384.7973931999,20774.8576526944,19306.4237099531,30732.1854904147,26127.8644927821,20079.8397356323
2009-05-01,22400.101829272,27804.3392150088,35003.2441001269,46520.578461848,23334.3548964619,43482.3386253915,42550.0177729727,30386.928948462,31082.5423816799
2009-06-01,41476.6234379948,50830.3335173327,39792.6425826851,47462.9981023572,48735.3364056902,49568.8145655925,50683.9943733484,51677.7422352639,49148.810660947
2009-07-01,35783.6080285103,29686.9859529859,52344.326786151,36685.7113010347,39910.6498062964,60961.2335271323,66735.8085680593,66627.4616419609,48604.5542947327
2009-08-01,41975.7885020459,57611.4795858151,46798.5926303653,53954.7609291158,50615.4180785521,52872.8876599833,38906.4182306035,45209.4871181688,47230.2810375935
2009-09-01,61110.7172187895,55283.8152984344,50489.1981919851,51996.1485102973,58574.6651904457,57112.7239399339,47476.479854993,63775.2931067114,63524.5748406232
2009-10-01,54210.7840078385,41728.349910698,45959.7762840369,51701.6819594904,50665.449292786,20986.0361498557,58917.6711204318,36823.3719980076,40165.1536422061
2009-11-01,75403.0860612334,54611.1842517061,53252.4300969558,50955.7295781458,52678.964948061,70670.0852464601,61833.7821004764,51003.097480385,52285.5762808686
2009-12-01,52384.3431974368,47877.4428560893,31079.5147164241,34639.2275049916,27895.6835823407,36171.9520232585,39642.8391773862,33020.9095252366,20152.8206815853
2010-01-01,44892.932760936,42189.2733086299,44917.4119545358,46509.5320698466,35778.914066823,40578.2772549424,47330.7287650141,45632.390021026,36003.7863377024
2010-02-01,50407.8349549529,31747.407905403,35626.0912339757,28149.5458696011,54296.6751181672,23439.8777244901,37919.1678654139,29777.6345105721,26899.7102576947
2010-03-01,35390.9640908652,32918.5532130873,39523.254142088,39596.2829142123,35686.8322548928,34310.8184537487,38838.0401309643,31997.9288020723,31879.7945348943
2010-04-01,18335.5735944681,30430.5563766813,30615.1617249042,36886.455866132,23692.5698970701,31341.1388831597,32939.2281158901,21923.2415834897,30686.1764345641
2010-05-01,33259.394986769,71086.1578907303,58180.9789383903,55540.8907339451,51162.4385054026,68141.0066088351,50602.6414824992,31910.7073244776,22085.2178893509
2010-06-01,44652.0242919999,48645.2800265834,49455.3136912349,65721.6506702425,69606.7691376517,55875.2767680439,43823.9998521768,66351.8960660111,46818.2908751956
2010-07-01,61095.1242796215,55618.9860170642,61721.2705854734,63928.6467831614,51162.4385054026,60448.4280003076,62825.8609446811,54608.7144729703,57439.6699874419
2010-08-01,69825.0665083156,38864.1095608978,49939.4521125959,59679.9513788342,50665.449292786,52471.7843282578,30297.0085791543,45196.9389684766,50521.7161681456
2010-09-01,76024.6889960087,73538.2312662827,60508.1429780812,70538.4288443209,73205.8771413601,67415.9303013686,64789.3304125579,67407.3971767882,74534.1641455118
2010-10-01,68970.269122408,69859.7220352297,59701.4403767072,57654.2078707981,62637.0655311674,63652.7710384786,65446.3865898454,65517.1400835521,71680.7924513491
2010-11-01,67465.4518227837,50010.4990614285,55807.6558272945,57425.5744539958,53855.8178877512,59207.9971755286,49901.6942340849,47518.5126119887,48199.1897547739
2010-12-01,60413.2582516409,24181.5319433701,31342.4628586175,44429.2621927019,33570.9360036969,23495.877849578,32377.0692890274,31371.3278823312,36280.9301578577
2011-01-01,39712.0064525155,42633.9960689566,40206.0889777121,34639.2275049916,36960.7876409116,37081.9951269451,38814.4771288252,42251.4029172023,41463.7677909523
2011-02-01,26148.7465988858,31432.9454496941,35800.6483398513,33791.7722717494,29189.6755436758,28347.9383215969,31558.531258895,42071.8992134819,28574.8015882077
2011-03-01,15927.1802226666,25690.2552533169,30429.2309470078,30456.4835145544,26476.7249182856,31237.5950968689,26989.5671768103,31297.1851051586,21997.9178056751
2011-04-01,10211.6439587215,24920.6460692167,18609.071647416,28254.6202956409,33570.9360036969,26480.9602291472,33252.2442749225,24481.0177133384,30456.6706332314
2011-05-01,26451.2285878528,41294.566341652,32226.6055596692,46509.5320698466,42217.0263175778,71282.1960890739,48405.4657476387,49404.2976919348,43417.2343801144
2011-06-01,47915.7928448308,58723.693888515,47858.74317671,44036.3663291317,50295.5457440307,44237.697406064,48959.0209074628,51106.6063534264,49993.0104871987
2011-07-01,58257.0218196767,54089.2912500718,58455.837736257,60703.1781859943,56934.9329902663,61001.9537775538,57972.1249628585,49570.2677558452,48604.5542947327
2011-08-01,56560.646872655,56765.1721698622,52324.0031407605,62234.554405655,56934.9329902663,41507.3758715007,61239.5159613488,49713.2501086576,73216.0867234594
2011-09-01,72265.5865177232,56514.367861223,58917.3085243752,59375.719867,68204.3122445766,64568.6204953291,58917.6711204318,64642.9830271286,65420.0275855853
2011-10-01,83627.0303498268,64854.5397433746,77921.0628031401,61936.942323508,61253.1168306779,64003.5414427051,61239.5159613488,67693.6431193493,76629.4253105888
2011-11-01,77307.4375280293,68242.3823418487,64269.2412231313,54666.5595060735,53221.366129931,66811.8480753065,64325.1485522554,50311.776045199,58068.7128255287
2011-12-01,54541.486561267,54032.0518315229,49177.9467364038,44429.2621927019,61024.4825266103,41251.1775105986,41556.1476127315,46210.3815916941,42596.2621104038
2012-01-01,33205.9816712527,20834.7854845057,38128.9403021388,43390.2685071536,37075.0389409833,23495.877849578,41556.1476127315,43706.4615675562,35212.9098141415
2012-02-01,37490.193310515,43197.7229440377,42076.1985220186,43418.9250986868,36755.3254929294,29947.6562501457,39642.8391773862,35046.7509666755,35056.8695502793
2012-03-01,17198.2690773751,27763.562250521,26602.0079205488,29365.3972386612,27595.6018317729,19481.6197082625,30306.2416210611,22225.2978276015,23884.4040808277
2012-04-01,34660.0670042476,38109.0321330248,46457.8297536334,36395.3109022417,47729.0537286804,27374.524234447,38894.0222911143,40924.4173183125,40535.3575097525
2012-05-01,42784.8364345777,54969.116601371,46798.5926303653,47171.4826899067,28089.7637385817,41421.0928661806,27007.8010575002,45257.9124087004,19985.9505975063
2012-06-01,48996.2826277039,41822.9386438222,43803.6735979298,55075.2016825809,50247.1007695935,52537.8764355372,50048.8701908822,44261.1325164339,63311.233038292
2012-07-01,32124.16724722,42046.7011779032,46745.8156338242,45996.8160149567,41916.8118504385,52809.5994799788,42024.7809450529,42940.796938718,33519.977948937
2012-08-01,60741.8957241392,48536.3058772129,52822.9147440496,55292.5911889669,58951.8784419389,61408.7423728112,68914.1245032222,56995.1271123723,50386.917527967
2012-09-01,47986.9133122593,55618.9860170642,48521.3016573037,47490.3525321536,58487.7630187816,69168.4738542618,42550.0177729727,54504.1081775143,65279.0184925941
2012-10-01,83109.6071806578,57022.9585360656,50608.0431002906,79613.9952776004,58316.9198540643,41761.2158476494,38906.4182306035,36823.3719980076,52459.6345981882
2012-11-01,61455.6000685956,35294.8882335639,53689.9574352256,18282.6069806886,37239.2295980139,48829.5818562209,38740.8505159662,36819.3293709889,41618.4045166238
2012-12-01,44713.6517101612,44638.1852364953,49198.2013671746,38324.3932061158,44248.0666010901,40418.9298281802,56590.9433550927,34526.8020839451,49077.1014708672
2013-01-01,24224.4915468098,24298.8422617056,31233.1145496,35248.6124219116,39212.4291167066,33267.0778382962,31103.8798179542,32206.4796529139,25714.3004339225
2013-02-01,34376.7780803409,35747.9221564226,29401.3879805406,40538.7395682447,48985.4456983996,36207.1762256906,32382.5965189738,29717.9067636866,33366.3174490063
2013-03-01,21981.5468612013,24229.9376384245,46366.8803184034,36350.8516737929,32301.8832708309,69886.0092180965,32382.5965189738,34353.4910069369,31632.5520029951
2013-04-01,22730.710429275,52061.9824549323,38855.5219984364,30394.085370033,61687.1437780643,66379.9622397999,34092.671549459,29773.3822834848,21997.9178056751
2013-05-01,30897.8698265129,34819.8278902818,45803.4279987465,47769.7166768304,28089.7637385817,36874.8439928177,43963.8716765428,29723.5138830708,34306.7658632378
2013-06-01,40005.8283805393,51017.2925972014,43078.9847870112,46324.0954218863,48655.3716760698,41665.6511815564,38746.3168788743,49839.1067506182,37942.6940209678
