date,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
2017-07-01,53281.1053095653,67679.0683229266,48936.2216283916,66438.0176674731,50408.7171774023,70908.5028387429,65123.0417287409,48543.3952002124
2017-08-01,79041.0101310301,66504.8358744884,82127.5263685656,53727.6375510694,54795.4442528063,70908.5028387429,68413.0211282007,54354.3678834515
2017-09-01,63060.0492818617,65431.8428743874,67046.2408059387,82800.0805194315,54896.4257359651,62090.095455338,58603.8614499763,65939.3062342879
2017-10-01,60870.7776134759,79605.4368473943,89349.6435068416,50046.7125840875,54834.4264015094,70771.8324765888,80898.7356609915,54867.2864357228
2017-11-01,63160.0799045522,66803.7330258313,73252.0150417576,85219.5041902709,58003.0082569813,58563.9718975447,73800.8858487846,75441.1779995122
2017-12-01,65291.1500423266,66214.966856461,60049.1950138314,61674.3432115633,63975.3134253953,66141.7099223331,75383.5052538179,67311.1675590628
2018-01-01,63854.9497430705,61865.4788595877,75352.0110522086,62221.9941614675,75230.8916924505,60412.3138467884,70288.5570023906,78209.8665825878
2018-02-01,76118.9674752468,88952.6406462242,73566.8310133884,81180.9372930797,73885.0787584472,72001.8307534211,81503.3310136149,78209.8665825878
2018-03-01,82377.5338676498,52622.3365027411,54574.297304193,62674.0494913741,82364.3431103217,81558.0677695784,70807.1574846581,66007.4748105972
2018-04-01,60755.3573446388,87776.9110197226,89361.165786859,68749.2801804151,76156.8057267876,71004.744758995,70890.4876681632,64088.3773832798
2018-05-01,63801.9236037121,80846.1807831444,70165.3830380391,73914.8132568104,61421.0073297061,64210.3074318708,62639.8670425138,82718.9444813422
2018-06-01,59856.6020738548,81805.6838100392,58547.2026790244,78649.3840953747,57129.5850076846,48930.8902431535,53014.1417075974,74999.1698999002
2018-07-01,53460.1891390068,74254.9125670767,66062.2974684902,56328.442627508,45283.5515473776,50981.4628320914,61202.0201105198,69607.1761668733
2018-08-01,79234.9319102471,75009.617599011,50155.1010203341,56258.4095703033,45283.5515473776,63626.6216400872,56252.0089880145,69607.1761668733
2018-09-01,67255.412585296,58781.4979282104,75279.4190515228,76255.8360825912,65179.0268857952,48252.817391418,51808.9163174191,57758.8804743801
2018-10-01,84219.8214171604,66504.8358744884,67234.2202841126,56839.0310566086,56829.6119989354,59376.9809019257,61885.5796000334,66541.7926766015
2018-11-01,75126.5717787468,84306.5041536134,66670.1274517614,64303.1176051844,59005.2176950205,69906.6020540371,79761.717957116,102009.7198307
2018-12-01,63854.9497430705,64731.6610438473,58213.7557333655,61727.9746170385,79054.4240990359,62228.7940696108,75091.2311635364,74942.2823355527
2019-01-01,67846.7164923668,61685.3693961849,69519.1925228858,64436.9679485423,75136.1688448462,65271.5171818708,98039.6321006841,60453.1939248166
2019-02-01,70748.7703373961,82065.9550156832,66389.7414874104,80927.0679735566,78423.3308896631,87558.4940571448,70415.3656484852,67838.8733693462
2019-03-01,67200.4419383404,55053.2241262625,58348.9432306629,87313.3470366942,67504.7334709508,84275.1606649097,81582.9705754767,72711.3333291766
2019-04-01,65801.2224567966,74646.356738688,87687.355249513,64189.8066934696,80655.8662294262,84781.2408247988,69042.7745871136,86912.8279049782
2019-05-01,68231.9156143812,69955.2603694529,67946.2002142878,84045.3604050648,80405.0779038629,77130.7641978894,94492.3094584033,102877.20012822
2019-06-01,50020.4135670542,73873.9589425569,67431.1472639537,82844.5358096791,74845.689450177,69755.416568647,72787.4718150702,72930.9298266481
2019-07-01,66901.8915767269,50481.6130478068,56525.912028985,58531.4715177799,56677.751159127,55109.0492820078,42564.8892858488,79104.9558038626
2019-08-01,56409.212115917,75846.7291294155,54312.7931548378,56258.4095703033,65208.816670092,42514.9383855423,63566.8925268135,44960.5674157417
2019-09-01,50624.0370675856,67245.7131330868,64324.8331635896,67558.0597216317,53200.0299430841,54894.6225214873,49950.271179177,64385.309877143
2019-10-01,57211.278687278,75471.2431943714,81862.0827763464,66930.460893536,80490.7652281661,63735.344450731,65657.5418504434,64385.309877143
