date,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
2017-07-01,52220.8218229782,49466.2227897885,24812.8158679152,30441.0326249992,28434.2806454838,45447.2821986474,47440.4870640841,25413.7398331879
2017-08-01,39401.8821764656,36795.0921350881,58303.0894048596,25799.973091368,21154.7798227478,26637.5425597881,39049.8779280073,37556.2456609795
2017-09-01,41457.8182791167,36113.4517848488,31909.2413682054,39510.8814660531,30975.9205740726,33182.1303283942,41551.7861103632,36349.039561927
2017-10-01,32372.0703905393,40101.4224158104,46689.0728027165,60830.6358435464,38658.9868966211,39001.2165978417,31701.0258932635,28372.4866794398
2017-11-01,32563.3911442361,52327.2119070362,67725.9374185754,51226.8570290154,51079.3061241874,47481.9452289403,48961.6071451108,61375.8480014393
2017-12-01,58951.8548405375,62715.4841116292,40248.9632818473,40567.9634205194,61235.9595972208,38190.4512347649,46251.8949706149,49156.615622044
2018-01-01,47329.4750013556,44187.9188043596,49985.4848214905,55925.438671581,63635.3077450001,53169.3259261896,47202.8685573695,72870.5232416105
2018-02-01,31360.9041339195,43515.6777171772,49960.0846390459,51632.1124254995,48423.4246703792,62426.4741185981,63940.4030685457,68434.4376411621
2018-03-01,45270.4741447488,50865.603496426,38179.9010297646,55925.438671581,48133.8374170491,45060.1257762345,67030.2423694543,66822.7027735811
2018-04-01,36446.083806651,31346.8737511465,58827.567016984,49448.4774184671,67012.0915666489,43568.7229609849,48703.4775272352,72870.5232416105
2018-05-01,42964.9914081385,49385.1372585821,55061.3308005919,26592.7745527226,31823.8899261288,54373.703414505,49897.3667249045,40506.0942249287
2018-06-01,53631.2759405007,52316.756617214,24812.8158679152,38201.8098331772,45068.4990614687,43795.8222448479,30173.4476986096,35510.0579329845
2018-07-01,52220.8218229782,54353.2504988059,31909.2413682054,37347.4301751455,29595.7789958342,41493.2812506102,45090.5242023247,30215.0360595292
2018-08-01,25930.5057334493,65839.7853407146,42303.7917613476,60681.5956926602,19565.1033657172,26661.1317975356,41551.7861103632,50957.4541296882
2018-09-01,32127.5122833324,34971.0471573008,44514.7439115744,40283.9798349213,29293.5024029112,31016.3603052457,23106.7669682268,29879.259700386
2018-10-01,52744.7021792589,28683.3531473906,32192.7686898034,40269.0743274336,28369.8051267867,41742.1393583505,26135.2430433339,44527.6939419762
2018-11-01,50811.3886401006,62348.6814024866,69892.9803100262,26592.7745527226,66348.1133529368,41100.3168753051,35511.0728903767,32064.0045838285
2018-12-01,44758.1580629605,58919.5045780342,38179.9010297646,53150.4664460884,50230.3985237538,55213.4186099454,51336.2262695439,72807.3922678726
2019-01-01,32096.2910308408,56543.4888521882,47394.5253145794,41665.9591730475,61200.8853585648,55972.4089650129,45748.7481183433,70919.6432049006
2019-02-01,37179.7266903108,44562.8902433626,60542.9105495518,53431.6212195166,51012.9423224113,40898.6227177206,49892.6205676167,49005.8352813803
2019-03-01,53743.8666222655,28681.6552658207,59191.4479585105,51226.8570290154,53513.6480733086,61810.9102636838,57119.9257978818,61350.0832119243
2019-04-01,74248.4787496141,39741.3306830845,46782.8232182533,42909.9708295944,61235.9595972208,51818.2844830796,54701.1743102762,68727.0702852529
2019-05-01,48489.1874492766,24438.9704593885,23161.2179443378,24110.1061649194,47482.7700105937,39603.4601940244,25757.1820648994,52295.6250495701
2019-06-01,32751.8945536625,36952.1828438814,41358.8748886061,31611.0347419938,33442.2687424913,45406.649658863,51452.9245693989,44527.6939419762
2019-07-01,39045.6176913721,52316.756617214,41614.129052162,30449.2618215047,31358.1002951384,64042.3164825311,54631.3160604078,45706.2521593924
2019-08-01,53864.6463755279,42556.4415154523,56652.3500274252,61961.8366746394,24635.5649290588,35498.0469869626,28250.3274459029,38123.1553580076
2019-09-01,50417.7443440732,52211.081226431,28156.3021056636,37347.4301751455,37852.298550762,39001.2165978417,30276.5015405699,29879.259700386
2019-10-01,65456.3641666581,21245.0146875746,65366.7257586015,22229.559691531,35488.7989920621,52470.9785824617,49879.8243928359,37875.6752552745
2019-11-01,60244.7235882195,37037.5991507595,46690.3409936971,26592.7745527226,64100.6918589647,39338.1178933343,27635.6823339298,50813.3436215845
2019-12-01,40535.4796757527,55466.3500274909,41181.9436204162,51972.9074031493,63635.3077450001,36264.6843423505,44828.8649212538,79366.5596360375
2020-01-01,59171.070965541,38682.783353746,61638.7075233529,55925.438671581,64326.1387203834,60045.6646460547,47202.8685573695,76239.2229999075
2020-02-01,50077.8860079045,42628.2510654586,52295.0049478541,51632.1124254995,58718.7253103175,55436.4365514725,48256.8143780628,71385.5515365147
2020-03-01,50257.9068472578,46647.2018047705,58827.567016984,52019.7825481711,59058.341728199,36131.1314711733,66275.2885132868,69404.5396576695
2020-04-01,38909.6847900989,22169.71417972,58827.567016984,51972.9074031493,63635.3077450001,25542.0331145358,35674.8838249533,75912.7092786597
2020-05-01,48467.6037216055,38940.3149958371,24873.7001232313,29771.794184187,37130.2596505653,35982.5536193998,48479.0365269446,42114.5244910649
2020-06-01,39045.6176913721,36059.1526128379,41614.129052162,42671.2663124891,63688.9479225844,31138.6717013644,20712.7850871128,28653.326883181
2020-07-01,40434.6879805829,45673.4118801279,41614.129052162,32745.9733838434,26174.1414761369,31138.6717013644,43052.2285371898,38255.0090659802
2020-08-01,33861.6193180955,45804.4677277928,36105.2513380144,28903.6582456693,70645.9348352993,34501.7132379368,48402.9466040789,25791.5718999724
2020-09-01,40642.413780808,37557.5183504726,28558.5515265921,53702.6894878563,38393.4261347269,39643.8345961453,41243.9254649639,26128.9165201022
2020-10-01,49614.7271515668,66268.7746426831,58303.0894048596,28925.3785167827,64100.6918589647,54393.34611752,50426.5200361129,37896.9018207072
2020-11-01,64575.1867528426,18657.2872612292,35320.0929937363,24414.9213543778,50250.6511985559,37574.7643543203,28326.1649879907,40482.7952924795
2020-12-01,45270.4741447488,61188.9424375818,67725.9374185754,53234.8453088594,42493.1937434981,37857.4396596678,48932.0387601215,48607.4424737839
2021-01-01,38523.4962827651,66859.3245308371,53576.4171135845,45261.0322326447,48378.8455880728,60950.4054986368,65134.1217213641,59497.1923826651
2021-02-01,56110.2972236648,44565.7189651699,51037.7558309002,48031.5024821184,58745.8049435906,61810.9102636838,64593.9019304902,49683.9333819222
2021-03-01,49879.5377520075,49329.9002980521,40669.7472875307,48942.729072042,61688.1105220891,58046.4904002433,63940.4030685457,68727.0702852529
2021-04-01,53545.5276647753,53830.6100670971,67660.2286802871,51654.2828099303,59881.8489710205,44069.8619158512,48932.0387601215,54825.0291988603
2021-05-01,49376.7399436267,42744.4387777059,46358.1543064477,48932.5835039695,33941.0732305728,36398.5912816651,25673.6603586771,41635.1742464087
2021-06-01,53212.7834752176,36113.4517848488,41614.129052162,40808.026119049,38111.0865454761,41811.9111222486,47953.483451382,23927.0236265195
2021-07-01,39045.6176913721,53072.9251369126,35695.8510971231,39543.6536720452,26632.7503584013,43328.6121260573,43052.2285371898,30138.5081503861
2021-08-01,40604.7437351588,37762.38834101,42137.066962874,46374.4625460292,36193.9930799487,30162.8937777109,28250.3274459029,29860.1683981126
2021-09-01,40504.9338103863,53072.9251369126,31662.5835479026,29383.5388436951,33485.9303232609,29799.0416311396,24031.4798179171,31313.9109828772
2021-10-01,38373.9745177021,38261.5213762723,39263.1792136057,30109.209098728,20182.4745952444,30471.5424164093,35971.6782573146,42956.370809846
2021-11-01,51265.0730729071,51165.894621514,45210.8436186971,24322.7447508284,63688.9479225844,34362.5540607132,25827.7136458455,27351.0413118051
2021-12-01,45270.4741447488,52861.2282595779,48113.1005069758,51226.8570290154,63635.3077450001,37857.4396596678,44923.4850556274,49683.9333819222
2022-01-01,38984.5882846213,67741.9027215371,47783.3392001533,43681.1021072326,61349.009717374,38880.8999994242,44923.4850556274,39583.7161199796
2022-02-01,55304.1210244382,31290.6167613301,68783.8421550668,41714.2953316585,64549.8792151983,64750.736548693,62116.5264408604,39807.890782624
2022-03-01,47248.5509114134,43466.3137872234,65449.8999411056,44700.9542560622,42484.5856380723,46724.1241792176,54701.1743102762,73746.6371816549
2022-04-01,39350.3385670375,62728.9163977443,46785.7771819048,60781.5373652329,59880.2056168691,51056.2943453499,37515.1859879937,76230.1715034974
2022-05-01,38341.3209933342,39928.6320670745,55061.3308005919,26592.7745527226,26509.2794482193,54866.5985863125,30276.5015405699,57082.1117228632
2022-06-01,40251.1424143913,55188.1134616219,24769.2098572016,38153.5097607293,29595.7789958342,30147.0160740021,43052.2285371898,19193.4127699847
2022-07-01,38243.1217068839,52211.081226431,38815.0266743919,31611.0347419938,37852.298550762,30539.4345435456,41551.7861103632,50917.7775211971
2022-08-01,54397.0522032785,23045.1059182702,24812.8158679152,25799.973091368,42981.2318636432,43463.1464309314,20712.7850871128,28698.5913575183
2022-09-01,42465.7539719243,47023.3981178781,27997.6473521222,41161.4261812077,20789.2435076963,32539.6065161014,23058.0387905668,19193.4127699847
