TWS_OBS,TWS_PROJ,SWs
0.230708932658787,0.188557356350106,SW1
0.218809566424804,0.16086383971729,SW1
0.208388307307895,0.12747919492667,SW1
0.216023500829179,0.166057214860205,SW1
0.228724824407737,0.19414297233141,SW1
0.242001537910198,0.196716508413203,SW1
0.268433316874378,0.182620380169454,SW1
0.300206372957396,0.118581614515264,SW1
0.317308795833232,0.213908741335,SW1
0.332557930618805,0.206763889042756,SW1
0.34168980755905,0.237404505442451,SW1
0.327285674531329,0.277872922109425,SW1
0.296351588798721,0.230926319463841,SW1
0.283941660385862,0.238000085770975,SW1
0.289614440331486,0.273707253465336,SW1
0.276532751505946,0.254992992295548,SW1
0.244774906422417,0.237049663159385,SW1
0.239781121552131,0.22980236421507,SW1
0.238621646209408,0.219658905562472,SW1
0.222283061062919,0.207227706744576,SW1
0.217647177387282,0.20825784808626,SW1
0.224342803383457,0.224771322216594,SW1
0.220763405532378,0.219830574763618,SW1
0.210165671221369,0.218056363808549,SW1
0.212391397995371,0.219355679633381,SW1
0.22695349491634,0.224249268545316,SW1
0.269529063565373,0.22766400947472,SW1
0.316549766967014,0.279323804141354,SW1
0.338823293099906,0.241339483626236,SW1
0.350884777468582,0.263514018118928,SW1
0.363705214941796,0.273034140104012,SW1
0.385242598757942,0.265192401860282,SW1
0.407391415305651,0.243430726389288,SW1
0.420569850912932,0.245544548264876,SW1
0.424449106044621,0.268432076544994,SW1
0.421239350764959,0.265879200049293,SW1
0.417843930032532,0.319265958881258,SW1
0.406627637295873,0.201839760194753,SW1
0.353504654359564,0.173886957566473,SW1
0.300187176514791,0.26785726985246,SW1
0.292804550326817,0.256009308092567,SW1
0.294747263730783,0.253887963176841,SW1
0.283193821050063,0.247903476925613,SW1
0.250220546313502,0.239660633915878,SW1
0.202662855585032,0.205752944603408,SW1
0.165024427395044,0.175687740061352,SW1
0.152424361107183,0.158007340186949,SW1
0.14987541093996,0.102011471456878,SW1
0.136645833441596,0.100349845491589,SW1
0.109295853794208,0.0994485262300523,SW1
0.0877740731378893,0.0880073347078768,SW1
0.080722586317032,0.0933604247322945,SW1
0.0596555865070709,0.113576838962686,SW1
0.0209801075628319,0.135809499584686,SW1
-0.0137358924279942,-0.0491916442235225,SW1
-0.0258521568870158,-0.0316075316912846,SW1
-0.0239108457549381,0.0619181367511706,SW1
-0.0316813284099185,0.0460024700823407,SW1
-0.0354555170109529,0.0649881961390708,SW1
-0.0155728637808776,0.0449768475023681,SW1
0.0109088417585714,0.240288531535457,SW1
0.0555845118796129,0.146746352531898,SW1
0.102903997488735,0.12777706071519,SW1
0.129754727478759,0.0991957121715491,SW1
0.157536967846976,0.250820565443626,SW1
0.183383745031999,0.0105086941154418,SW1
0.216275702884445,-0.205826823622973,SW1
0.238859920436356,0.0592479333922475,SW1
0.252368284448055,0.121306755684188,SW1
0.275261872978475,0.175397600294936,SW1
0.283727851539602,-0.0140247233828817,SW1
0.284282496852637,0.0941118422672793,SW1
0.294789438547455,-0.0194853897512768,SW1
0.29607241042068,-0.343445435877667,SW1
0.294001413130071,-0.00140112747843056,SW1
0.276742118528399,0.170040267186608,SW1
0.248330033622678,0.20991882272725,SW1
0.231767544753621,0.230406584494363,SW1
0.205741728900274,0.157572709472348,SW1
0.179819694698925,0.129087857534896,SW1
0.160147195097026,0.133438075910574,SW1
0.149809720612791,0.135549505275533,SW1
0.156894057797098,0.162488171286395,SW1
0.167860797497773,0.179082545521899,SW1
0.162172964353248,0.187734556560139,SW1
0.123821599736503,0.161917968597234,SW1
0.0680479195119331,0.178951970507532,SW1
0.0365152152188201,0.130015356711039,SW1
0.0246078511507679,0.0536467772800373,SW1
0.012245701623809,0.0368304221502517,SW1
0.0120951758773921,0.060679489025376,SW1
0.0168970593154227,0.0557756540045333,SW1
0.0140245661973604,0.0685337637349559,SW1
-0.00539710313679571,0.0867927753112155,SW1
-0.0350932992938057,0.0385638683974022,SW1
-0.0717653895497044,0.160405028400888,SW1
-0.112095020889456,-0.245736721029542,SW1
-0.138440417197512,-0.184145435688663,SW1
-0.141865175687476,-0.116557776927759,SW1
-0.128134955121981,-0.129070265924616,SW1
-0.118884111192036,-0.136856952333704,SW1
-0.1260877875789,-0.134396150787681,SW1
-0.139194716422137,-0.143324999157399,SW1
-0.144496875281412,-0.137103633710152,SW1
-0.14780589151013,-0.142978103932505,SW1
-0.152584996120441,-0.258151287150462,SW1
-0.159352835211157,-0.164473427479093,SW1
-0.165699656227418,0.236754502950194,SW1
-0.164098355955091,0.204765659510907,SW1
-0.146220965729157,-0.0012271519723843,SW1
-0.139181575215222,0.108470531931807,SW1
-0.164001928106356,0.0164294270804391,SW1
-0.181968524473239,-0.106186103514827,SW1
