TWS_OBS,TWS_PROJ,SWs
-0.142709966387099,0.213875824288611,SW4
-0.0989099447052884,-0.0344333637714368,SW4
-0.0409941171654474,0.0142090451900907,SW4
0.00362042347449829,0.0355417317605795,SW4
0.0353273506702843,0.058822585631574,SW4
0.0667298111450376,0.15137512210866,SW4
0.107671073488629,0.115088409162521,SW4
0.153628420709198,0.0925298686668136,SW4
0.177698360939406,0.151276489183265,SW4
0.183282079098135,0.164707526061147,SW4
0.195197700284945,0.147284096550373,SW4
0.223548754045168,0.171856530656031,SW4
0.256861544744065,0.1679217129264,SW4
0.276132338666448,0.140180828295677,SW4
0.284352995289229,0.240729397908453,SW4
0.295236778899254,0.280941967798882,SW4
0.311091999836586,0.278271738917011,SW4
0.330352135734462,0.293209020612646,SW4
0.333631185955836,0.297782101079002,SW4
0.322993031330942,0.298273490814638,SW4
0.308740134158437,0.290813904555539,SW4
0.286084603729661,0.250769158525254,SW4
0.250873949170723,0.211639712443501,SW4
0.215755475330538,0.210589309911469,SW4
0.178593128949797,0.195745138698566,SW4
0.126646856697316,0.188716119747624,SW4
0.0795344697229405,0.0719583058371401,SW4
0.0524972203465296,0.0524910130171423,SW4
0.0332600469595289,0.0512686164648332,SW4
0.0153256211684951,0.0387786799888343,SW4
-0.0134045379336195,0.0130810217694842,SW4
-0.0420096929690984,0.00150261355100782,SW4
-0.0296926035702357,0.0206477271184631,SW4
0.0112068105638761,0.140156794358981,SW4
0.066387418892075,0.140584226371735,SW4
0.106941487198674,0.0937874753096074,SW4
0.142455866606375,0.168191825759074,SW4
0.195081085992688,0.194899348055395,SW4
0.245625964778735,0.204846708625574,SW4
0.271748922296137,0.250681067604482,SW4
0.276289272360288,0.242369432761946,SW4
0.263808469121046,0.242910267173759,SW4
0.258570104977841,0.244331093373988,SW4
0.269818242010004,0.253707945779791,SW4
0.255768596276491,0.226085684157635,SW4
0.22332510275892,0.203665696207457,SW4
0.184190032106439,0.157309702511358,SW4
0.151139619960735,0.111514711297047,SW4
0.114147234768295,0.0930277485335129,SW4
0.0699950847128511,0.078209217160514,SW4
0.0401846920784373,0.0387701477641017,SW4
0.030448300030318,0.0527082050585504,SW4
0.0309739434398835,0.0330145765453695,SW4
0.0377027254735109,0.070146824254392,SW4
0.0519567166237805,0.0711840458109628,SW4
0.0628727874744563,0.0705692758206478,SW4
0.0661830935037411,0.0819656169492053,SW4
0.0710698527472261,0.0671416082312858,SW4
0.0769821563015443,0.0763847358217865,SW4
0.0844156142224081,0.092947727105827,SW4
0.0976313883152189,0.10465068323084,SW4
0.106601672892611,0.0908756094354015,SW4
0.10479664696651,0.0944576535828632,SW4
0.0957990712185867,0.0786328792297227,SW4
0.0833449093026951,0.239338825208091,SW4
0.0832357913095584,0.11602023129143,SW4
0.0938750333919665,0.00491946154167405,SW4
0.0892799897738419,0.0807487145314825,SW4
0.0760228419695679,0.0996126186705192,SW4
0.076028737391079,0.0974068664994685,SW4
0.0920605723574757,0.00804408551274066,SW4
0.107203135404531,-0.068590786556556,SW4
0.121888566121678,-0.165004506232496,SW4
0.141937718764024,-0.485418810068783,SW4
0.161235323436113,0.115241748229452,SW4
0.175756565886986,0.129458667399307,SW4
0.194545569400362,0.221172637883483,SW4
0.204505754996466,0.197265777058348,SW4
0.182158738581858,-0.00236915943998044,SW4
0.1490286046433,0.118701697988021,SW4
0.131807197109803,0.112615683629847,SW4
0.110374964768979,0.100150705515452,SW4
0.079214363377234,0.0781548511736704,SW4
0.0571955528276672,0.0572959077107459,SW4
0.0462952106140447,0.0766039489074932,SW4
0.0490212729405609,0.0530513221312676,SW4
0.0502397383461244,0.037779125664666,SW4
0.0498403247248414,0.0382559665181189,SW4
0.0417590342566877,0.0492863000589348,SW4
0.0275075574616622,0.043902833813228,SW4
0.0364689759855161,0.0557935585752561,SW4
0.0674349701144463,0.0662471322461858,SW4
0.088152905540712,0.0620619343154506,SW4
0.094572086150241,0.0404424308982909,SW4
0.085057404836759,0.0988554496579671,SW4
0.0800740275587561,0.20488566971059,SW4
0.0806436690912686,-0.0375763262989328,SW4
0.0508326178872472,-0.0316967543852056,SW4
0.0136800595080716,-0.0192989464671372,SW4
-0.0120203641559817,-0.0286285088498935,SW4
-0.0169742397030694,-0.0221023045913499,SW4
-0.0076146450496176,-0.0202519166669748,SW4
-0.00809341555685756,-0.0240734245405522,SW4
-0.0183194462568791,-0.0290134998147021,SW4
-0.020559401934648,-0.0347949809732654,SW4
0.00181156247514587,-0.0723043709083988,SW4
0.0585346624478037,0.0796481186996095,SW4
0.0978107405400622,0.248110424714866,SW4
0.115953129769159,0.0816570059888946,SW4
0.140180940282293,0.120682340371139,SW4
0.161359967931621,0.11053402933691,SW4
0.194829642176987,0.164821040676601,SW4
0.225737934152723,0.21654767658875,SW4
