long,lat,mmk
4.125,39.875,2.7336816657956
8.625,39.875,8.65748924449316
8.875,39.875,11.8182138515498
9.125,39.875,9.4864406431082
9.375,39.875,12.3292125249922
9.625,39.875,11.6889951835424
15.875,39.875,8.13416120940982
16.125,39.875,10.1415391696653
16.375,39.875,10.5491379912941
18.375,39.875,4.72906230810782
2.625,39.625,-3.3153545098443
2.875,39.625,-2.01462621482492
3.125,39.625,-1.13027561623236
3.375,39.625,0.574959542262664
8.625,39.625,8.4660889548847
8.875,39.625,10.6461866152375
9.125,39.625,9.45988642420828
9.375,39.625,12.5753685087373
9.625,39.625,11.6123072238201
15.875,39.625,11.9985094726539
16.125,39.625,9.48590310347678
16.375,39.625,9.05954190018705
19.875,39.625,3.95410755779527
2.875,39.375,-1.33342567014558
3.125,39.375,-0.668921393858102
8.625,39.375,9.33704244774005
8.875,39.375,12.2818224373486
9.125,39.375,8.33973348059289
9.375,39.375,10.186298860544
16.125,39.375,8.99209508861286
16.375,39.375,9.43791667216219
16.625,39.375,10.1454848931147
16.875,39.375,9.47986171835015
17.125,39.375,6.2593872644697
8.625,39.125,13.5300181493911
8.875,39.125,9.82125643351688
16.125,39.125,9.04111170694375
16.375,39.125,8.37276654763168
16.625,39.125,8.81414418465012
16.875,39.125,8.99795981949118
17.125,39.125,5.97156455419914
1.375,38.875,-2.99806514335928
16.375,38.875,8.74852949505785
16.625,38.875,9.59089593334759
15.875,38.625,9.31294661449627
16.125,38.625,9.44124236355881
16.375,38.625,8.42898979250542
15.875,38.375,9.03006853837054
16.125,38.375,7.75216305735778
16.375,38.375,7.97544375000192
13.125,38.125,9.79654689877177
14.875,38.125,10.2856709477382
15.125,38.125,11.2942541971847
15.375,38.125,8.926216900275
15.875,38.125,11.7841743445648
16.125,38.125,10.8511943222849
12.625,37.875,9.53608876340527
12.875,37.875,10.4507423764294
13.125,37.875,9.65062182291599
13.375,37.875,9.16116546151877
13.625,37.875,8.86781936538372
13.875,37.875,11.4385159861787
14.125,37.875,13.8367655760601
14.375,37.875,9.79675345891839
14.625,37.875,11.8852242630191
14.875,37.875,16.7562421879132
15.125,37.875,9.9837470537909
12.625,37.625,8.09631545205026
12.875,37.625,9.6904916742122
13.125,37.625,9.48582807889851
13.375,37.625,9.39236419163369
13.625,37.625,10.4433952969106
13.875,37.625,9.01768004468057
14.125,37.625,12.2797857346689
14.375,37.625,9.88309240141596
14.625,37.625,9.04153712297063
14.875,37.625,13.7854014023231
15.125,37.625,11.6206813044466
13.375,37.375,11.5786622366853
13.625,37.375,11.7718393103878
13.875,37.375,8.98010116938215
14.125,37.375,9.08074168408669
14.375,37.375,8.90767502898733
14.625,37.375,12.7265253196993
14.875,37.375,8.57363300912685
9.125,37.125,3.01684972078229
9.375,37.125,2.9407526860221
9.625,37.125,3.09253947564925
9.875,37.125,2.37707302422741
10.125,37.125,-0.0343919454334852
13.875,37.125,10.6669371228267
14.125,37.125,10.8726166875916
14.375,37.125,11.3566735470307
14.625,37.125,13.7653232411287
14.875,37.125,9.77083017798605
15.125,37.125,13.2077999365721
3.875,36.875,-4.91695816816751
4.125,36.875,-4.90373276848625
4.375,36.875,-5.01161514781208
4.625,36.875,-5.1766335264209
6.125,36.875,-5.58099131405618
6.375,36.875,-5.63092479243923
6.625,36.875,-5.17776445909032
6.875,36.875,-4.87320053641844
7.125,36.875,-5.41437987742349
7.375,36.875,-5.20410339222863
7.625,36.875,-6.20249511108207
8.125,36.875,-4.53432332907751
8.375,36.875,-4.22624688027886
8.625,36.875,-3.18662774309124
8.875,36.875,-2.10365149820888
9.125,36.875,-1.92448617981519
9.375,36.875,-1.89628166385769
9.625,36.875,-1.75230487112588
9.875,36.875,-1.63441916751888
10.125,36.875,-1.97766089143987
10.625,36.875,-0.501558583591111
10.875,36.875,0.883640949706342
14.625,36.875,9.95131077006605
14.875,36.875,9.16761958920286
15.125,36.875,9.80198354057488
2.375,36.625,-1.18569243673305
2.875,36.625,-1.5909181324288
3.125,36.625,-1.35597435360225
3.375,36.625,-2.67301936539794
3.625,36.625,-4.97891664167346
3.875,36.625,-6.82248724573592
4.125,36.625,-7.1004682039114
4.375,36.625,-7.13370065716747
4.625,36.625,-7.64595687216783
4.875,36.625,-7.43120238889751
5.125,36.625,-7.72192833524087
5.375,36.625,-7.21544574070667
5.625,36.625,-7.37080409360687
5.875,36.625,-7.04027486082362
6.125,36.625,-6.85722913184593
6.375,36.625,-7.31958022348749
6.625,36.625,-6.85615149581708
6.875,36.625,-7.09248096639831
7.125,36.625,-8.46596970091668
7.375,36.625,-7.63033804904721
7.625,36.625,-7.78534833301231
7.875,36.625,-7.68860102647607
8.125,36.625,-6.07132654272875
8.375,36.625,-6.4449323579349
8.625,36.625,-6.25259262104899
8.875,36.625,-7.51649890577692
9.125,36.625,-5.96399245674571
9.375,36.625,-6.44812376153997
9.625,36.625,-6.30183364621944
9.875,36.625,-4.63457642658674
10.125,36.625,-4.09696756068295
10.375,36.625,-3.0481933744011
10.625,36.625,-0.377780511958918
10.875,36.625,1.70136365255706
0.875,36.375,-0.745996159869306
1.125,36.375,-0.36300730953194
1.375,36.375,-0.488659276669622
1.625,36.375,-1.00241547415811
1.875,36.375,-0.910847628122086
2.125,36.375,-0.751291854300537
2.375,36.375,-0.616307695827092
2.625,36.375,-0.194701355077686
2.875,36.375,-1.10029545804445
3.125,36.375,-3.27920181109503
3.375,36.375,-4.59330838575836
3.625,36.375,-7.23696306681496
3.875,36.375,-7.96700412557866
4.125,36.375,-7.87191657845964
4.375,36.375,-8.36682264363197
4.625,36.375,-8.14252577779519
4.875,36.375,-7.82676738404993
5.125,36.375,-8.79424172685586
5.375,36.375,-7.85823848981602
5.625,36.375,-7.8519211383796
5.875,36.375,-8.12439655119094
6.125,36.375,-7.45496617877177
6.375,36.375,-7.98838797581155
6.625,36.375,-7.45998057406201
6.875,36.375,-7.54417707205586
7.125,36.375,-7.00114894260848
7.375,36.375,-6.24047090494134
7.625,36.375,-6.6604626289815
7.875,36.375,-6.02136187656877
8.125,36.375,-6.85415109878486
8.375,36.375,-6.55300421583896
8.625,36.375,-6.31324303383499
8.875,36.375,-8.1207617003608
9.125,36.375,-9.07239879166436
9.375,36.375,-7.26748955260857
9.625,36.375,-6.67480419414605
9.875,36.375,-7.03591744910073
10.125,36.375,-5.29511815126279
10.375,36.375,-3.41168492869012
0.375,36.125,-0.596407809355668
0.625,36.125,-0.500408925806425
0.875,36.125,-0.326410095797887
1.125,36.125,-0.363324063531226
1.375,36.125,-0.713809727432862
1.625,36.125,-0.833629742054196
1.875,36.125,-0.730206943455724
2.125,36.125,-0.870211928046737
2.375,36.125,-1.57444186982473
2.625,36.125,-1.06918913391787
2.875,36.125,-2.79231235375659
3.125,36.125,-4.82515942034602
3.375,36.125,-8.64203226004934
3.625,36.125,-7.86204847735605
3.875,36.125,-9.22339667696151
4.125,36.125,-7.47840042009608
4.375,36.125,-8.51557726617365
4.625,36.125,-7.57807471941338
4.875,36.125,-8.62893256203386
5.125,36.125,-8.00531305781922
5.375,36.125,-6.99752791856868
5.625,36.125,-8.99803710043512
5.875,36.125,-7.3869406164856
6.125,36.125,-6.98434956035466
6.375,36.125,-6.96151924138296
6.625,36.125,-7.81491218150663
6.875,36.125,-7.82027922734287
7.125,36.125,-5.44116251935946
7.375,36.125,-5.9690631993191
7.625,36.125,-6.22197993700957
7.875,36.125,-6.95808060385688
8.125,36.125,-4.39480560302812
8.375,36.125,-6.46058880545339
8.625,36.125,-5.69651785122073
8.875,36.125,-5.3888014457129
9.125,36.125,-6.93051225615201
9.375,36.125,-8.86273387729919
9.625,36.125,-7.77070423920881
9.875,36.125,-8.36991437344805
