south_moun
633.820000264794
3188.91000141017
6611.39001693949
7878.36000543833
15446.9299920797
14619.6800220795
9365.75000879541
9487.54998781532
9543.80998653732
3634.70000683516
3458.45999500342
1499.46999982558
2083.49999902211
1443.30000049435
3979.6000036411
6659.06999472156
8279.81998457015
10554.2500029951
8959.17000060715
11119.4999996834
3749.27000653744
2616.00000553951
1654.65000458434
2774.82000461221
1862.00000116788
4839.77001704648
3966.80001541972
9018.9700290747
18679.079972744
10110.8700044174
17959.420003891
22286.6500459313
4207.6200050246
2900.57000096515
1253.64000355825
1477.62000139616
7214.74001210928
5223.64999641851
852.340000987053
7180.01996876672
7007.63000902534
9507.86001615226
15685.4399974588
5570.06000782549
4425.46000414342
1530.96000170894
1408.68999879062
1141.85000324622
657.080000739545
580.430001812056
3506.19000977837
1829.25000094436
4803.74000152946
11806.329999147
20226.609965384
7825.63999923132
7799.12000006437
3105.00999656506
509.949999487028
1103.28000184521
6314.97998808324
3815.43000854552
1609.9399960041
2801.06999700703
7364.55001043715
6606.23000722937
13157.0499746799
6696.65000760183
7582.51001275517
4175.10000388511
1350.05000334233
1595.30000392534
1752.11000638641
1753.55999940634
1657.72000098601
3939.66000243649
6686.97001852654
6798.12000302598
8084.34000319243
4804.82000261359
11733.4399969187
2161.05000428669
4435.35000513494
1491.07999827899
1732.57000214607
6298.73000353575
6420.88999447972
3228.36999648437
13519.7599960566
30574.690002203
20897.209985733
5867.50999337807
23011.1800002456
5256.09998840466
1456.51000754908
1486.34999412112
1177.08000343479
5177.09001974575
3415.85999334045
2969.06000084989
11711.1299979389
11161.8399819415
9593.55999827385
11553.2800245434
5288.65000643022
2790.08999775536
1551.78000030667
4077.31000254303
2683.05999994278
4199.40999653935
4398.55000306293
3736.69999452494
10049.8299998939
19455.0900405645
18699.3500207067
9996.89998543263
6616.78000229411
1212.87999626435
1188.70999840833
2834.26999825239
1571.49000121653
2095.96999397501
1223.81000096537
4143.63999450393
20300.2299693078
19645.2399983406
15905.6299774647
12876.2199841701
4645.37999712117
1026.86000130512
1412.00000038557
1166.81000332348
1399.38000219688
1753.51000542939
2199.71999656782
2824.98000127077
3847.59999564104
20052.7800037861
13292.5299991369
7317.69999770634
5451.48000682891
2565.43000598252
4528.33000941761
1227.98999975622
1626.90999831073
2908.37999820523
2628.75999693945
4455.59000662342
13240.0799989551
16464.5199890137
7706.99999830872
16262.3499741852
9691.92999023199
1696.14999795146
1318.53000275977
3024.11999488436
2127.16999305785
2094.32999568805
2175.04000378214
4114.48000478558
8964.93998116627
9237.93998199143
16348.7299928069
25375.2399892807
12645.4500071593
2420.41000587866
2632.73999948613
1400.29999374971
3960.40001540631
5923.09999358654
3559.57000278123
11503.4000304043
5797.98000789806
12627.0399829242
19600.4400070906
16510.0599564314
4859.52001021057
2857.03999614716
1326.99999894015
1905.62000282109
