era5_test,proj_testin
-0.206343983561794,0.0484621712627471
-0.285641788409307,-0.00897654060158563
-0.341685532035511,-0.0481826062723384
-0.349706120656322,-0.0458230601788347
-0.3040164244586,-0.0385581081284811
-0.247032098245707,-0.044250204000399
-0.15091716276868,-0.0408255102480038
-0.0356064405672415,-0.0275184247418396
0.0267882586742463,-0.0188440774390976
0.0482801532500172,-0.0183981186230459
0.0718602370607925,-0.0302604871797882
0.126780255032641,-0.0337172106679332
0.161980198687895,0.00429435645813344
0.218233096217529,0.0709386594094905
0.306920277963598,0.106553637814118
0.336473062769269,0.098590333772003
0.314997965630494,0.0838430933310882
0.284659310431456,0.104092150985232
0.231809883227687,0.135621360892746
0.200671791730847,0.140534975510656
0.180708935329758,0.126915925086195
0.149588471913754,0.0965394525326022
0.123453166714887,0.0680735907600348
0.0912644102001043,0.0531994156319931
0.0862242114823932,0.0275545269746602
0.0684347132119836,-0.0284322717341098
-0.0122602963405473,-0.0526924602109709
-0.081685039065536,-0.0679281535968068
-0.0968277408922801,-0.0701915464188566
-0.122985662529568,-0.0560809217596502
-0.11437193142113,-0.0683966917789207
-0.0999152584735918,-0.0827399906674573
-0.110915046756113,-0.0919607815527527
-0.107668458497223,-0.0888574179053174
-0.102309660106632,-0.0649386837962622
-0.104899109436312,-0.0595783325035871
-0.0868864195891406,-0.0677543164772976
-0.057278593082846,-0.0436284249586933
-0.0135546720882452,-0.0162978837410114
0.0452430015971663,-0.0159526682532623
0.0692581758213159,-0.016940596599971
0.138457554304511,0.017222657930101
0.186421882481431,0.0695035934787324
0.182198329885178,0.0708155514022467
0.182269661106829,0.074217139499631
0.165161192718964,0.131297046719685
0.142880885075004,0.188430940407238
0.124999961886941,0.242196429928909
0.0800371477536289,0.244552502681772
0.0233784990803172,0.221216986588817
-0.0275554473215262,0.210210702323474
-0.0648885369593858,0.217121268073286
-0.0830505180992331,0.284099695452218
-0.161734418571006,0.250185682156615
-0.243833420372842,0.184924255406488
-0.280224623156694,0.255845388758974
-0.294929738261085,0.263084168258291
-0.284033286980512,0.170225467136464
-0.274843253513993,0.0638606101340975
-0.292863720078893,-0.033468875606536
-0.293675582872079,-0.0548448521271158
-0.292028217488488,-0.0285338964704341
-0.292675991624683,-0.0457023134440726
-0.307733069176406,-0.08254507164288
-0.340391431942293,-0.148346607888935
-0.351976788824434,-0.149536705230949
-0.363496590478505,-0.105866746766373
-0.373003564906935,-0.123994670988323
-0.373012054205272,-0.120602939992696
-0.36191987998875,-0.106547662578656
-0.347048861225404,-0.106605311131885
-0.305878227030488,-0.115608397063769
-0.27850241749225,-0.155007992055548
-0.307930546514007,-0.22365252553431
-0.378302015487238,-0.263871328951469
-0.443240755582289,-0.249116433148043
-0.502762652482208,-0.244599220281269
-0.512666657976476,-0.238442280198253
-0.460651463312143,-0.238830974427313
-0.433636526998743,-0.283900588749675
-0.435434364025176,-0.315727831295869
-0.436204639351348,-0.304485631325994
-0.443687936097918,-0.251605878202593
-0.457238187602792,-0.210345362679055
-0.445942200893485,-0.199573390222387
-0.386462237577977,-0.2255482025603
-0.290171826463463,-0.218516460393616
-0.200241428515048,-0.194950742227243
-0.107585260823626,-0.194255170834436
-0.0654215647549892,-0.202875333451481
-0.0799778335216092,-0.224784272005023
-0.0818081630417634,-0.222372022271372
-0.0402511610011064,-0.195757129038991
0.0167026335105489,-0.192866944938345
0.0536510135873467,-0.211632331279844
0.0773787595139824,-0.19291602828986
0.0613830703879835,-0.123501909097197
0.0296700237309778,-0.0264920556669826
0.00453035993190447,0.00125207017565176
