TWS
-4800.68896061065
-267.480078680324
-1628.01061564257
-20625.9288048509
-1326.80847644138
4950.31717158109
11227.4428278925
28812.513598806
8199.62351849147
16627.3448028787
18423.9503178569
-1562.31095224594
8008.48000974314
-15715.4903722066
-8890.54182109161
-13843.7859634918
-2613.48639706086
-21913.6607740679
3341.45416810774
833.522100004906
5999.30042489392
5394.69069272849
14508.9572605438
-7595.30802116371
-7094.13057326917
-23186.5366691818
-10827.7561693373
-23601.7307341445
-20358.4738202332
6541.23557189769
6031.79366260254
25602.5894135581
16956.2407354397
4203.84464791265
18971.5812262912
-12854.2753874559
-12139.1423659185
-10916.0275568777
-10.0868776274219
-1155.54847076818
4217.62016036076
-5237.57323364726
16580.3880307361
17282.6582327568
16775.0860444477
11500.705807521
-8877.81629316865
-855.432497577793
-17149.4685281318
-19675.1062744616
-14461.8264984696
-18570.6440133058
-20874.298466717
3947.24792831452
5054.53878355035
20238.7672257683
-359.991175259958
20980.7643437106
10446.450426815
6580.43684693956
1127.11435873325
-16391.6922452368
209.442426311318
-25714.0930227868
-7596.51339334376
7226.46763590051
31825.8322793089
20845.8962776545
4094.23022643333
12372.3831345996
34984.2147097558
8191.77195142039
-10730.179095045
-2371.63935134174
5876.45174762495
-12534.0280962336
8094.3133949075
2526.95717760394
794.70408065735
7532.41759826033
-992.664039897936
3636.5654946322
771.928780897855
-25000.0969183379
-34549.1732714989
-26986.3920352772
-18928.988653761
-14611.482350308
-8856.58086555939
-2875.01721097299
13033.9188655546
28858.3774309443
16380.2268715725
17436.5043546101
10963.5834387691
-18428.0198967926
-9884.11243481154
-1340.20496523031
-23379.7653353755
-3749.35147212436
-14654.4114276775
-583.915730749257
13486.5799714145
-3440.70010789836
-18315.4029771375
22331.0393591744
18498.5311972138
-102.971969391394
-15265.6638527088
-20153.1616822034
-11992.358865023
-1042.14353328798
4537.05984213762
10116.2632336249
24074.957653342
41808.3235149448
18002.7400216571
13624.9695392416
9247.19904208957
-22709.7135741832
556.778694614608
-8781.10340874779
-8684.19331829902
-8587.28323331554
8595.43248165416
-7469.34027665049
23842.410937673
-2642.21147702076
-228.647053900641
2184.91733875489
25175.279434239
-23574.2265110731
-32162.6343550557
-24505.697940707
-16848.7614949565
-22603.8545124362
-11598.2336068377
-15533.0826694369
-1842.08122387924
11848.9202274903
-4294.4598644673
-2278.02937671117
-54.8490724723524
378.419430248905
811.687938025047
-4243.67821187197
5564.54334760396
-2312.0738649416
393.428741066105
24833.8760092091
49274.3232524076
45069.8259878955
25264.4724379008
11587.0316259172
-5154.36554749496
-21895.7627330735
-6585.39570496217
5195.82665005962
24247.5432227563
6998.9373729215
-10249.6684792597
23374.2346216891
37325.1500933382
-19956.5141465042
4234.01887462288
-12311.5467401464
-28857.1123568935
-24984.2394476244
-34617.5949864903
-30884.1193027142
-27150.643600606
-30387.2101336185
-35212.7281257754
-15327.7468439663
