date,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
2018-01-01,-0.0584443755252458,0.194901732172732,0.0241036603495381,0.155058321710101,0.126305171192747,0.0817686139625995,-0.108625671587458,0.0909534593717351
2018-02-01,-0.111920892170205,0.163051400166152,0.00579614040657497,0.127549638328558,0.113217760188859,0.158077534533291,-0.136803498157849,0.0943538445579089
2018-03-01,-0.163370940192394,0.0880793121027352,0.0420560127665352,0.110755776166757,0.0923059028007999,0.14105198452529,-0.188691424035538,0.123963377576151
2018-04-01,-0.203754754972346,0.0248430989538786,0.0673850466829662,0.0978800989360015,0.0413051105961807,0.125078054272671,-0.161289147363041,0.0370333882072596
2018-05-01,-0.264218207825084,0.0282756841757699,0.0586754343353562,0.184767037264217,-0.0203996906767883,0.1970407760975,-0.1407184701021,0.000122622249094417
2018-06-01,-0.282342251370565,0.0706853441996007,0.0255036027996747,0.298354418632573,-0.052241785383201,0.279542349437938,-0.182364231089756,0.0257393649820229
2018-07-01,-0.326666474538246,0.104493550156529,-0.0193354440309953,0.321168728237395,-0.0489685507710502,0.28727861244109,-0.191297080313859,-0.00454339399890514
2018-08-01,-0.362826051079455,0.0829627036960817,-0.0503929660044061,0.289186200619819,0.038943586143576,0.173252196532207,-0.17666657672228,-0.0440869818777836
2018-09-01,-0.332466839070327,0.0847351043683032,-0.0775919939377071,0.327823193923447,0.0893921697992494,0.0772696118352462,-0.22090879420422,-0.0909874855560091
2018-10-01,-0.308243073260997,0.123586590332311,-0.0316505948790512,0.290161685286908,-0.0122306383878306,0.229864978388398,-0.298526864339373,-0.093695769111781
2018-11-01,-0.334163151784212,0.0473000169161399,-0.0260422051779167,0.190200619165417,-0.0986761409017133,0.352671559620625,-0.247983832258894,-0.122067195270293
2018-12-01,-0.319866948432857,-0.000111397012832071,-0.06475456521943,0.25755005232389,-0.135747012445027,0.311671002599342,-0.249476714980686,-0.157204636176442
2019-01-01,-0.284981163213291,0.0848257153186471,-0.0586726513829983,0.375088139340012,-0.180987869283764,0.251587328813369,-0.368854396172976,-0.145706391971374
2019-02-01,-0.282328031099226,0.0965062696363979,-0.077370179683622,0.485288271983912,-0.161846494114184,0.221469410937059,-0.377994181413941,-0.179151063115343
2019-03-01,-0.272386075998947,0.0367937207719687,-0.0875559713748974,0.557480879227172,-0.115952430401085,0.247656767522507,-0.339915827636456,-0.224751796608965
2019-04-01,-0.267792464451548,0.0175863529029397,-0.0767617849530659,0.57934820691503,-0.050633939559576,0.229714626298832,-0.352035954537492,-0.203493016698762
2019-05-01,-0.263951902555223,0.00268417542075002,-0.00481348956499837,0.575868903329964,0.0526594436283123,0.163824937793547,-0.265346296410379,-0.212220085706336
2019-06-01,-0.250682698812943,-0.0328876763984522,0.0637825233469321,0.517345558726296,0.163959216819405,0.141943473322717,-0.141469451246517,-0.207665815908752
2019-07-01,-0.217134657089652,-0.0105112240533675,0.114555261565063,0.451757887128983,0.28812929026046,0.139425987216448,-0.123735575533286,-0.179507765152171
2019-08-01,-0.232268785300957,0.00709063846146466,0.153235497732266,0.411689458997304,0.301448148424434,0.12985687080469,-0.12050505698047,-0.156741045252644
2019-09-01,-0.301644749081946,-0.046120890696355,0.16922309765358,0.361908535031875,0.250145779272203,0.0458754548306611,-0.103059873259252,-0.121269585362295
2019-10-01,-0.29254527455525,-0.0757235642324494,0.176819074513629,0.423078406885144,0.289921192658318,-0.100100430411592,0.00564915181530773,-0.0691792469874692
2019-11-01,-0.181465548830201,-0.0416123385764382,0.224959100278219,0.487498038000335,0.367063748853788,-0.0948707986729328,0.0457562022656513,-0.0402512175242343
2019-12-01,-0.156381662741256,-0.0529822230906705,0.23307152495826,0.38190036853356,0.336645546456465,-0.0474096515754584,-0.00785341636501647,-0.0573930914373747
2020-01-01,-0.198561980610918,-0.142038751219989,0.184494398083141,0.268490168032662,0.219808258892689,-0.0623460018608042,-0.00690934837947679,-0.0362055293261523
2020-02-01,-0.128768422892651,-0.143904415522605,0.224366203762748,0.176454559871696,0.156924804963526,-0.0379226044106918,0.0449773977139001,0.00743033432491227
2020-03-01,-0.0433259988945829,-0.10705080095554,0.256936509726551,0.0428410895651819,0.142088724067736,-0.0746338952203858,0.092887212554266,0.0263675119043937
2020-04-01,0.0373357030239066,-0.0934164929689132,0.200991305465825,-0.0801589676460148,0.130734661557859,-0.0743998923130715,0.0739344733308391,0.030258439049674
2020-05-01,0.141970322007795,-0.0700108432121496,0.0908320828454342,-0.185731576290717,0.0208055400827133,-0.0276505516770575,-0.0024065985243001,-0.0250667952487944
2020-06-01,0.183558762744908,-0.057263148192095,0.00542182096217578,-0.232603524707531,-0.060259459905991,-0.0264317114594218,-0.0747195399176662,-0.118637342567086
2020-07-01,0.212010346153095,-0.0467634340431579,-0.0256101391955876,-0.217403874780851,-0.0942909045580366,-0.0398406465139719,-0.105795900115179,-0.160087962820556
2020-08-01,0.245422017195866,-0.00196925363649247,0.0274048320905828,-0.199782635103124,-0.134941256371582,-0.0156799464127666,-0.108561204542742,-0.170675123187744
2020-09-01,0.255606396563374,0.0489605994490958,0.0994286691642784,-0.23628172133134,-0.0490007598602445,0.0646458229303668,-0.0484594233130104,-0.213254662373932
2020-10-01,0.211559042088688,0.030631586881161,0.112260058412024,-0.364719291978171,0.0734100095533243,0.127942968290797,-0.0678453009145887,-0.29672229469559
2020-11-01,0.130824424696643,0.0465208914473472,0.0273559778590329,-0.42065179308497,0.0867072952006097,0.197993256472152,-0.18067731795521,-0.306830498720122
2020-12-01,0.150553166127416,0.0305163926229911,-0.0262449508483811,-0.327925231617401,0.112983625299495,0.22452924920404,-0.15082979619065,-0.233348813589497
