date,ERA5,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
2003-01-01,44850.1301686958,43540.9885159622,52176.3105454687,33095.617494178,30306.3558862924,28434.2806454838,33737.4883307661,27571.5094101003,39395.3930580398
2003-02-01,33460.4161926226,33482.6429866146,35461.0086229104,34536.5951728209,31551.1837933059,34506.9020750486,31110.4581928716,30410.1466080272,49681.9053867025
2003-03-01,27409.9056071222,33139.4823758567,42158.1063833805,28156.3021056636,39510.8814660531,34133.5231558403,31582.6437982755,33332.3579477813,39143.0904413493
2003-04-01,29615.4915753609,33054.6830454926,23319.3098292711,28975.9849652743,29525.9651412122,27996.5108373644,34726.6532147915,36706.4690885524,30066.513053918
2003-05-01,25662.0738698372,41430.5948760511,39741.3306830845,29594.7448144282,40651.4704152145,34467.5844024613,36131.1314711733,25677.0637095459,28877.7855498689
2003-06-01,48288.6852047752,71251.7716066503,43577.936001084,50512.2580018699,48078.1334665287,51916.3657840134,42306.015610833,72463.6815002721,44776.1352675707
2003-07-01,42836.1203951361,45795.3471084798,41550.0896672857,50778.1726477538,54641.2172042685,56625.497302209,50997.5283331496,50910.8335644603,49782.4912576247
2003-08-01,43683.3822288348,51799.4047216486,51403.2962321652,49916.2974266194,43126.71593867,47814.7155788329,52470.9785824617,51245.6477374601,50813.3436215845
2003-09-01,65803.5699553895,65241.7715240022,58507.4005293522,49985.4848214905,57450.2496249448,64326.1387203834,67305.5255515294,54325.7052744036,53006.0637166808
2003-10-01,78717.1022598693,64575.1867528426,58875.6630101638,69379.4648923283,66390.6607984156,63354.095894822,54373.703414505,60065.6400139441,61350.0832119243
2003-11-01,67872.9077309649,38909.6847900989,21339.9432148829,23142.2885774622,37938.0921947017,61487.5579507076,54373.703414505,50381.1085110018,54079.5895019582
2003-12-01,58823.40421502,47197.4758460193,46057.6196121316,44295.1842488434,48430.8839269684,51452.9399133337,55053.4332498014,54564.4486413279,42598.7121649856
2004-01-01,34996.919362049,40478.5574962239,50836.2342119326,39284.5108983621,32777.7437301423,28434.2806454838,55889.0568072665,31661.4075811221,25413.7398331879
2004-02-01,32390.9826155497,49940.7570497328,46373.7397628676,31957.265649378,41443.2967689998,31358.1002951384,57835.5411572028,27514.1971115446,29879.259700386
2004-03-01,19117.0503448229,46550.8623643905,25626.7987720735,35139.3076075905,48958.0298591338,40721.7548606177,42720.6814407884,49879.8243928359,41529.1030563079
2004-04-01,20641.0947140687,38691.0789555593,25428.6618351144,35320.0929937363,22229.559691531,20880.4965549365,41126.0305584392,27514.1971115446,25413.7398331879
2004-05-01,33947.906149173,59231.6831754111,46624.6059804543,36928.2231520568,31162.1365614752,51460.5580678515,58057.2948980709,32922.674347168,47069.7407309826
2004-06-01,32797.3996174549,45718.2487342506,38703.1496839293,37615.3688359361,43681.1021072326,47654.1920120494,37857.4396596678,47357.323145435,37491.8889177408
2004-07-01,46936.2365028319,37650.7724680677,46570.7956014583,45987.3612612186,59060.8766779371,51408.8999596055,49812.9643327115,53665.5013589807,39583.7161199796
2004-08-01,45803.2210031606,59171.070965541,64914.0261553745,43413.1881073248,41665.9591730475,69771.149417651,36131.1314711733,45485.9340207869,49034.1630099805
2004-09-01,67389.1113289335,53860.3482773859,71032.0266087667,61486.0099507814,64570.6415047479,62878.5494045715,59990.4689905227,66958.7405591352,69404.5396576695
2004-10-01,71673.2861144438,54553.4843396729,58875.6630101638,68783.8421550668,62630.479571538,69771.149417651,26486.1659100473,45581.9034492545,76230.1715034974
2004-11-01,61347.0292239284,56220.3841013749,42102.1534065392,48608.584509303,61558.0587013541,64100.6918589647,61012.0388155142,55071.2691096905,48973.9281994681
2004-12-01,47352.6405885983,40604.7437351588,51788.9220738286,44027.3352353648,37228.824224807,43783.4145897737,42434.3617761532,38276.891418349,36349.039561927
2005-01-01,47814.6788224983,39782.8865237812,45673.4118801279,39172.938425044,47292.9886649242,36261.5178263589,35459.3083793227,46617.3356932316,49140.7248717616
2005-02-01,39302.5584711998,36944.078683997,60821.0510100399,35695.8510971231,32839.7412681367,34592.4264620358,33771.825501663,37951.4313499205,34934.4910364874
2005-03-01,28120.8319937198,45881.8193247026,37304.6697031177,31909.2413682054,30306.3558862924,30596.9613887755,32624.0008803543,32029.7408533878,29040.8952416049
2005-04-01,26067.1723089852,33482.6429866146,40087.6607036571,36764.3626652279,30890.913109193,43211.6993531913,36463.9702631827,38461.5908386356,38255.0090659802
2005-05-01,44250.1998733127,58676.9123829862,60821.0510100399,50908.0496108503,26498.8888346768,46601.4840626723,69912.6035882102,54768.4611678532,52295.6250495701
2005-06-01,64102.4635836287,55032.5461120432,53934.8743820808,52485.9678621483,55191.8301397998,61061.2879942606,55254.8336902468,51418.5325764088,72370.5367187743
2005-07-01,60583.2888895573,49899.9323495178,50226.6055505197,52655.9281043819,60398.2502992068,57317.2544138769,52266.8157245443,54701.1743102762,58362.6065020807
2005-08-01,56051.131360601,47048.6103760992,58835.4914792347,53082.1422276651,59905.5176385551,59872.471563318,51263.1767452132,54507.6121029381,57589.9592167705
2005-09-01,70192.9290481389,54257.8747842283,67001.9020000288,61600.5674835704,62390.6740708659,59911.8229922537,56190.5836529314,56447.5783896663,70919.6432049006
2005-10-01,107497.973246117,54471.3490674335,39939.6419804536,54584.0147988222,53234.8453088594,42715.5238631262,62651.7346795698,63940.4030685457,49591.0327240044
