TWS
-97850.9029619985
-46549.9831767982
-29461.0317935082
-19128.3845807296
8797.23172608111
-31421.7558471188
-71640.7434507059
-123034.117612555
-117367.761061288
-122242.016914876
-80622.1388539854
-62849.1825942579
-38200.0608870226
9370.00338280987
26983.4775038589
45960.897331815
47532.8722307909
18169.9986091825
-56973.1208130752
-83993.92052898
-83757.5918403551
-80540.6334870574
-64272.9662569961
-16590.6045626588
15259.2188576174
47650.6068142922
51300.1452767613
71365.4636681312
56307.4461063609
4463.04937306023
-62525.0836244475
-65623.9246200358
-70899.6760925481
-77500.5591579536
-48134.111236713
18740.3276079856
22929.6264898527
44741.5108668051
41648.10202632
74427.3760908831
83314.3105421465
48924.6208139197
-46083.6574778189
-51855.9721328034
-43462.6132680614
-65613.4163497447
-767.232536420226
42830.6327566478
35596.0263195502
64003.48556503
104412.133424438
102190.988976089
102534.577119054
33632.8702925132
-45610.6019362668
-64949.851165092
-63926.4709464638
-69485.3216398102
-48138.575278581
2470.05208836336
23336.5980650354
44700.8099533848
76049.8146897488
79135.9413408297
82608.2443156368
22885.3754972535
-53036.3299015122
-71866.1975176873
-62662.941831157
-72696.1869038115
-45009.8249235333
-22105.5192441755
25416.9853788039
32931.6606313041
47219.7470869945
56401.1772915984
80718.8904747933
25976.0898904011
-52588.3499716108
-55850.6975442343
-54337.1396705848
-55274.1198867001
-29035.3916562098
9227.50999901805
15845.0184152795
20498.4519763789
34191.2649651375
54283.0343581382
57592.8961398178
5112.53240887378
-62060.8156683142
-76858.4231487444
-80913.7676195217
-97630.4452164613
-56706.0952800444
-16397.4047318271
16806.3146333657
50010.034001349
86289.7765552119
117094.701912263
95847.7302717572
21143.7539680433
-53560.2223517982
-83341.1773819482
-61571.920417059
-70223.0832393817
-36282.4746994685
8505.92378931989
9913.02072478889
56418.9891454617
70755.1638846324
70332.0495356819
46609.2227721557
22886.3960295084
-41769.875786618
-42463.4359858423
-39217.6093753226
-18021.251907344
3175.1055057933
16938.2745903352
33782.6587038094
52466.0040123768
78015.8555515902
103565.707110566
108244.766100045
54722.300318424
-12004.7339776098
18642.9575263858
603.286151829176
-17436.3852535484
14701.5534252111
65000.1243391105
61200.8459804807
89288.0069731548
117375.167935017
138060.312488059
145523.43909957
81560.2774346286
21928.2962931544
-37703.6848954402
-69406.5093940827
-44803.4692985258
-11083.7503166313
11748.598388209
34580.9470983485
82018.8638656811
104059.335587254
106711.0043616
120611.231606266
42775.3071036935
-35060.6174072041
-54353.1750297961
-58755.5825067272
-22112.6139552668
-5992.33340687677
10127.9471200046
37863.9729913154
50139.010123296
56687.6352199588
73413.9744750075
90140.3136849683
35533.3169882457
-3929.88578209272
-8222.9640641993
-2164.36732653901
-1281.60812394135
-398.848879450059
36971.9673927445
106818.777462641
106718.975845406
106619.174182697
147238.995598195
146682.994084519
126595.055963505
