date,variable,SSP585
2018-01-01,SW1,0.0491494130326508
2018-02-01,SW1,0.0448253560549915
2018-03-01,SW1,0.0325918121971513
2018-04-01,SW1,0.106064886582045
2018-05-01,SW1,0.133466913363792
2018-06-01,SW1,0.117467042057953
2018-07-01,SW1,0.0789346573039464
2018-08-01,SW1,0.0216365975528777
2018-09-01,SW1,-0.00802194024962673
2018-10-01,SW1,0.00728819402610748
2018-11-01,SW1,0.00604831439016746
2018-12-01,SW1,0.0251258285458163
2019-01-01,SW1,0.0120693949842589
2019-02-01,SW1,-0.00992770353017464
2019-03-01,SW1,0.0186097438467936
2019-04-01,SW1,-0.00271759711326207
2019-05-01,SW1,-0.0222430822583089
2019-06-01,SW1,-0.00817151608451935
2019-07-01,SW1,-0.0552499926159263
2019-08-01,SW1,0.0246675913570475
2019-09-01,SW1,0.0615003807204804
2019-10-01,SW1,0.091158430494206
2019-11-01,SW1,0.123800956403906
2019-12-01,SW1,0.0800766783368384
2020-01-01,SW1,0.109793130745481
2020-02-01,SW1,0.0880737899366883
2020-03-01,SW1,0.0865409947456649
2020-04-01,SW1,0.143740033899533
2020-05-01,SW1,0.101199469421914
2020-06-01,SW1,0.0874202758208453
2020-07-01,SW1,0.0323880336124034
2020-08-01,SW1,0.0308194047623505
2020-09-01,SW1,0.00243430987193848
2020-10-01,SW1,-0.00901248634578983
2020-11-01,SW1,0.0146933707282805
2020-12-01,SW1,0.00401094054970083
2021-01-01,SW1,-0.00291235719611426
2021-02-01,SW1,0.0171824806237598
2021-03-01,SW1,0.013848988959041
2021-04-01,SW1,0.0684276164504151
2021-05-01,SW1,0.00260976184949304
2021-06-01,SW1,-0.00256755720918395
2021-07-01,SW1,0.00236295340712803
2021-08-01,SW1,0.0123398292629615
2021-09-01,SW1,0.0129340424164552
2021-10-01,SW1,-0.0331537000654407
2021-11-01,SW1,-0.0293344807318593
2021-12-01,SW1,-0.0883109161479447
2022-01-01,SW1,-0.00982524606036105
2022-02-01,SW1,-0.0188638873082442
2022-03-01,SW1,-0.0158206300014581
2022-04-01,SW1,-0.00407672326975201
2022-05-01,SW1,0.0275270529258985
2022-06-01,SW1,0.0467952507784987
2022-07-01,SW1,0.103359394290315
2022-08-01,SW1,0.146833124395906
2022-09-01,SW1,0.183354914459541
2022-10-01,SW1,0.147913818174181
2022-11-01,SW1,0.171352949411781
2022-12-01,SW1,0.155065062380346
2023-01-01,SW1,0.0942157245404547
2023-02-01,SW1,0.0585833782837655
2023-03-01,SW1,0.060802801800351
2023-04-01,SW1,0.0624838481352686
2023-05-01,SW1,0.112535789893173
2023-06-01,SW1,0.115127286152698
2023-07-01,SW1,0.077920569088087
2023-08-01,SW1,0.127479923118792
2023-09-01,SW1,0.171254276241442
2023-10-01,SW1,0.175264678187508
2023-11-01,SW1,0.123096768246279
2023-12-01,SW1,0.0654064815118921
2024-01-01,SW1,0.117577574862333
2024-02-01,SW1,0.0967419573850521
2024-03-01,SW1,0.089236131464727
2024-04-01,SW1,0.0971488627783789
2024-05-01,SW1,0.0959348495840663
2024-06-01,SW1,0.103131609822605
2024-07-01,SW1,0.123979670983362
2024-08-01,SW1,0.0557680479398045
2024-09-01,SW1,0.0622572704085659
2024-10-01,SW1,0.00151032904262234
2024-11-01,SW1,-0.0228336423565041
2024-12-01,SW1,-0.0274051311773251
2025-01-01,SW1,-0.0937455226111949
2025-02-01,SW1,-0.0195980214978945
2025-03-01,SW1,0.0670979689075315
2025-04-01,SW1,0.0561395572091865
2025-05-01,SW1,0.0194126367178558
2025-06-01,SW1,0.00173094203222523
2025-07-01,SW1,0.0523385779489088
2025-08-01,SW1,0.0799375871074702
2025-09-01,SW1,0.0268136694828249
2025-10-01,SW1,0.0394013171097874
2025-11-01,SW1,0.0436491895781468
2025-12-01,SW1,-0.00290606430087904
2026-01-01,SW1,0.0481224405331892
2026-02-01,SW1,0.0287355541664585
2026-03-01,SW1,0.0660211203628126
2026-04-01,SW1,0.0776536736238185
2026-05-01,SW1,0.0506047820736545
2026-06-01,SW1,0.0696924696131523
2026-07-01,SW1,0.093012337232258
2026-08-01,SW1,0.135138530561427
2026-09-01,SW1,0.0947557811704163
2026-10-01,SW1,0.096740801154364
2026-11-01,SW1,0.120133778680331
