date,ERA5,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
2003-01-01,296.362717836932,296.652006580869,296.168119966869,296.576407018908,296.221719239828,296.033280003025,296.048897017317,296.028104738295,295.898247678736
2003-02-01,296.016935814535,295.963091859749,296.030378424397,296.009050844275,296.097602715845,296.132844128471,296.200466937093,296.043640417971,296.002625990602
2003-03-01,296.437309897904,296.278790391407,296.37730917148,296.1816135593,296.256385302969,296.341068612121,296.203701000497,296.101965683195,296.19163855338
2003-04-01,296.805278212325,296.695867055031,296.417044349128,296.759928488739,296.798352500744,296.48905910416,296.658187386463,296.46999037284,296.637750552981
2003-05-01,298.167923321237,297.912708182665,297.949097659852,297.707689838022,298.088910232735,297.720123175002,297.921787672559,297.78964925007,297.793093278271
2003-06-01,299.427594673122,298.917240203991,299.18556284785,299.38419622853,299.250385733614,298.823298617534,299.156369945531,299.224814023691,298.253795353895
2003-07-01,300.696772281615,300.611230420382,300.80200579151,300.692454841738,300.677059771448,300.441793532699,300.637925228434,300.705658484793,300.055600692774
2003-08-01,301.398919446423,301.390483293691,301.459613658738,301.390487737488,301.459658444928,301.11945270069,301.464530864609,301.168097635226,301.174007994802
2003-09-01,301.325903112545,301.359206784747,301.357562111291,301.222555871657,301.338650344457,301.024362538371,301.375916561322,301.202637784772,301.171609726514
2003-10-01,300.603855208026,300.557288551579,300.575316817148,300.30394611023,300.537968828494,300.379363051801,301.011823514979,300.552826459257,300.586531829903
2003-11-01,299.284230711338,299.055795019005,299.049717212275,299.38419622853,298.905985005591,298.823298617534,299.348011329095,299.224814023691,299.05822414046
2003-12-01,297.610303255861,297.939139592876,297.74400228144,297.562989777834,297.367889454556,297.31875724574,297.766917817548,297.75688619679,297.574878020356
2004-01-01,296.486664968555,296.524548571898,296.303409032336,296.546571191135,296.168276061866,296.718808668866,296.583459763622,296.103861314382,296.400132602082
2004-02-01,295.870755551027,296.009029964715,296.012810707159,296.28698508392,296.097602715845,296.149959171306,296.589434168543,296.101965683195,296.12758934726
2004-03-01,295.893280388833,296.037659383957,296.063405334317,296.159376817211,296.404418020424,295.94827603293,296.658824171757,295.902373469192,296.485171926318
2004-04-01,296.680837611638,296.697180605113,296.523097659309,296.575013737493,296.615052955978,296.699308933637,296.672574647419,296.580604320195,296.454298553155
2004-05-01,297.778814408364,297.856244372307,297.848546285077,297.516711526898,297.823430143061,296.586703152433,297.762461101419,297.752648097502,297.750836719095
2004-06-01,299.386091474807,299.33405382959,299.238943475877,299.37621273946,299.390138520861,298.952925901278,299.238831116326,299.280127531679,299.325090944913
2004-07-01,300.700733971696,300.711757202777,300.603035201115,300.720610624957,300.691699783089,300.146632655411,300.846274591585,300.704729391644,300.803870803072
2004-08-01,301.305531988824,301.363501970538,301.349545366194,301.324314567225,301.503812746181,300.822946334225,301.319971434723,301.168097635226,301.348523969233
2004-09-01,301.099303531055,301.217243015935,301.279903941952,301.036259373643,301.298307685567,301.182495837445,301.194334681965,301.256831828302,301.126996729051
2004-10-01,300.287445015861,300.557288551579,300.431242073544,300.571405205125,300.68205050096,300.649363007389,300.846274591585,300.868395944224,301.027777831904
2004-11-01,298.768622816327,299.071253336292,299.049717212275,299.073820979777,298.903312568763,299.044155612498,298.950524912247,299.00637710109,299.11647002486
2004-12-01,297.588607787291,297.623529701521,297.82919606946,297.575788254859,297.469813502541,297.592873899084,297.62036052589,297.555913087675,297.574028023168
