date,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
2017-07-01,296.524548571898,296.658234849119,296.549424632106,296.686282440247,296.526062761012,296.187488270441,297.282023433839,296.613049547665
2017-08-01,296.528433984063,296.186149308306,296.157180230003,296.155694033367,296.240095302699,296.293625083402,296.789075352072,296.459234649793
2017-09-01,296.497775487787,296.267745955552,295.88248586666,296.552999707069,296.033280003025,296.174872725473,296.593697918708,296.434583015104
2017-10-01,296.453761104666,296.633404333939,296.414405654932,296.834022655695,296.35720502119,296.726600274187,297.282023433839,296.48980974196
2017-11-01,297.898995798594,297.82919606946,297.894850154127,298.785983590557,297.22233607843,297.762563104682,298.678707046924,297.848807331877
2017-12-01,298.912012320858,299.145667876086,299.085131934709,300.235591249651,298.802032204941,299.565982899705,300.705658484793,299.497021720745
2018-01-01,300.507297648498,300.410147492107,300.60091191657,301.42089007257,300.117862025825,300.562542336969,301.594397708759,300.861551831235
2018-02-01,301.631697908047,301.363489868842,301.611466957246,301.463486434438,301.055077171996,301.577601487353,301.483364842778,301.607640027679
2018-03-01,301.678232794658,301.595663594598,301.591106839595,301.457093644006,301.312141432942,301.34237882471,301.483364842778,301.65735422737
2018-04-01,300.557288551579,300.561992834767,300.725354615475,300.434582283143,300.749395066591,300.562542336969,301.594397708759,300.988006734457
2018-05-01,299.071253336292,299.145218939524,299.056612944148,299.202391933012,298.992673959578,299.158801492056,300.705658484793,299.521826963261
2018-06-01,297.939139592876,297.711788542477,297.965728649547,297.97231670331,297.615001236064,297.923704392916,298.229492406019,298.253795353895
2018-07-01,296.56602372308,296.918897537973,296.925886346581,296.840865700392,296.238712092767,296.552128363761,296.968124108427,297.405389181334
2018-08-01,296.569437140111,296.884248561961,296.745256499999,296.091801047759,296.718808668866,296.542128540522,296.103861314382,296.802361688947
2018-09-01,296.079319957324,296.864403473408,296.772769332116,296.213070211611,296.529998899946,296.016889296282,296.006388024752,296.441274194203
2018-10-01,296.663228381133,296.766764101997,296.696559366149,296.830268496987,296.585015188088,296.777339907852,297.850399791815,297.39572847273
2018-11-01,297.862308224427,297.92676048665,297.947289902472,298.183941061228,297.315385130085,297.778168500685,298.678707046924,298.255388946004
2018-12-01,298.995316503174,299.524007766888,299.216025499334,299.381044983402,299.085887213487,299.249703026543,299.573295084075,300.727414212707
2019-01-01,300.415475875944,300.561992834767,301.33925093109,300.991543183316,300.378650705022,300.846274591585,300.62260161955,300.872855977693
2019-02-01,301.4385935688,301.595663594598,301.537917558468,301.456102061295,301.352693307257,301.360965783949,301.592688324071,301.458753929799
2019-03-01,301.463371254952,301.595663594598,301.427183364446,301.517672593887,301.182495837445,301.342366599451,301.692525420948,301.458753929799
2019-04-01,300.97217012552,300.43410499023,301.013706013541,300.522236091754,300.742789809889,300.580198026475,300.512276033258,301.370674677428
2019-05-01,299.203775371203,299.474781784276,299.216025499334,298.999342500358,299.215822146959,298.942398929239,299.557284920296,300.728896034833
2019-06-01,298.032721022474,298.127022036937,297.965728649547,297.511442730596,297.543882003438,297.920090100004,298.165388813991,298.262432951443
2019-07-01,296.490520037873,296.656085671547,297.650070831416,296.729377671955,296.266451104645,296.669003888115,296.839271341567,297.39572847273
2019-08-01,296.54390278052,296.309619266296,296.575013737493,295.956902724854,296.018655115938,296.57836193449,296.04556344375,296.398607725185
2019-09-01,295.939139245811,296.374423492182,296.775545773341,296.221719239828,296.018655115938,296.312589564753,296.558246226702,296.454298553155
2019-10-01,296.652006580869,296.884248561961,296.459672469433,297.077822895645,296.136088706695,297.603848535572,297.75688619679,297.435435389917
2019-11-01,297.603831709709,297.978689778512,298.037912983003,297.954157781254,297.45059156806,299.184862183632,298.165388813991,298.531884155961
2019-12-01,299.073137408248,299.524007766888,299.298963868782,300.525697001528,299.446291002124,300.701010810644,299.49036799999,299.966544531239
2020-01-01,300.559390798508,300.708519574198,300.971883490478,301.357140739861,300.519854764272,300.830089318561,300.568558303761,300.871361816071
2020-02-01,301.461940784685,301.595663594598,301.591849302183,301.450593851323,301.442137089434,301.194334681965,301.588843716743,301.529490600083
2020-03-01,301.65630893642,301.595663594598,301.40358607467,301.653524403452,301.604508105911,301.194334681965,301.587266153888,301.607640027679
2020-04-01,301.205699489821,300.443697651203,301.370746459768,300.992618407967,301.055077171996,301.23706291477,300.570527593882,301.241412353702
