date,ERA5,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
2003-01-01,295.875551644028,295.786391079642,295.432870858867,295.638509396683,295.600367360918,295.689268224151,295.506284132711,295.221173732622,295.731953592652
2003-02-01,295.203153982415,295.163305957394,295.196114538193,295.447639388398,295.422758845881,295.711449515699,295.401361432686,295.2755007087,295.423890485898
2003-03-01,295.251397218923,295.159313613612,295.533723882407,295.283218675659,295.521456950612,295.698166513959,295.513144180549,295.288137772219,295.478945761846
2003-04-01,295.494680599365,295.450755464559,295.484468879274,295.516057635305,295.467712627001,295.652978861756,295.619483304569,295.595489447089,295.409452513632
2003-05-01,296.314393270645,296.316243950045,296.059700095955,296.4447960951,296.183209162828,297.385643651535,296.094042381043,296.065071094164,295.958892587364
2003-06-01,297.413206711723,297.245174068969,297.826664632754,297.358963411488,297.270890681937,297.21387492856,296.897506688455,297.069328912428,296.685123637624
2003-07-01,298.539934705417,298.451650513244,298.614816725182,298.378497466076,298.594339050366,297.135372286132,298.140785277479,298.36169481182,298.067049613035
2003-08-01,299.318459312271,299.27610381333,299.162631365089,299.086764824796,299.263005163033,297.965976720718,298.975540121856,299.074219531552,299.068586240977
2003-09-01,299.468795751489,299.279044188871,299.36712351501,299.246823119371,299.246295068094,298.474077077445,299.267574380346,299.102637308488,299.24768651892
2003-10-01,299.032485502579,298.862090676578,299.069701455359,298.548211438514,298.705743413615,297.754183790607,299.159706758236,298.968611644363,299.060609368518
2003-11-01,297.923099927553,297.922172189843,298.212240802759,297.490973545194,297.886291545417,297.103205234728,297.713594822966,298.236917161018,297.522520872865
2003-12-01,296.967921608006,296.758912525254,296.922199019137,296.604915669004,296.765532424004,296.684337193762,296.617398596474,296.648458754302,296.363397373703
2004-01-01,296.241014656331,295.794264788881,296.064369575409,295.453980730828,295.644518102565,295.654838057128,295.553673961811,295.183828176061,295.487771482693
2004-02-01,295.774879452229,295.117418273879,295.470644613273,295.785803257277,295.316918176667,296.698640825727,295.553119533059,295.2755007087,295.543733189465
2004-03-01,295.45188771105,295.117418273879,295.374556340986,295.266425260162,295.467712627001,296.322377766675,296.024330521573,295.288137772219,295.699149360197
2004-04-01,295.737949294428,295.592754406244,295.667722237207,295.637943376688,295.665334185609,295.777662081308,295.807989311713,295.444462146264,295.724522158306
2004-05-01,296.211411697801,296.666740300374,296.253426543032,296.431861268099,295.947857259695,297.484355331386,297.009534084447,296.146560038397,296.423783125541
2004-06-01,297.420391277996,297.396919575675,297.321615788755,297.423192954087,297.496569283602,297.171524083404,297.820884718116,297.024220668691,297.319553042488
2004-07-01,298.389870208438,298.414614347325,298.278312250823,298.218421436004,298.632306748021,297.170672309815,298.705684307933,298.251258836245,298.352937466747
2004-08-01,299.24703195649,298.984899960966,298.946068853552,299.23396222411,299.070917506658,297.67049198082,298.943257461103,299.073376068211,298.630437435836
2004-09-01,299.384570892342,299.127076484585,299.222553875997,299.237315953642,299.225393928892,298.246989809571,299.185162159491,299.272336953811,299.177923874231
