date,ERA5,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
2003-01-01,295.875551644028,295.762526787161,295.42491566429,295.623680590527,295.655668687135,295.419428644396,295.547715132398,295.213345808411,295.741277802447
2003-02-01,295.203153982415,295.164959028938,295.635701060007,295.422303045737,295.458412098461,295.298193452238,295.170371604932,295.274241537508,295.422148277595
2003-03-01,295.251397218923,295.161991933641,295.488351800992,295.30562174317,295.498644692015,295.804313143376,295.531946368291,295.285736178502,295.501486174002
2003-04-01,295.494680599365,295.633372063054,295.471311181375,295.461305563231,295.511090687571,295.676338353812,295.649188436194,295.581200004295,295.414650356975
2003-05-01,296.314393270645,296.254362280246,296.158580482252,296.434077262404,296.4161644498,297.610247960301,296.068766579861,296.100993297868,295.986427453649
2003-06-01,297.413206711723,297.236720218536,297.922293504718,297.371453534453,297.231635851137,297.236929110292,296.136849599396,297.052526519884,296.538788899197
2003-07-01,298.539934705417,298.438284866937,298.598023749256,298.347968487143,298.638447512354,297.752965955351,298.034467818971,298.352168815232,298.020653933017
2003-08-01,299.318459312271,299.288197397333,299.15351986537,299.095531839703,299.253127746578,297.992066345003,298.769215836682,298.963134179156,298.941085738776
2003-09-01,299.468795751489,299.314855922885,299.378300552723,299.153536624128,299.247490067034,298.52059226436,299.26389169941,299.162999493941,299.263738977666
2003-10-01,299.032485502579,298.843210367153,299.073381252755,298.620164173019,298.797081438979,298.025963523032,299.158940835535,298.67452917995,298.778422781713
2003-11-01,297.923099927553,297.858478724422,298.220081447416,297.493265726025,298.043633868171,297.000256183162,297.685384127112,297.464264416384,297.536671698395
2003-12-01,296.967921608006,296.912834604754,296.901864350083,296.536285127562,296.797343410527,297.080857978656,296.724363034911,296.405116946351,296.493761636496
2004-01-01,296.241014656331,295.559680049889,296.158580482252,295.445657526547,295.608658242028,295.34653855012,295.725208913488,295.172523460857,295.403933468983
2004-02-01,295.774879452229,295.116326916974,295.496175302397,295.783631960475,295.372872284252,296.259179562672,295.725208913488,295.274241537508,295.570768705452
2004-03-01,295.45188771105,295.116326916974,295.358388249385,295.264948345176,295.510860948724,296.367040677028,295.988666624577,295.285736178502,295.675897705805
2004-04-01,295.737949294428,295.69424236898,295.684092830989,295.586726525446,295.687895496958,295.843385459187,295.766218319208,295.473045974832,295.973359043563
2004-05-01,296.211411697801,296.898671545479,296.388475146921,296.577108839036,296.252527692696,297.606611205094,297.001653966075,296.18662762663,296.449069301537
2004-06-01,297.420391277996,297.331237639072,297.322196979277,297.452972709819,297.511701938718,296.755935030496,297.789851891316,297.013215222366,297.251650650294
2004-07-01,298.389870208438,298.381505047501,298.261569052577,298.305412556539,298.660268926873,297.400041135462,298.740765800149,297.960829574043,298.463232448796
2004-08-01,299.24703195649,299.023695989979,298.943085312891,298.784746275322,299.130564611083,297.426364219168,298.968435704181,298.660781859194,298.777441859979
2004-09-01,299.384570892342,299.303226905461,299.266120420714,299.166058581291,299.192893227866,298.470485944456,299.195588171628,299.298308297747,299.166155655362
2004-10-01,298.92867436058,298.690999759445,298.894316164681,298.897653535801,298.704764089276,297.924380150412,299.114229038125,299.298308297747,299.083613618877
2004-11-01,298.200501480979,298.012596853077,298.220081447416,298.026398509044,297.932425501538,297.426364219168,298.288560444172,297.99699547874,297.843562254297
2004-12-01,297.096494148829,296.847725507789,296.891460533085,296.676885551296,296.845192919253,296.208192559419,297.040732138464,297.041691585911,296.726971872037
2005-01-01,296.077678453331,295.822106528071,296.037982036932,295.814709086362,295.801642948058,296.32512553555,295.988666624577,295.860669738008,295.752352506209
2005-02-01,295.531405121819,295.515954828196,295.551878305485,295.579640606137,295.428134253714,295.950830990287,295.575018587312,295.56495246811,295.567195849666
2005-03-01,295.614522711195,295.522737432335,295.387617247887,295.734240033689,295.63896651888,296.429705918903,295.785937791603,295.616726295952,295.505699007679
2005-04-01,296.045330490408,295.697814435698,295.42491566429,295.586726525446,295.559823967618,297.862807639356,295.785937791603,295.684332739287,295.702765092144
2005-05-01,296.656887427464,296.439583069301,296.377137388772,296.449098491145,296.549103016994,297.236929110292,295.284734205278,295.899777156371,296.061954817881
2005-06-01,297.50066798873,297.389218897139,297.495301987996,297.460463061658,297.483745434643,297.10235706718,297.405240675407,297.219337930785,296.889516441037
2005-07-01,298.44551856859,298.690999759445,298.55657321,298.63783685983,298.41924913613,298.141688631925,298.265336108184,298.370391721804,298.109541051248
2005-08-01,299.088683618449,299.107107214537,299.204206381802,298.970199147106,299.230668217218,298.685104111458,299.07210884481,299.06133948442,298.521795445412
2005-09-01,299.375881803521,299.190421397772,299.312490709195,299.172151386854,299.277867522997,297.756106270788,299.189267683515,299.277931345569,299.130686098403
2005-10-01,298.929187922865,298.592697412942,299.09604807455,297.797293482124,298.390482083243,297.679579867361,298.87375300071,298.410498649185,298.157815895895
2005-11-01,297.921241013,297.81391120688,298.042546294923,297.984313293782,297.849033250179,296.795884543384,298.118487549928,298.10896657378,297.197416978773
2005-12-01,297.016186726346,296.913437918733,297.040056560422,296.644769918963,296.636565903058,297.187940511954,296.748530915638,296.96181509773,296.251349855314
2006-01-01,296.009061220754,295.937561913471,296.001744420024,295.828876435518,295.730739952555,295.727717465949,296.05519439512,295.805598938913,295.700846517178
2006-02-01,295.47032391797,295.496849030775,295.496175302397,295.456578048478,295.432928715941,295.942872852358,295.530740870162,295.364493631357,295.432419590894
2006-03-01,295.422653559279,295.492350352783,295.473591129173,295.421512958875,295.439156966861,295.992415685866,295.496068423905,295.468004706151,295.557575905177
2006-04-01,295.839502536123,295.809207545244,295.5553379505,295.624531141646,295.930023527666,297.058954945369,295.858752034673,295.912287008317,295.687987994239
2006-05-01,296.510832912582,296.19785777314,296.371496029449,296.038632571667,296.548200609485,297.482347301545,296.102134980674,296.57093152568,296.060374252832
2006-06-01,297.296382818345,297.266386768059,297.331764430092,297.15036608112,297.370972857753,297.946713033327,296.812002800587,297.359411197837,296.549993209232
2006-07-01,298.338468732078,298.283718813603,298.262653342268,298.198245258758,298.386269314293,298.565748044884,298.258406620635,298.108228692788,297.651563665173
2006-08-01,299.185204891721,299.226381488811,299.09604807455,298.519408004537,299.088601392707,298.793194546871,298.84541313806,299.038809799814,298.915863302132
2006-09-01,299.364365362479,299.29273268781,299.20785050308,298.876860296277,299.33225441005,299.209476545276,299.014141601119,299.214977584515,298.962642567225
2006-10-01,298.945411278314,298.83727302221,298.896515910569,298.505149660107,298.805233395615,299.141922213912,299.038747772091,298.972310555986,298.412342375311
2006-11-01,298.250485683002,298.045151840547,298.25595192168,297.639110955148,298.063991602544,298.376146914154,298.088978243718,298.098858943081,297.510158959822
2006-12-01,296.916371373773,296.842151486012,296.886143058543,296.163795557463,296.743424563464,296.808093022027,296.202071284173,296.960452528312,296.300454414633
2007-01-01,296.098408795249,295.719443262414,296.019828556259,295.783631960475,295.748350100564,296.612367344855,295.640603681265,295.934015235811,295.741249485747
2007-02-01,295.738486689962,295.762526787161,295.920131362845,295.528260493124,295.519873110475,296.147498389133,295.580715713442,295.598076052656,295.61412437884
2007-03-01,295.493202254678,295.488454635328,295.69027262461,295.463677456709,295.499793156611,295.364270556294,295.577518509201,295.414360037859,295.614755381365
2007-04-01,295.789121915044,295.542448380789,295.595089216817,295.712448807068,295.498902489937,295.941288034244,295.585060305933,296.18521994069,295.393940272047
2007-05-01,296.43358934111,295.937561913471,296.949232108995,295.729060875434,295.385083998958,295.663085072123,295.264393863567,296.739068421452,296.553975357546
2007-06-01,297.149834142479,297.028666795705,297.262211084746,297.075128433993,296.812223254408,296.797528217231,296.791236181964,297.162616738653,297.348174752423
2007-07-01,298.040231985729,297.975928943709,298.253730592289,298.315595316147,297.895868848143,297.552805793425,297.969058638737,298.027025017496,298.25575554121
2007-08-01,298.582911472242,298.966609786453,299.207516324801,298.860576432199,299.247490067034,298.620008198771,298.320331038029,299.125495785433,298.66777566678
2007-09-01,298.860900586437,299.023695989979,299.107852342967,299.080043030224,299.050846993502,299.120721035555,298.840953129893,299.212977251181,299.175512008785
2007-10-01,298.622934473179,298.592697412942,298.599845770512,298.574091424148,298.695101430293,298.189703691922,298.827662509665,298.808906717173,298.690244245446
2007-11-01,297.873148957858,298.07178841641,298.226071103185,297.335678919775,297.915615486474,297.426364219168,298.24584556481,298.140225311337,297.536671698395
2007-12-01,296.7651499794,296.839849380758,296.872071437282,296.372896288885,296.108033452887,296.320924334145,296.769150739404,296.799681226411,296.443174068986
2008-01-01,295.894638025723,295.918020171024,296.019828556259,295.463677456709,295.494877382764,295.380137861351,295.607807966719,295.71462431077,295.705740531433
2008-02-01,295.561305931038,295.762526787161,295.637901633314,295.456578048478,295.134625575036,297.187940511954,295.635648276387,295.098997390743,295.484585290652
2008-03-01,295.584578173504,295.770935626446,295.448017431074,295.667127867807,295.528843170491,295.380137861351,295.651815180187,295.638905195285,295.612906350233
2008-04-01,295.671563340128,295.796381013008,295.679374357998,295.611708749351,295.639245758075,296.166806374192,296.361490794916,295.811599663162,295.732289604527
2008-05-01,296.650291616108,296.810774843867,296.607451333559,296.354442950323,296.728189390236,296.107011025652,296.962803099838,296.583017815177,296.443327734529
2008-06-01,297.620370298815,297.856669169763,297.675873992992,297.430928716621,297.535701459102,298.059424391253,297.685384127112,297.38188461368,297.536671698395
2008-07-01,298.459524437955,298.816578448447,298.525829939269,298.477668510145,298.638447512354,296.323684542995,298.769215836682,298.142092185705,298.059246886813
2008-08-01,299.139716496784,299.138925788055,299.10669087161,299.148302705368,299.091535668982,298.366244455516,299.147369557764,298.963081838363,299.230998276393
2008-09-01,299.351690385727,299.188830834772,299.378300552723,299.182426348859,299.176574929973,298.98552393688,299.114229038125,299.124822471176,299.256411169075
2008-10-01,298.881732196909,298.709392317586,298.932043596729,298.678126536742,298.880637923343,298.69370342233,299.071123360163,298.910421389046,299.046636655749
