date,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5,GFDL-ESM4,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM
2017-07-01,295.809994133493,295.5398649482,296.490177543307,295.471689366788,297.481334764911,295.471263962392,295.811722444429,295.90076312386
2017-08-01,295.50472908955,295.680243043021,295.957907880846,295.596258006268,296.053602094676,295.393624122888,295.750614796293,295.760487037393
2017-09-01,295.552251934488,295.298097422408,296.360020019767,295.279935812894,297.640942811641,295.575070280521,295.628704183058,295.998190703732
2017-10-01,295.754783421858,296.019290429173,297.099360145472,295.470252248736,297.779574755551,295.544882058447,296.62236337992,296.475613736609
2017-11-01,296.666740300374,296.702973213878,297.302352393079,296.763483629316,298.064427057201,295.322722623533,296.886798774034,296.989587681982
2017-12-01,297.967679352619,297.413371624784,298.02711130386,297.845856274902,297.721556590329,297.010788871448,297.973013643582,297.303795008892
2018-01-01,298.571599526863,298.236535814772,298.944119575791,298.362999895965,297.366239561751,298.166079863313,299.070005888995,299.068586240977
2018-02-01,299.136789375056,299.226949942105,299.148001563325,299.047498276798,298.451079830638,299.148242834908,299.277523971155,299.158324933866
2018-03-01,299.18085558948,299.023597188766,299.154210474182,299.066772140097,296.218265944679,299.165714957487,299.25073953885,299.122835806482
2018-04-01,298.666055754799,299.163136450802,299.147868476321,299.236950122179,297.721556590329,299.048359841146,299.277523971155,299.027285877101
2018-05-01,297.98260318099,298.367176931994,298.581720861554,297.93912806414,297.67049198082,298.859480213669,299.074219531552,299.055216451801
2018-06-01,296.731354136117,297.470288123547,297.302352393079,296.84254782472,296.327907739129,297.038141786969,297.182138510067,297.708091690493
2018-07-01,295.679568902494,296.90577156044,296.439699296577,295.524313537705,295.662884276286,295.623747496155,296.63942898687,296.045194678715
2018-08-01,295.498819858279,296.03437798677,295.615294863553,295.468651149446,295.646569853,295.553119533059,295.624475644244,295.391156867027
2018-09-01,295.524151286775,296.197698277546,295.513949757134,295.690931108588,295.583516012174,295.544882058447,295.958486187904,295.385454242269
2018-10-01,295.805282407569,296.439128822407,296.457354704204,295.921301717471,295.835008731259,296.024330521573,296.661029147988,295.958892587364
2018-11-01,296.316243950045,297.324105320603,296.836226625144,296.66102207303,295.853278347376,296.787679686273,297.053557592714,296.754644421671
2018-12-01,297.171212010335,298.235297613923,297.954394628459,297.624728853665,298.064427057201,297.461418270266,297.182138510067,297.967552402275
2019-01-01,298.848758716141,299.09064275442,299.130101616031,298.705743413615,298.458912498685,298.382646510503,298.383358839967,298.616620021616
2019-02-01,299.034881132142,299.154739637259,299.148001563325,298.987770794934,297.742081147853,299.189496440173,298.909813624052,299.110664909157
2019-03-01,299.11250541372,299.365578918592,299.158354241565,299.088473377056,297.712919287994,299.097622548163,299.04048290106,299.147678965214
2019-04-01,298.606787968501,299.365578918592,298.961677127512,298.903899544664,296.412466593903,299.048359841146,299.277636146146,299.164252023714
2019-05-01,297.949788350649,298.278172652502,297.895736303137,297.845820479816,296.648820010532,298.905603833961,299.067199997398,298.418104225883
2019-06-01,297.096519256077,297.03073923441,296.810118519983,296.637674848506,295.762871463267,296.897506688455,297.1865786865,296.980881368525
2019-07-01,295.905574018322,295.631771278157,295.513949757134,295.947431602783,295.668879412709,295.623747496155,296.648458754302,296.537262544091
2019-08-01,295.467191148028,295.472844718423,295.764601763007,295.205049791405,296.649391841386,295.591469139702,295.66822061193,295.881332664462
2019-09-01,295.592754406244,295.637289757654,296.126135900903,295.651589147966,295.445118518809,295.613257865788,296.064812760392,295.952239175041
2019-10-01,295.883650468364,295.676768807186,296.366328757115,296.629768981378,298.249756472144,296.074849621262,296.589888184815,296.870428030088
2019-11-01,296.759520353026,296.944183912672,296.431861268099,296.797550472478,297.779574755551,296.202496344218,297.0188586255,297.319553042488
2019-12-01,297.404785659607,297.470288123547,297.490973545194,297.887427525474,297.789623364361,296.975132997259,297.324724399058,298.245424742763
2020-01-01,298.848758716141,298.351905896625,298.669389582811,298.36111233264,296.596245874016,298.983165683487,298.011518758432,298.586133357462
2020-02-01,298.986915632996,299.239326976481,299.154210474182,299.172204256857,296.596245874016,298.958635695877,298.991232933084,299.148006592088
2020-03-01,299.120659027113,299.150257146722,299.245858898332,299.1733557224,298.243581459177,299.185162159491,299.078947322263,299.164411798948
2020-04-01,298.609340215352,299.051442739457,299.22746931762,298.331672336027,298.61391322556,299.185162159491,299.011882524295,299.158324933866
2020-05-01,297.983132887256,298.039954606718,298.714677304605,297.80430771213,297.11480196123,298.953748142776,298.089968679475,299.129473834495
2020-06-01,296.913424746723,296.810600164638,297.371806287316,296.482092328795,296.21806306746,298.140785277479,297.211090328539,297.23834625719
2020-07-01,295.823556620486,296.007999717616,295.970123330889,295.471689366788,295.843545207256,295.322722623533,295.959729290731,296.649503731716
2020-08-01,295.790505464704,295.482803171975,295.615294863553,295.3727819997,295.762871463267,295.553466618908,295.663312363095,295.393363556057
2020-09-01,295.738598222752,295.923940899177,295.96273470772,295.752931106692,296.930684902109,295.553119533059,296.095420134473,295.952239175041
2020-10-01,295.592507676228,295.746884498276,296.4447960951,295.470252248736,296.464412328993,295.468666086646,295.959729290731,296.870428030088
2020-11-01,296.760913598195,296.889075128066,297.185943761012,296.863279065727,298.083185369692,297.00896819887,296.722571826472,297.338472006969
2020-12-01,297.98260318099,298.039954606718,297.896533399399,297.474811336804,297.833124119111,298.092621532021,297.182138510067,299.178324338992
2021-01-01,298.606787968501,298.894778253033,299.013425494705,299.255587772201,297.366239561751,299.213811128239,298.1693422436,298.951876126824
