long,lat,u,v
-70.5,80,0.0617433525621891,0.106975086033344
-70.1666666666666,80,0.0278211943805218,0.0670013725757599
-69.8333333333333,80,0.0310459639877081,-0.0226357243955135
-69.5,80,0.0434928089380264,0.0288979187607765
-69.1666666666666,80,0.0484257787466049,0.0422134883701801
-68.8333333333333,80,0.0472121797502041,0.00327620934695005
-68.5,80,0.0476574450731278,-6.47328561171889e-05
-68.1666666666666,80,0.0461044237017632,0.00778778875246644
-67.8333333333333,80,0.047041691839695,0.0399204455316067
-67.5,80,0.0519190207123756,0.0166575349867344
-66.5,80,-0.00289123202674091,0.0234675258398056
-65.5,80,0.00831548217684031,-0.124271385371685
-71.5,79.6666666666667,0.0716082155704498,-0.0231750477105379
-71.1666666666666,79.6666666666667,0.0820371955633164,-0.0294104963541031
-70.8333333333333,79.6666666666667,0.0722672790288925,0.0214105434715748
-70.5,79.6666666666667,0.043618455529213,0.0280706491321325
-70.1666666666666,79.6666666666667,0.0299246460199356,0.0080085527151823
-69.8333333333333,79.6666666666667,0.026804581284523,0.000156963564222679
-69.5,79.6666666666667,0.0231494195759296,0.0031603304669261
-69.1666666666666,79.6666666666667,0.0102201206609607,-0.00572032062336803
-68.8333333333333,79.6666666666667,0.00640588300302625,-0.011903996579349
-68.5,79.6666666666667,0.0240025501698256,-0.010955773293972
-68.1666666666666,79.6666666666667,0.0239801444113255,0.00196674955077469
-67.8333333333333,79.6666666666667,0.0246655270457268,0.0254386942833662
-67.5,79.6666666666667,0.0253653060644865,0.00747218960896134
-67.1666666666666,79.6666666666667,0.0329998210072517,0.00454908004030585
-66.8333333333333,79.6666666666667,0.031028950586915,-0.00690651591867209
-66.5,79.6666666666667,0.013178464025259,-0.00762823736295104
-66.1666666666666,79.6666666666667,0.015917930752039,-0.0144846411421895
-65.8333333333333,79.6666666666667,0.0187940504401922,-0.128986164927483
-65.5,79.6666666666667,0.00635063508525491,-0.0837762430310249
-76.1666666666666,79.3333333333333,0.00194377603475004,-0.00176238920539618
-74.5,79.3333333333333,-0.0170379411429167,0.116128869354725
-74.1666666666666,79.3333333333333,-0.0470479875802994,-0.155597820878029
-73.8333333333333,79.3333333333333,-0.00947578065097332,-0.353953421115875
-73.5,79.3333333333333,0.0137412445619702,-0.0812446251511574
-73.1666666666666,79.3333333333333,0.0159676466137171,-0.00373575068078935
-72.8333333333333,79.3333333333333,0.0284181442111731,-0.0420186221599579
-72.5,79.3333333333333,0.0379961468279362,-0.031112527474761
-72.1666666666666,79.3333333333333,0.0428972728550434,0.0104825049638748
-71.8333333333333,79.3333333333333,0.0415555201470852,-0.0408385135233402
-71.5,79.3333333333333,0.0357957854866982,-0.0283368062227964
-71.1666666666666,79.3333333333333,0.0425845049321651,-0.00234818155877292
-70.8333333333333,79.3333333333333,0.0307614617049694,-0.0614992454648018
-70.5,79.3333333333333,0.0132608339190483,-0.058779638260603
-70.1666666666666,79.3333333333333,0.0150039223954082,-0.0213846508413553
-69.8333333333333,79.3333333333333,0.0180238336324692,-0.0187322553247213
-69.5,79.3333333333333,0.0197960902005434,-0.0277022998780012
-69.1666666666666,79.3333333333333,0.0258725676685572,0.000520734931342304
-68.8333333333333,79.3333333333333,0.0361861549317837,0.107888154685497
-68.5,79.3333333333333,0.0486680530011654,0.0655501410365105
