date,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
17532,0.0819360975563893,-0.158944122693141,0.336434380945219,-0.0842781711500559,0.210766674509281,0.0985759613750715,0.273566305193257,0.378926670906942
17563,0.0689409495608195,-0.142554194293723,0.352334713277678,-0.0820455502790618,0.193219721499079,0.0985759613750715,0.316201445424511,0.387079545994107
17591,0.0794861622694246,-0.152576824296152,0.123314909517357,-0.0881392536107815,0.211756324749792,-0.115512927084617,0.308991099416369,0.390141512297229
17622,0.0723047590199647,-0.114951585089949,0.10562785666904,-0.148110329924898,0.211471877899786,-0.165163709151186,0.26377680460712,0.376149454554252
17652,0.0578593120881241,-0.126166951519249,0.152387394539333,-0.0864974475130577,0.146870614899383,-0.167369413156335,0.261943792727206,0.37393000526119
17683,0.0590452864579999,-0.0568185221851012,0.0951881398650223,-0.0161897271778326,0.0520374846095664,-0.310783030716049,0.0810501236863676,0.364861372027997
17713,0.073366468615883,-0.0576531413684274,0.103874552981046,-0.0530155383444555,-0.0361212338813318,-0.326893757220538,0.0112805898870772,0.36448784420405
17744,0.0715697726113308,-0.0534276247164064,0.113436836835071,-0.0605742775935159,-0.0558251397645807,-0.335456196148925,0.00106807304622892,0.368995504663578
17775,0.0671974599140412,-0.045463497106293,0.143520573748816,0.00423110454124364,-0.0781831940803174,-0.319475664891925,0.100965949447327,0.375144724128616
17805,0.0691879314273024,-0.0410123737979003,0.215870913869589,0.0545670429756884,-0.0803823687986147,-0.321472864109187,0.0728952076452482,0.38091264104029
17836,0.0430074362805435,-0.0360163239029805,0.224796870073683,0.156197107705091,-0.0798143995282064,-0.331774816973175,-0.00837678558349801,0.386643250311382
17866,0.0420620378740828,-0.0197710586029836,0.189845812733158,0.147814357801464,-0.0747091921553373,-0.298202871727837,0.120305509536647,0.394073462777513
17897,0.0494405232700784,-0.00607343242426674,0.149386872549584,0.276100699477633,-0.0658972425293516,-0.0625636800775414,0.237834502684988,0.384209002602805
17928,0.0646592673597282,-0.0109121138021705,0.143215087980296,0.289800792190746,-0.064822286892809,-0.291234131573231,0.238321706269258,0.369288627213029
17956,0.0422588512972663,-0.00933447316185818,0.143928056626419,0.321620603657414,-0.0762360830758658,-0.318325701667755,0.23145244142885,0.359493324928557
17987,0.0453648525062827,0.0147152934806876,0.123845966790742,0.319156097672022,-0.0762846819789708,0.0600830267453971,0.228021618804378,0.364508497864432
18017,0.00544150364038897,0.0320677344577668,0.136412243378469,0.321426665401345,-0.0584228920007978,0.0778984054031849,0.266768167283708,0.421167005454265
18048,0.00954721767058652,-0.00657124064841162,0.138985538666832,0.267896097279303,0.021302599976637,-0.210544610553674,0.227495486263564,0.398396104053931
18078,0.0479251807712773,-0.026744589500604,0.142240862796972,0.301278107971416,0.0343002282062884,0.0466289234665628,0.256791036173445,0.400966167780867
18109,0.0484106682719275,-0.0900233464328851,0.142189806916534,0.301706639438605,0.12029230486132,-0.00873285502969573,0.235201097014149,0.443655813891285
18140,0.0642961244270864,-0.0771282947583836,0.14310177844669,0.302837873300293,0.156942282045355,-0.0208872463912699,0.238453308729655,0.419902211141932
18170,0.0716939517780815,-0.0720879455960965,0.117665351201721,0.284084347527911,0.170555771205028,-0.0226920349023352,0.254197412823778,0.415611564225368
18201,0.0714547126177119,-0.0687500451526888,0.121414259297806,0.285527465242318,0.228389852674237,-0.0491664177238231,0.270228917102045,0.344327510451311
18231,0.0708021379733512,-0.0720443774267523,0.13673773852962,0.307715793235314,0.22959049675547,-0.0191681508598977,0.246031433180155,0.335033449620874
18262,0.0730900305768197,-0.0460845859540631,0.121414259297806,0.318538026447362,0.232117066287527,0.00725005784881461,0.243083222892025,0.365478735976421
18293,0.072626882445643,-0.0571408728613736,0.107667985691877,0.332749656279482,0.234536065736138,-0.0133762103114648,0.228021618804378,0.369693079880073
18322,0.0728300163910532,-0.0479028878712379,0.117665351201721,0.329264286722626,0.235279666843959,-0.00701217776801717,0.222381424859591,0.36725135579041
