date,ACCESS.ESM1.5,BCC.CSM2.MR,CanESM5,GFDL.ESM4,IPSL.CM6A.LR,MIROC6,MRI.ESM2.0,NorESM2.LM
17532,0.115564153358643,-0.156609615738623,0.238777471927312,-0.10621333272487,0.303476555394493,0.0979307124448049,0.28616037499771,0.469488850349057
17563,0.129006857990109,-0.160727707432101,0.245560259524425,-0.103719957366486,0.31006349482003,0.10514787277335,0.297360213507532,0.472613068913998
17591,0.131130663136093,-0.148988576049111,0.082633167320932,-0.11278693695383,0.343896725639647,-0.183714366321866,0.296705933898482,0.471930894152053
17622,0.162791667760361,-0.166808865382875,0.0664740996728846,-0.186300187079956,0.325923240205249,-0.264729347392514,0.281238543922696,0.473790370439645
17652,0.162611273185326,-0.137856990088995,0.131457649313636,-0.0777027970635218,0.275832424433376,-0.310340121386223,0.360471314722601,0.471819381944732
17683,0.168198448942076,-0.109891257986195,0.0580039488535162,-0.0183410369347842,0.201632491236321,-0.402130191577808,0.157057997382455,0.467754840777088
17713,0.189003164258812,-0.106246090673738,0.0633005639420616,-0.0328133552859723,0.127736966390924,-0.409739681901549,-0.0576827654297051,0.472277080265599
17744,0.173932348576562,-0.112210270627417,0.0758714623988061,-0.0289466090867214,0.10734681515972,-0.409793973214765,-0.0678812935940733,0.449924727952524
17775,0.159260636874134,-0.1122197287778,0.150700292515117,-0.011065558808368,0.0763649942657389,-0.397431419989939,0.0723978260954026,0.454771548648123
17805,0.160588375802131,-0.104186407175035,0.244646159903897,0.0402051118556079,0.0706309719776382,-0.391666240437869,0.0902927421924625,0.458283025554868
17836,0.1478287038125,-0.102290984977859,0.280136433002374,0.173163783370136,0.0701373525341144,-0.392476741061292,-0.0770558002131966,0.452070640172407
17866,0.143916754975577,-0.103526562061385,0.203737140709423,0.198843828818443,0.0788302051326035,-0.38075964207794,0.160198326872875,0.496484933299153
17897,0.132756345161077,-0.0989920818552014,0.113089623738266,0.370625784564243,0.0835066204183172,-0.0361886911587433,0.422286513443652,0.491655655119807
17928,0.141625263870519,-0.0954656947640554,0.108129089028898,0.373227845152423,0.0832322011028508,-0.364571027577431,0.418834019350234,0.444781512688269
17956,0.136711365148817,-0.0864615514775759,0.102342093936334,0.42025699750124,0.0805363735635239,-0.384965577142518,0.416844181882319,0.433798311176883
17987,0.157669967697607,-0.0887636433030414,0.0760168053920143,0.432673461792742,0.0759675982477717,0.0379884332498073,0.415164230521054,0.472905343959211
18017,0.0955548870217772,-0.0876451660681108,0.10308943963572,0.417405378195499,0.0913411454280481,0.0419913883252771,0.415607574068201,0.504775730672009
18048,0.101239474940386,-0.0907796553212962,0.101292132772189,0.37059979848199,0.109671490682337,-0.310988933064319,0.229696187331414,0.419270136457735
18078,0.15113635431109,-0.103193536261594,0.102641893534374,0.384443271908592,0.131709566436463,0.0718664275206864,0.244209857111206,0.423524066300489
18109,0.151072535703529,-0.135079361419645,0.0973646319302723,0.39103891357037,0.24311261204826,0.0248458126576039,0.274172909861867,0.497375544317209
18140,0.181978774335347,-0.121192262342684,0.101224290405152,0.384298278094024,0.28688635765795,-0.0691275583050272,0.26960049319251,0.52199437705933
18170,0.148863441085563,-0.107810339843213,0.0736215218909388,0.363164408735996,0.299245361970467,-0.0497082509327527,0.2661429006571,0.510837559839894
18201,0.154040702326074,-0.0884196437985634,0.0769038957173323,0.35884208164611,0.309105045609254,-0.0611112797176911,0.254225227878262,0.444093293046431
18231,0.154323274398434,-0.0822748308490656,0.0812747228272408,0.360346094302769,0.310830308121519,-0.0218502548261483,0.270885647854372,0.421058341418617
18262,0.161436820273927,-0.0685588809651551,0.0768188563896096,0.344283753308208,0.311706977716808,0.023719741576936,0.413924428977077,0.431951658612259
18293,0.163450072530024,-0.0684280444253144,0.0647062120484046,0.359212275245558,0.314427966607722,0.0136570635783319,0.415437791104212,0.432492265604087
18322,0.162396444513429,-0.072357893448603,0.0737561196493909,0.343840431332378,0.3080747664598,0.00657968915944223,0.414474514003521,0.421451639057536
18353,0.163389620843522,-0.0660640602440188,0.0621495003858126,0.336730193180992,0.312663750205379,0.198341925562655,0.367899557236096,0.421587223695876
18383,0.154274392900064,-0.0682448154227084,0.0417681018953343,0.348459282471801,0.308501068037845,-0.308376770049401,0.366218521841956,0.460684874874457
18414,0.154422301780919,-0.0725634564339459,0.0417267201658143,0.261349052083418,0.317561931733832,-0.35194719669912,0.40322220834884,0.386975167962961
18444,0.155145217025046,-0.0831372289590492,0.0416705050968593,0.212698531342785,0.316739470954289,-0.291111736148941,0.416844181882319,0.0739699175632293
18475,0.155166498744318,-0.0565198980991397,0.0655666071813061,0.236336142329106,0.315795685127744,-0.289790929231763,0.415164230521054,0.152064309174534
18506,0.168966074541442,-0.0582258610267125,0.0804904350453852,0.0902097102308598,0.312533155487146,-0.245686197412948,0.415164230521054,0.193175245564162
18536,0.18736365747654,-0.0621672876359852,0.0973100587113067,0.0610596549301834,0.284655062408428,-0.242185758616832,0.413924428977077,0.20436011889378
