TWS_OBS,TWS_PROJ,SWs
0.337165308634549,0.200342704404383,SW7
0.352930463466217,0.234320397150329,SW7
0.345202244514994,0.204488559388173,SW7
0.310838044422574,0.169377563743045,SW7
0.273375370054788,0.184318769795461,SW7
0.234348370413769,0.106794764501522,SW7
0.199417071053127,0.122970651991552,SW7
0.173856794851614,0.0313756008110127,SW7
0.15305989890146,0.114069599974063,SW7
0.13786193416826,0.0714363967337153,SW7
0.127478004084254,0.0805914900104894,SW7
0.112935867940913,0.153546033007513,SW7
0.109349962683277,0.184367681799414,SW7
0.120409009477379,0.190829073428252,SW7
0.15689877055675,0.186670644715717,SW7
0.220192333743045,0.220784835002636,SW7
0.280325950716878,0.254640379872166,SW7
0.349221124646854,0.323721525618441,SW7
0.423028314205965,0.324770230274896,SW7
0.476090386398605,0.291849293592274,SW7
0.514359959208404,0.292004248266141,SW7
0.545802923690608,0.530673838973073,SW7
0.570687272842177,0.562351003514074,SW7
0.588986581340179,0.566418791897477,SW7
0.593772906363594,0.571608139056528,SW7
0.589808351744532,0.570101054966344,SW7
0.576296574774021,0.49193049188668,SW7
0.54978732343451,0.339582925048431,SW7
0.509886623808238,0.195822917279544,SW7
0.450808323955927,0.263238379046261,SW7
0.390977864320554,0.279928813422324,SW7
0.353074883494101,0.249945965551287,SW7
0.331316171272215,0.202216902941904,SW7
0.304982703884331,0.1950140978721,SW7
0.275863912916739,0.148887768352824,SW7
0.264823642165579,0.123995476236898,SW7
0.26390018018265,0.165730274773745,SW7
0.248703548492317,0.0814752064928893,SW7
0.233505298880553,0.0636532825536521,SW7
0.22790980947648,0.199739266564761,SW7
0.224527155192213,0.214454835549497,SW7
0.227044253098181,0.218727340518587,SW7
0.231970759703652,0.192762816892056,SW7
0.229282821018014,0.214621876207004,SW7
0.21454005163729,0.214615663802287,SW7
0.20124660540038,0.194163698365521,SW7
0.183311917760701,0.168837771083596,SW7
0.150313662013911,0.0939234994625861,SW7
0.120551754413544,0.0969467495056582,SW7
0.107716000830106,0.0978243510930581,SW7
0.0854499509812599,0.0979660672937284,SW7
0.0438737105592491,0.0880737608007902,SW7
0.00366937764473419,0.0734248274842643,SW7
-0.0357398855308065,0.0147018265502625,SW7
-0.0739867128535201,-0.0827587648178336,SW7
-0.103218273936316,-0.0696504098693153,SW7
-0.123935963782174,0.00216673492921737,SW7
-0.141003927242794,-0.0736080601729478,SW7
-0.147319018263679,-0.059839568974582,SW7
-0.149797803262019,-0.0434909146720477,SW7
-0.159989919359477,0.137778858244434,SW7
-0.171012066620308,-0.0129742879208645,SW7
-0.174777540690247,-0.0662661273399662,SW7
-0.159754388638849,-0.0822496275471463,SW7
-0.126062315399247,0.18659583019391,SW7
-0.0883508205214311,-0.132711113744661,SW7
-0.0569579789305997,-0.179810103575523,SW7
-0.0404944500152241,-0.108297340464107,SW7
-0.0314233451867929,-0.0597650016546986,SW7
-0.0232072740969372,-0.0493450412668647,SW7
-0.0222527105040085,-0.122289743875063,SW7
-0.0157965395362522,-0.0619460188701463,SW7
-0.00705786992881304,-0.0701006712563843,SW7
-0.00397767071131655,-0.157665258990359,SW7
-0.00106455947212319,-0.122047686423817,SW7
-0.0161695407898137,-0.0824891455013282,SW7
-0.0446573520871598,0.0956320855374043,SW7
-0.0578342595206082,0.0486429984932166,SW7
-0.0578125968603552,0.210677207988346,SW7
-0.041610194011926,0.0108925480130394,SW7
-0.0139192624535061,0.0157382723128744,SW7
0.0131398535563444,0.0493679160717506,SW7
0.0383318337616125,0.11465225419111,SW7
0.0490224198277919,0.231684126513294,SW7
0.059116070967538,0.232784761965119,SW7
0.0739011354355335,0.160462188957705,SW7
0.081336585407518,0.191280428698999,SW7
0.0922279720953032,0.133068173157486,SW7
0.0998924248853961,0.0732504096725775,SW7
0.0871165966775698,0.0690706151553831,SW7
0.0646304095375654,0.0718225751614123,SW7
0.0339803149080684,0.0450102368350707,SW7
0.00258989961202629,0.0899052348835808,SW7
-0.0223472591767561,0.0984125154876373,SW7
-0.0401626190046774,0.0348288619692444,SW7
-0.0422684453894017,0.177271647631437,SW7
-0.0481302507779178,-0.179588385146603,SW7
-0.0644186529992722,-0.167820279360199,SW7
-0.0715687543388842,-0.179221796151717,SW7
-0.0738387937366074,-0.106332754650114,SW7
-0.0756847299475051,-0.081504137934764,SW7
-0.0702079604489916,-0.0783441808029223,SW7
-0.0674578248961577,-0.086829425511437,SW7
-0.0648275133083233,-0.0854250001450039,SW7
-0.0595162247684696,-0.109879949710201,SW7
-0.0554044430267366,-0.22986899882305,SW7
-0.0579316576079878,-0.13103179756803,SW7
-0.0766317304447199,0.142675769453105,SW7
-0.096159731065564,0.170532857477767,SW7
-0.109025418202541,-0.0208494669164933,SW7
-0.127185093330204,0.0769462073050827,SW7
-0.137302206014883,0.00209968588842467,SW7
-0.136165349860564,-0.118271509356725,SW7
