TWS_OBS,TWS_PROJ,SWs
0.276223007056935,0.0914198565906323,SW10
0.311637523018993,0.205914577697012,SW10
0.348993847330915,0.20861854233397,SW10
0.381592149738591,0.272001731974766,SW10
0.404368136514086,0.352907644980663,SW10
0.412891293758941,0.361360593057209,SW10
0.426810132960341,0.328660973015558,SW10
0.453832032748907,0.193068158994668,SW10
0.471083994567011,0.371596389958184,SW10
0.464759520446751,0.348116002454195,SW10
0.45056215139097,0.247672336318195,SW10
0.442183562745401,0.309174768143858,SW10
0.436944959677374,0.305293695632181,SW10
0.435534188724448,0.314932063586641,SW10
0.431391857829107,0.404878855173393,SW10
0.421217686610401,0.410065319379522,SW10
0.419054757908331,0.404358018836393,SW10
0.428200377638756,0.396893113419803,SW10
0.429581897716893,0.385427964862071,SW10
0.41334468258566,0.37925722951575,SW10
0.38965354553457,0.372460323928682,SW10
0.371872332051038,0.349310867981779,SW10
0.353589142246057,0.334181723515171,SW10
0.329536608161396,0.33227197520271,SW10
0.310720363884395,0.324004837340274,SW10
0.292523457041448,0.319698028581787,SW10
0.275663820352232,0.180488606973162,SW10
0.26610505788052,0.131400439470816,SW10
0.260935358293018,0.0697767799465967,SW10
0.253753466651846,0.0977736844946239,SW10
0.244797267870461,0.12540257037392,SW10
0.235478489565536,0.145733766154205,SW10
0.227831146108266,0.22137843022312,SW10
0.221004727910997,0.368254726137619,SW10
0.209927235498519,0.210289597025799,SW10
0.201591830347809,0.164674750707203,SW10
0.195994533358087,0.145095992006981,SW10
0.180108742867133,0.124624448319195,SW10
0.167913602439169,0.107031437940787,SW10
0.166153906663254,0.156360485433097,SW10
0.153860412180341,0.134209504037545,SW10
0.136595978408741,0.140219253527679,SW10
0.125528273443198,0.153741052101613,SW10
0.11964892077524,0.126642457971499,SW10
0.111949354399882,0.115246959815252,SW10
0.108714468373013,0.0993520912681815,SW10
0.110248963382157,0.0579304266961877,SW10
0.110718810691926,0.0683048943479168,SW10
0.113643159476,0.0630546916393331,SW10
0.12078921585177,0.0732081462448648,SW10
0.124433300946466,0.147906395002578,SW10
0.123029277421889,0.146672504184752,SW10
0.123679200662095,0.149686338177094,SW10
0.126456170598046,0.128712275720545,SW10
0.129468750372608,0.112956976170956,SW10
0.129725154412854,0.129221388804628,SW10
0.130424839062367,0.185083640617626,SW10
0.125555315455688,0.119710478400753,SW10
0.114678065908895,0.188052413397411,SW10
0.101972385236811,0.179202677387113,SW10
0.0871427613208172,0.351044362927193,SW10
0.0744686205455261,0.197381635805395,SW10
0.0642078868833689,0.153281188472221,SW10
0.0509333862882266,0.0952457430629434,SW10
0.0409241818049702,0.151985199133344,SW10
0.0343993833266493,0.000402662657995045,SW10
0.0228428088220551,-0.165604851197534,SW10
0.0100559680612826,-0.0359535413619532,SW10
0.000326963670682384,-0.0215687325884505,SW10
-0.00993099315657052,-0.023316743104973,SW10
-0.0186852661215142,-0.0747643150721205,SW10
-0.0153060071097494,-0.0613121790742494,SW10
-0.00921850070430128,-0.0831927257923131,SW10
-0.0121104748561719,-0.29527010233039,SW10
-0.0231365189450961,-0.0564175978138636,SW10
-0.0317449869563314,-0.0350834476634399,SW10
-0.0333064662371439,0.134223825998292,SW10
-0.0339157400813834,0.0492336296492959,SW10
-0.0378242727482557,0.112270383930434,SW10
-0.049301207766138,-0.0277023419717166,SW10
-0.0555054578367174,-0.0516766681923596,SW10
-0.051325591257698,-0.0322609317865943,SW10
-0.0485743282961885,-0.0103708428594733,SW10
-0.0569451815122134,0.0462628654365853,SW10
-0.0683029221259375,0.09423945908885,SW10
-0.0726453951193982,0.0202280465772755,SW10
-0.073980458195221,0.0305136868108819,SW10
-0.075220838678363,-0.0149602060813806,SW10
-0.0790419375871394,-0.05333513157098,SW10
-0.082757719126641,-0.0459166841703994,SW10
-0.0821693723669136,-0.0474426437848168,SW10
-0.0753847187248916,-0.00652478155914334,SW10
-0.0742621357671724,0.058506364389715,SW10
-0.083116461553763,0.14520435062795,SW10
-0.0909097951739718,-0.0133198551319034,SW10
-0.0894947780185165,0.0574862736285329,SW10
-0.0816289758810879,-0.291276995178307,SW10
-0.076480075699949,-0.18832373104709,SW10
-0.0703435897951279,-0.165391161616514,SW10
-0.067153857302882,-0.119009104566228,SW10
-0.071399738448565,-0.119531422487991,SW10
-0.0817500968944746,-0.106916529937117,SW10
-0.0865438307219075,-0.118080566413187,SW10
-0.0729633528672729,-0.121377364597306,SW10
-0.0567931522382819,-0.13112847896509,SW10
-0.0440638135038996,-0.336703399443171,SW10
-0.0294016352321815,-0.0126370061837415,SW10
-0.0238303784700096,0.115355381958224,SW10
-0.022291818213144,0.161335513335886,SW10
-0.0110633709397717,0.0785241326573194,SW10
-0.00210510289205152,0.182102979118692,SW10
-8.25130086978477e-06,0.165751872425711,SW10
1.66969148787951e-05,0.047234332925395,SW10
